ST	aspA	glnA	gltA	glyA	pgm	tkt	uncA	clonal_complex
6109	327	398	332	485	549	208	336	
6110	128	433	366	486	614	501	173	
6111	2	1	12	487	2	1	5	ST-21 complex
6112	121	215	367	488	615	502	361	
6113	162	215	195	352	454	371	268	
6114	128	433	264	486	614	501	270	
6115	328	435	88	124	598	129	95	
6116	78	400	238	489	616	208	362	
6117	86	434	87	490	617	244	95	
6118	329	110	30	82	188	505	17	
6119	33	39	30	82	113	25	17	ST-828 complex
6120	330	39	30	79	104	43	41	ST-828 complex
6121	24	17	2	15	23	3	6	ST-443 complex
6122	33	39	30	82	618	47	17	ST-828 complex
6123	33	39	30	79	188	43	41	ST-828 complex
6124	33	39	30	79	619	47	41	
6125	53	437	30	81	118	71	36	
6126	10	23	16	19	6	18	364	
6127	2	4	1	93	11	506	6	
6128	114	110	30	140	104	164	79	
6129	8	4	2	2	6	3	17	ST-61 complex
6130	1	2	215	4	620	24	8	ST-362 complex
6131	33	39	30	82	23	43	17	ST-828 complex
6132	33	66	30	174	188	43	17	ST-828 complex
6133	121	397	330	434	556	482	324	
6134	6	4	5	2	2	456	5	
6135	2	17	12	462	2	1	5	ST-21 complex
6136	9	17	5	465	350	3	3	
6137	2	1	5	10	2	1	6	ST-21 complex
6138	55	21	42	71	11	37	3	
6139	1	2	3	491	5	9	3	ST-42 complex
6140	19	1	12	3	2	1	5	ST-21 complex
6141	33	39	30	82	104	324	365	ST-828 complex
6142	4	7	10	4	1	507	1	ST-45 complex
6143	33	39	30	82	104	73	68	ST-828 complex
6144	4	7	10	1	622	7	1	ST-45 complex
6145	184	39	30	492	113	43	17	ST-828 complex
6146	14	17	5	2	11	3	366	ST-353 complex
6147	8	61	80	64	58	3	23	
6148	33	38	30	79	113	47	17	
6149	37	364	4	28	74	99	23	
6150	63	223	181	251	306	263	18	
6151	33	39	30	476	104	43	17	ST-828 complex
6152	2	1	5	3	1	1	5	ST-21 complex
6153	2	61	4	64	463	3	1	ST-1034 complex
6154	86	86	86	315	621	129	75	
6155	33	38	30	79	113	332	17	
6156	130	177	88	198	246	209	73	
6157	147	215	159	493	623	509	367	
6158	204	189	86	124	598	244	153	
6159	121	167	361	233	233	252	227	
6160	331	314	370	259	166	206	76	
6161	33	176	30	82	104	35	17	ST-828 complex
6162	32	38	30	82	118	43	17	ST-828 complex
6163	33	38	30	82	104	171	36	ST-828 complex
6164	76	235	72	18	610	285	6	
6165	64	431	20	100	134	101	16	
6166	64	22	71	98	94	101	16	
6167	64	431	20	100	1	101	1	
6168	64	22	20	474	134	495	6	
6169	27	33	22	104	43	390	31	ST-1275 complex
6170	18	22	77	18	138	381	16	ST-952 complex
6171	227	297	253	475	424	337	357	
6172	64	2	77	97	139	86	47	
6173	33	39	30	79	113	332	17	ST-828 complex
6174	33	39	103	436	104	35	370	
6175	2	1	5	10	608	1	5	ST-21 complex
6176	9	17	52	10	10	494	1	
6177	7	17	5	10	10	412	6	ST-353 complex
6178	22	15	4	64	141	25	23	ST-1034 complex
6179	9	2	4	62	4	5	102	ST-257 complex
6180	26	55	5	10	11	68	26	ST-446 complex
6181	33	38	30	82	104	56	17	ST-828 complex
6182	14	30	2	2	42	59	6	ST-460 complex
6183	33	429	30	82	113	508	17	ST-828 complex
6184	32	39	30	82	113	43	17	ST-828 complex
6185	33	39	44	79	113	47	36	
6186	33	39	30	79	113	47	139	
6187	7	21	5	62	2	48	6	ST-581 complex
6188	22	28	4	62	154	99	35	
6189	7	4	2	2	10	3	6	ST-353 complex
6190	13	2	42	4	98	58	34	
6191	24	2	2	53	10	3	1	ST-464 complex
6192	16	2	16	62	3	9	374	ST-41 complex
6193	4	7	10	4	1	510	1	ST-45 complex
6194	7	17	2	15	23	511	12	ST-443 complex
6195	7	25	1	4	10	62	5	
6196	24	10	2	2	11	12	6	ST-354 complex
6197	9	25	1	4	19	62	5	
6198	24	10	5	2	11	3	26	
6199	7	10	5	10	151	3	1	
6200	2	2	5	10	151	3	1	ST-607 complex
6201	24	25	1	10	19	62	5	
6202	9	17	5	2	19	3	26	ST-353 complex
6203	24	2	5	10	151	3	1	ST-607 complex
6204	24	1	12	3	2	1	5	ST-21 complex
6205	103	1	12	3	2	1	5	ST-21 complex
6206	2	2	5	2	11	3	259	ST-607 complex
6207	2	17	5	2	11	3	26	ST-353 complex
6208	24	2	5	2	11	3	259	ST-607 complex
6209	2	2	2	2	10	3	1	ST-464 complex
6210	2	2	10	15	22	3	6	
6211	8	2	5	15	22	3	6	ST-607 complex
6212	8	103	2	15	22	3	6	ST-52 complex
6213	7	2	3	15	22	3	6	
6214	7	2	2	15	22	3	6	ST-52 complex
6215	24	2	3	4	5	9	3	ST-42 complex
6216	3	1	3	3	2	1	5	ST-21 complex
6217	1	4	3	2	225	1	6	
6218	7	2	3	2	11	5	6	
6219	2	4	27	122	11	1	6	
6220	7	17	1	2	86	59	1	
6221	7	17	5	2	226	3	6	ST-353 complex
6222	9	17	2	2	86	3	1	ST-464 complex
6223	7	2	5	2	42	3	6	ST-353 complex
6224	7	17	12	2	1	3	6	ST-353 complex
6225	23	4	2	2	6	3	17	ST-61 complex
6226	2	1	1	3	6	3	5	ST-21 complex
6227	2	1	1	362	2	1	6	ST-21 complex
6228	18	89	77	98	122	86	16	ST-952 complex
6229	2	2	5	3	239	1	5	ST-21 complex
6230	10	27	33	44	52	5	7	ST-403 complex
6231	4	124	374	4	42	7	1	ST-45 complex
6232	9	2	3	4	5	9	3	ST-42 complex
6233	33	39	30	82	626	43	17	ST-828 complex
6234	4	326	40	4	42	51	1	ST-283 complex
6235	67	61	4	4	154	25	23	ST-1034 complex
6236	2	2	52	3	23	100	5	
6237	18	33	22	98	122	17	243	
6238	8	2	27	53	11	3	1	ST-607 complex
6239	3	1	5	17	4	11	6	ST-49 complex
6240	9	17	2	2	86	3	6	ST-353 complex
6241	7	84	5	2	11	68	5	
6242	8	2	5	53	636	3	1	ST-607 complex
6243	2	15	4	64	11	7	23	ST-1034 complex
6244	7	17	52	10	11	3	378	ST-574 complex
6245	2	4	2	146	6	3	6	ST-658 complex
6246	2	61	4	64	74	25	212	ST-1034 complex
6247	7	4	5	2	637	1	5	ST-48 complex
6248	22	61	2	64	2	99	23	
6249	338	30	2	2	89	59	3	ST-460 complex
6250	24	30	2	2	89	120	379	ST-460 complex
6251	2	432	4	64	638	25	23	ST-1034 complex
6252	22	442	4	64	17	25	23	ST-1034 complex
6253	9	22	2	3	86	3	6	ST-52 complex
6254	2	28	4	28	639	289	35	
6255	7	17	5	2	640	3	6	ST-353 complex
6256	1	2	42	4	2	7	8	ST-362 complex
6257	7	2	2	2	11	5	6	ST-354 complex
6258	8	61	4	64	74	25	23	ST-1034 complex
6259	6	4	5	2	641	282	5	
6260	7	2	382	2	10	3	207	ST-353 complex
6261	2	1	12	3	642	1	5	ST-21 complex
6262	8	356	12	3	643	1	5	
6263	7	2	52	10	11	3	6	ST-574 complex
6264	9	2	2	2	11	61	380	
6265	7	112	2	10	11	67	6	ST-574 complex
6266	14	30	2	2	89	59	6	ST-460 complex
6267	33	42	30	82	189	35	17	ST-828 complex
6268	33	179	30	79	644	168	17	
6269	33	155	30	163	231	220	93	
6270	33	176	44	115	113	43	17	
6271	33	39	30	115	113	47	41	
6272	33	39	30	82	645	47	17	ST-828 complex
6273	33	176	240	115	113	43	17	
6274	33	176	30	82	188	47	17	ST-828 complex
6275	33	39	103	82	113	47	17	ST-828 complex
6276	53	39	30	82	104	43	36	ST-828 complex
6277	334	104	69	124	323	43	67	
6278	33	39	30	238	104	44	17	ST-828 complex
6279	33	176	30	79	247	47	17	
6280	339	104	372	497	625	63	368	
6281	33	39	30	82	104	117	376	ST-828 complex
6282	81	104	69	113	143	119	67	
6283	113	273	189	198	162	126	156	
6284	130	116	239	124	632	126	156	
6285	86	177	189	220	631	129	156	
6286	333	177	191	503	628	129	153	
6287	33	39	378	500	630	208	377	
6288	335	433	376	182	627	208	375	
6289	130	189	191	490	405	209	241	
6290	130	86	191	319	629	244	75	
6291	292	66	30	82	113	246	17	
6292	331	314	370	259	166	246	76	
6293	81	273	88	221	246	278	76	
6294	137	440	189	198	628	372	95	
6295	33	39	30	79	113	438	17	ST-828 complex
6296	90	443	383	502	628	513	75	
6297	2	444	1	2	7	1	5	ST-48 complex
6298	8	1	6	3	2	1	17	ST-21 complex
6299	22	28	4	28	7	3	5	
6300	2	61	120	38	40	34	6	
6301	33	39	103	79	3	40	3	
6302	24	30	5	2	89	59	354	ST-460 complex
6303	7	11	5	64	11	67	6	
6304	18	431	77	143	122	86	16	ST-952 complex
6305	27	2	22	104	633	86	16	
6306	18	22	377	98	138	94	16	ST-952 complex
6307	27	33	22	104	43	109	31	ST-1275 complex
6308	27	2	78	104	634	497	16	
6309	27	2	78	501	43	86	31	
6310	288	388	379	28	74	450	35	
6311	288	1	2	83	2	3	6	
6312	99	136	9	5	173	150	113	
6313	323	439	384	483	611	512	371	
6314	17	2	9	483	611	512	371	
6315	33	38	381	82	104	43	17	ST-828 complex
6316	33	38	30	82	104	64	17	ST-828 complex
6317	33	39	30	79	104	214	17	ST-828 complex
6318	33	39	380	82	112	47	17	ST-828 complex
6319	336	39	30	82	113	43	139	ST-828 complex
6320	33	39	32	82	104	117	17	ST-828 complex
6321	33	39	30	82	112	43	17	ST-828 complex
6322	337	39	30	79	113	47	17	
6323	33	441	30	82	104	47	17	ST-828 complex
6324	8	17	5	505	10	3	1	ST-353 complex
6325	340	39	30	79	113	43	17	ST-828 complex
6326	2	59	4	48	131	25	57	
6327	2	52	41	48	127	99	23	ST-702 complex
6328	37	52	57	26	126	29	23	ST-692 complex
6329	64	4	68	100	134	301	16	
6330	33	39	60	82	104	56	17	ST-828 complex
6331	33	39	30	82	104	56	211	ST-828 complex
6332	33	39	217	82	104	56	17	ST-828 complex
6333	53	38	30	81	118	294	36	
6334	33	39	30	82	118	56	17	ST-828 complex
6335	33	39	30	82	104	57	17	ST-828 complex
6336	1	4	16	2	29	3	3	ST-61 complex
6337	1	4	3	3	6	3	17	ST-61 complex
6338	2	104	2	2	6	3	17	ST-61 complex
6339	2	24	5	3	2	1	5	ST-21 complex
6340	19	24	30	246	300	259	57	
6341	2	10	2	2	6	1	5	ST-48 complex
6342	57	28	4	28	332	3	35	
6343	8	28	29	28	648	99	35	
6344	22	28	4	28	332	3	35	
6345	2	52	4	48	23	1	23	ST-702 complex
6346	8	1	6	506	2	1	1	
6347	10	23	16	19	6	18	3	
6348	33	153	30	82	113	47	17	ST-828 complex
6349	33	153	30	140	113	43	17	ST-828 complex
6350	7	153	30	115	113	44	6	
6351	33	39	30	82	113	47	42	ST-828 complex
6352	33	153	30	2	113	136	17	
6353	33	39	30	82	113	67	17	ST-828 complex
6354	121	446	195	507	649	191	383	
6355	7	15	4	28	613	59	35	
6356	2	15	353	28	22	3	1	
6357	22	17	4	28	363	3	35	
6358	341	39	103	79	113	35	17	
6359	22	15	4	64	2	25	23	ST-1034 complex
6360	7	114	5	298	10	3	218	ST-353 complex
6361	2	52	4	131	10	25	57	
6362	37	4	4	105	380	99	23	
6363	48	7	10	4	172	7	1	ST-45 complex
6364	95	2	94	127	1	144	114	
6365	94	117	10	125	174	147	100	
6366	99	136	90	128	173	150	113	
6367	84	106	29	28	203	99	355	ST-1287 complex
6368	84	141	29	28	74	136	87	ST-1287 complex
6369	84	106	29	28	74	161	104	ST-1287 complex
6370	100	142	386	135	190	145	81	ST-1304 complex
6371	99	127	385	125	170	148	109	
6372	2	30	12	3	2	1	5	ST-21 complex
6373	8	17	2	3	11	59	6	ST-354 complex
6374	8	2	5	53	11	59	1	ST-607 complex
6375	2	1	1	2	140	3	5	ST-21 complex
6376	9	3	3	6	4	3	3	
6377	10	2	50	62	91	7	45	
6378	2	1	12	53	2	1	5	ST-21 complex
6379	342	447	387	509	650	517	382	
6380	33	39	155	79	506	47	17	
6381	73	17	2	2	11	12	6	ST-354 complex
6382	4	2	40	4	42	51	1	ST-283 complex
6383	109	22	20	100	134	54	16	
6384	258	174	154	193	241	375	331	
6385	258	174	207	193	241	101	131	
6386	64	95	20	100	514	301	60	
6387	64	22	85	100	134	270	16	
6388	64	105	20	77	92	103	77	
6389	64	33	72	18	122	103	16	
6390	64	133	20	100	134	160	16	
6391	4	17	2	15	2	3	12	ST-443 complex
6392	47	55	2	10	11	68	8	ST-446 complex
6393	2	1	5	3	11	1	5	ST-21 complex
6394	76	22	20	100	134	101	16	
6395	76	33	31	104	43	109	31	
6396	64	105	203	189	134	54	16	
6397	2	22	77	98	134	17	16	ST-952 complex
6398	64	22	121	100	134	103	16	
6399	18	22	68	104	122	106	16	ST-952 complex
6400	27	22	72	108	116	375	16	
6401	1	111	5	48	394	88	233	
6402	18	22	22	98	138	101	16	ST-952 complex
6403	64	22	20	100	134	101	16	
6404	112	22	77	100	134	17	16	
6405	216	33	78	100	124	86	251	
6406	216	150	105	109	146	390	306	
6407	18	70	77	97	116	86	47	
6408	18	22	77	98	122	17	16	ST-952 complex
6409	2	15	4	3	154	25	23	ST-1034 complex
6410	7	112	5	15	119	67	6	
6411	1	61	4	38	517	59	35	
6412	7	112	5	1	13	1	26	
6413	7	17	2	15	2	3	6	ST-353 complex
6414	84	141	29	28	651	136	35	ST-1287 complex
6415	64	105	20	100	94	103	16	
6416	2	112	4	3	154	51	35	
6417	7	1	4	64	74	25	23	ST-1034 complex
6418	62	28	5	2	2	1	5	ST-206 complex
6419	22	7	4	64	74	25	23	ST-1034 complex
6420	2	17	120	38	40	34	35	
6421	1	6	29	513	40	32	3	ST-179 complex
6422	1	31	29	176	40	32	385	
6423	18	33	20	514	1	86	16	
6424	343	6	29	512	40	32	3	ST-179 complex
6425	64	22	31	100	652	270	16	
6426	1	6	29	512	40	32	3	ST-179 complex
6427	64	95	20	100	514	101	60	
6428	344	70	22	98	123	86	16	
6429	112	22	77	515	134	17	16	
6430	258	174	207	193	241	375	131	
6431	64	449	22	111	138	17	16	
6432	18	268	229	18	159	61	16	
6433	216	33	78	100	124	86	256	
6434	64	70	22	98	122	86	16	ST-952 complex
6435	7	114	5	2	67	520	6	ST-353 complex
6436	2	1	12	3	2	1	386	ST-21 complex
6437	80	22	72	18	654	103	305	
6438	76	22	72	98	655	518	305	
6439	64	450	388	100	653	519	16	
6440	4	7	40	62	42	51	1	ST-283 complex
6441	1	4	5	2	6	3	6	ST-61 complex
6442	64	22	77	155	134	101	16	
6443	7	84	30	10	119	35	26	
6444	1	3	1	4	3	3	3	ST-22 complex
6445	64	33	30	108	146	35	61	
6446	1	2	1	4	98	58	34	
6447	18	89	77	98	122	94	16	ST-952 complex
6448	9	1	1	10	22	1	5	ST-21 complex
6449	64	33	22	111	122	17	16	
6450	64	22	77	230	205	101	150	
6451	277	105	20	143	134	54	16	
6452	64	96	22	100	134	7	16	
6453	76	70	78	104	2	109	31	
6454	64	22	212	98	134	301	16	
6455	9	2	2	10	562	59	5	
6456	64	33	22	98	10	17	1	
6457	9	2	2	2	89	5	6	ST-257 complex
6458	161	379	22	104	134	109	16	
6459	1	3	6	4	3	397	3	ST-22 complex
6460	64	33	22	98	94	17	16	
6461	2	17	5	2	10	59	6	ST-353 complex
6462	2	25	4	3	154	25	35	
6463	76	375	284	409	124	285	31	
6464	8	10	2	2	11	516	6	ST-354 complex
6465	33	39	30	79	163	47	292	
6466	14	2	2	2	11	12	6	ST-354 complex
6467	77	30	2	2	11	59	6	ST-460 complex
6468	2	4	12	93	11	3	6	ST-658 complex
6469	8	2	5	53	11	5	1	ST-607 complex
6470	8	30	2	2	2	3	6	ST-354 complex
6471	8	30	2	2	11	59	6	ST-354 complex
6472	24	30	2	2	2	59	6	ST-460 complex
6473	8	30	2	2	10	3	6	ST-353 complex
6474	24	30	2	53	11	55	6	ST-460 complex
6475	8	65	2	2	10	3	6	ST-353 complex
6476	7	17	5	2	11	3	26	ST-353 complex
6477	24	17	12	2	11	3	1	ST-464 complex
6478	7	17	5	2	22	3	26	ST-353 complex
6479	9	25	2	10	89	3	6	ST-52 complex
6480	9	25	2	10	74	3	6	ST-52 complex
6481	9	25	2	2	10	3	6	ST-52 complex
6482	2	1	1	10	2	3	5	ST-21 complex
6483	9	30	2	3	10	1	6	
6484	24	17	12	10	2	3	1	
6485	103	103	57	26	22	25	23	
6486	24	17	12	2	89	3	1	ST-464 complex
6487	2	25	12	3	89	1	5	ST-21 complex
6488	8	2	5	53	89	3	1	ST-607 complex
6489	24	2	2	2	89	3	1	ST-464 complex
6490	8	2	5	3	89	3	1	ST-607 complex
6491	24	30	2	2	3	3	6	ST-460 complex
6492	7	30	2	2	22	3	6	ST-353 complex
6493	7	2	6	10	465	37	1	
6494	2	114	5	2	2	3	6	ST-353 complex
6495	9	2	2	10	496	59	5	
6496	8	53	2	212	294	253	147	
6497	7	17	371	10	151	3	6	ST-353 complex
6498	8	23	163	494	89	1	6	
6499	7	4	5	495	11	3	6	ST-353 complex
6500	2	1	52	3	23	100	5	ST-21 complex
6501	8	438	4	471	141	407	57	
6502	8	367	291	17	127	24	35	
6503	8	367	291	494	127	24	35	
6504	7	17	2	15	22	3	6	ST-353 complex
6505	2	2	2	10	10	50	65	
6506	60	30	2	2	89	59	369	ST-460 complex
6507	9	2	2	10	624	59	5	
6508	22	455	4	64	129	25	23	ST-1034 complex
6509	14	364	80	64	129	25	35	
6510	33	39	30	82	104	525	17	ST-828 complex
6511	2	4	1	93	104	3	6	ST-658 complex
6512	24	2	2	10	23	3	12	ST-443 complex
6513	97	132	394	178	192	159	107	
6514	10	451	50	99	120	76	52	ST-677 complex
6515	64	7	212	111	122	103	16	
6516	2	15	4	48	131	25	57	
6517	18	457	395	104	4	526	31	
6518	216	165	311	100	124	86	390	
6519	64	235	72	519	116	233	6	
6520	337	39	30	79	483	47	17	
6521	8	455	291	494	127	24	19	
6522	24	17	389	10	23	3	12	ST-443 complex
6523	1	33	20	18	116	10	47	
6524	2	4	391	4	2	1	5	ST-21 complex
6525	10	81	50	99	120	521	52	ST-677 complex
6526	4	7	392	4	1	7	1	ST-45 complex
6527	18	451	229	18	656	114	16	
6528	2	451	391	3	2	1	5	ST-21 complex
6529	10	452	50	99	120	76	52	ST-677 complex
6530	104	7	10	4	657	7	1	ST-45 complex
6531	2	1	1	3	2	1	387	ST-21 complex
6532	346	2	3	4	5	9	3	ST-42 complex
6533	2	453	391	3	2	1	5	ST-21 complex
6534	2	454	1	3	2	1	5	ST-21 complex
6535	37	52	57	26	658	29	23	ST-692 complex
6536	10	453	50	99	120	76	52	ST-677 complex
6537	2	52	29	470	127	99	23	ST-702 complex
6538	33	39	103	79	104	43	17	ST-828 complex
6539	33	262	30	115	104	43	17	ST-828 complex
6540	33	39	30	517	104	43	17	ST-828 complex
6541	86	177	88	415	659	522	76	
6542	89	273	86	276	660	129	95	
6543	33	38	30	82	104	43	388	ST-828 complex
6544	137	86	393	198	325	279	95	
6545	137	177	88	269	662	524	156	
6546	86	177	87	518	471	523	76	
6547	121	213	190	218	299	241	389	
6548	346	1	21	3	2	1	5	ST-21 complex
6549	130	86	174	198	594	126	76	
6550	99	127	91	508	184	148	109	
6551	97	458	396	141	663	527	107	
6552	98	122	98	125	664	150	113	
6553	84	459	29	28	74	528	90	ST-1287 complex
6554	84	460	397	144	74	529	87	
6555	27	31	29	28	360	161	87	
6556	1	6	95	5	39	7	51	
6557	76	22	165	98	146	254	16	
6558	2	7	10	4	189	7	1	ST-45 complex
6559	87	124	30	82	113	7	74	
6560	7	2	5	2	10	67	6	ST-353 complex
6561	288	388	29	28	74	450	35	
6562	288	388	29	28	98	450	35	
6563	2	1	4	28	126	25	58	ST-1332 complex
6564	288	388	29	28	665	450	35	
6565	160	84	5	10	11	1	5	
6566	1	2	8	4	5	9	3	ST-42 complex
6567	24	30	2	2	13	59	6	ST-460 complex
6568	24	17	2	2	11	59	6	ST-460 complex
6569	4	7	10	4	11	51	1	ST-45 complex
6570	1	30	2	2	89	3	6	ST-460 complex
6571	18	89	398	109	122	86	16	ST-952 complex
6572	1	7	59	2	10	5	7	
6573	18	70	22	109	670	94	171	
6574	32	38	30	82	152	35	36	
6575	33	38	30	82	104	394	17	ST-828 complex
6576	33	38	30	82	104	394	36	ST-828 complex
6577	33	38	30	82	242	117	17	ST-828 complex
6578	33	39	30	78	104	47	132	ST-828 complex
6579	33	39	30	81	113	43	17	ST-828 complex
6580	33	39	44	82	118	43	17	ST-828 complex
6581	33	39	402	82	104	47	17	ST-828 complex
6582	33	39	402	82	113	43	17	ST-828 complex
6583	33	153	30	79	104	35	36	
6584	33	262	30	78	104	43	17	ST-828 complex
6585	33	262	30	82	104	43	17	ST-828 complex
6586	53	466	30	82	113	43	17	ST-828 complex
6587	53	39	30	81	118	35	36	
6588	64	22	203	516	134	103	60	
6589	64	89	20	100	134	101	16	
6590	64	95	77	98	134	94	16	
6591	64	105	20	77	94	103	16	
6592	64	467	71	100	134	101	16	
6593	86	86	88	518	164	277	76	
6594	104	7	10	4	656	7	1	ST-45 complex
6595	159	39	30	82	104	35	17	ST-828 complex
6596	159	39	30	82	113	47	17	ST-828 complex
6597	204	456	403	308	661	316	230	
6598	124	39	30	82	188	47	74	
6599	7	71	5	62	11	178	6	ST-581 complex
6600	7	71	5	2	11	67	6	ST-353 complex
6601	2	4	1	511	19	1	5	ST-48 complex
6602	7	17	2	15	23	3	1	ST-443 complex
6603	9	2	4	510	4	5	12	ST-257 complex
6604	9	2	2	2	568	5	6	ST-257 complex
6605	4	7	10	4	42	267	1	ST-45 complex
6606	166	2	1	10	127	3	1	
6607	9	22	173	146	11	3	6	
6608	2	1	12	3	676	1	5	ST-21 complex
6609	18	33	22	104	116	86	16	
6610	64	22	203	516	134	103	16	
6611	204	177	88	269	327	129	399	
6612	86	86	88	518	675	130	76	
6613	33	297	253	338	424	394	250	
6614	64	84	388	100	134	519	16	
6615	4	7	41	4	42	537	1	ST-45 complex
6616	47	4	2	2	6	3	5	ST-61 complex
6617	2	7	10	4	42	25	1	ST-283 complex
6618	10	119	50	126	171	126	112	
6619	22	2	4	28	363	3	35	
6620	9	114	5	10	13	3	3	
6621	73	1	12	3	2	1	5	ST-21 complex
6622	64	22	5	100	134	94	16	
6623	64	22	77	98	134	198	16	ST-952 complex
6624	48	7	10	4	1	538	1	ST-45 complex
6625	22	15	4	64	74	25	5	ST-1034 complex
6626	18	22	208	18	345	86	47	
6627	2	365	2	3	2	1	5	ST-21 complex
6628	1	94	6	4	672	3	3	ST-22 complex
6629	1	6	404	176	40	180	3	ST-179 complex
6630	1	1	3	27	2	9	3	ST-42 complex
6631	1	3	6	4	673	3	3	ST-22 complex
6632	1	1	2	3	2	3	6	
6633	1	2	3	3	140	9	3	ST-42 complex
6634	1	258	2	83	2	3	6	
6635	2	21	5	530	59	1	5	ST-206 complex
6636	2	4	402	2	7	1	5	ST-48 complex
6637	2	4	2	1	19	3	6	ST-658 complex
6638	2	472	1	2	22	3	5	ST-48 complex
6639	2	4	1	24	7	1	5	ST-48 complex
6640	2	4	95	68	11	59	5	
6641	2	4	1	4	19	62	398	ST-658 complex
6642	2	469	5	2	59	1	5	ST-206 complex
6643	2	29	4	531	13	24	57	
6644	2	59	4	48	131	24	398	
6645	3	1	5	84	1	11	6	ST-49 complex
6646	3	1	2	84	11	11	6	ST-49 complex
6647	3	470	5	84	11	11	6	ST-49 complex
6648	4	7	8	4	1	7	1	ST-45 complex
6649	7	4	5	68	11	3	257	
6650	7	2	6	10	86	37	1	
6651	7	17	5	2	3	3	6	ST-353 complex
6652	7	17	5	2	22	3	6	ST-353 complex
6653	7	311	5	2	11	67	26	
6654	7	71	5	321	445	67	6	
6655	7	4	5	2	11	3	26	ST-353 complex
6656	7	473	5	2	11	1	5	
6657	7	112	5	2	10	3	6	ST-353 complex
6658	7	112	1	2	11	67	6	
6659	7	84	5	10	119	178	216	
6660	7	2	6	10	129	37	1	
6661	7	17	5	2	11	67	6	ST-353 complex
6662	8	468	2	2	11	12	6	ST-354 complex
6663	8	17	5	2	11	11	6	ST-353 complex
6664	8	2	2	212	167	253	147	
6665	8	415	2	2	11	12	6	ST-354 complex
6666	8	10	2	2	11	536	6	ST-354 complex
6667	9	2	2	533	11	5	6	ST-257 complex
6668	9	17	5	2	10	3	1	ST-353 complex
6669	9	112	5	2	11	67	6	
6670	9	2	2	10	671	3	1	ST-52 complex
6671	9	2	2	2	674	5	6	ST-257 complex
6672	9	474	5	535	10	3	1	
6673	9	1	4	62	4	5	17	ST-257 complex
6674	10	25	16	19	10	5	7	ST-403 complex
6675	10	33	22	532	43	82	31	ST-1275 complex
6676	24	30	95	2	89	59	6	ST-460 complex
6677	35	2	9	534	8	46	21	ST-682 complex
6678	91	2	42	4	67	9	8	
6679	103	110	30	140	188	59	120	ST-1150 complex
6680	350	7	10	4	1	7	1	ST-45 complex
6681	7	114	1	2	13	3	6	ST-353 complex
6682	7	4	1	2	2	1	5	ST-48 complex
6683	37	348	292	2	13	253	23	
6684	2	4	12	3	127	1	5	ST-21 complex
6685	337	39	30	93	113	47	17	
6686	33	284	30	79	112	47	17	
6687	33	39	30	140	104	47	17	ST-828 complex
6688	33	38	402	78	104	43	17	ST-828 complex
6689	33	39	30	82	113	44	79	ST-828 complex
6690	33	39	30	82	104	438	17	ST-828 complex
6691	33	39	30	82	678	35	17	ST-828 complex
6692	129	39	134	82	104	35	17	ST-828 complex
6693	103	110	103	350	188	368	400	ST-1150 complex
6694	170	39	30	82	679	43	17	ST-828 complex
6695	160	84	5	10	13	1	5	
6696	24	2	2	72	127	405	6	
6697	103	110	30	140	188	164	39	ST-1150 complex
6698	145	337	378	219	630	477	185	
6699	250	22	395	18	134	531	60	
6700	8	2	5	525	11	3	1	ST-607 complex
6701	9	17	5	10	10	3	3	ST-353 complex
6702	8	17	2	2	86	3	1	ST-464 complex
6703	33	39	65	79	504	85	41	
6704	24	17	2	2	2	3	1	ST-464 complex
6705	33	195	30	82	104	43	17	ST-828 complex
6706	87	39	30	391	104	47	17	ST-828 complex
6707	7	471	5	2	10	3	6	ST-353 complex
6708	2	28	4	28	363	3	5	
6709	2	1	12	3	2	90	5	ST-21 complex
6710	160	84	5	10	11	59	5	
6711	188	313	5	2	89	59	6	ST-460 complex
6712	6	4	5	2	2	539	5	
6713	7	475	5	2	10	3	6	ST-353 complex
6714	37	29	4	28	470	80	23	
6715	337	39	5	79	13	3	3	
6716	33	39	52	79	11	3	6	
6717	8	2	79	536	153	253	147	
6718	37	476	292	28	10	3	23	
6719	8	52	4	64	127	540	6	
6720	7	53	5	15	11	3	3	ST-574 complex
6721	60	30	389	2	89	59	5	ST-460 complex
6722	4	7	10	4	42	51	6	ST-45 complex
6723	7	53	52	10	11	3	3	ST-574 complex
6724	3	1	5	17	680	11	6	ST-49 complex
6725	181	17	27	10	89	3	6	
6726	55	2	1	10	22	3	6	ST-52 complex
6727	7	21	2	71	11	37	3	ST-574 complex
6728	24	2	5	2	10	3	6	ST-353 complex
6729	8	2	2	2	10	3	1	ST-464 complex
6730	166	17	27	10	11	3	6	
6731	7	53	2	15	11	3	6	ST-574 complex
6732	24	2	5	72	22	3	210	
6733	7	30	1	2	22	3	6	ST-353 complex
6734	1	17	1	10	11	3	6	
6735	9	17	2	10	10	59	5	
6736	73	2	45	10	10	59	5	
6737	24	2	5	72	11	3	210	ST-607 complex
6738	7	25	1	10	11	3	401	ST-574 complex
6739	351	2	5	2	10	3	6	ST-353 complex
6740	7	17	1	10	11	3	6	ST-353 complex
6741	7	2	5	2	10	3	402	ST-353 complex
6742	9	17	27	53	11	541	6	
6743	24	2	5	537	22	3	210	
6744	9	17	10	53	11	3	6	
6745	4	7	5	4	42	51	1	ST-283 complex
6746	8	2	2	212	309	3	147	
