ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
7123	666	66	22	49	5	5	19	
7124	76	967	610	37	30	1	25	
7125	120	54	46	767	239	40	38	
7126	6	968	4	8	8	8	2	
7127	667	11	4	8	8	8	2	
7128	87	292	608	768	27	1	2	
7129	64	910	1	1	8	8	6	
7130	6	969	32	26	9	8	2	
7131	10	11	125	8	77	8	306	
7132	10	11	4	1	179	18	2	
7133	668	8	32	159	9	23	7	
7134	669	11	4	1	8	8	2	
7135	80	29	15	18	9	8	2	
7136	136	27	5	769	8	18	2	
7137	10	970	4	8	607	2	2	
7138	6	23	155	30	1	1	17	
7139	10	11	4	724	8	8	2	
7140	10	7	5	8	12	540	2	
7141	64	971	1	1	8	8	6	
7142	34	36	249	25	608	541	4	
7143	670	7	4	8	12	8	2	
7144	101	4	97	770	70	158	2	
7145	10	7	611	8	12	8	2	
7146	13	21	13	771	17	14	15	ST28 Cplx
7147	10	7	4	8	12	8	512	
7148	6	972	4	8	8	8	2	
7149	10	973	4	8	8	8	2	
7150	6	7	5	1	8	18	513	ST206 Cplx
7151	92	4	87	96	609	58	2	ST648 Cplx
7152	6	11	4	8	610	8	2	
7153	6	23	109	8	8	8	2	
7154	8	974	4	8	8	8	2	
7155	10	7	4	8	12	8	284	
7156	20	67	56	64	5	50	514	
7157	671	11	4	8	8	8	2	
7158	10	11	4	8	11	2	2	
7159	6	207	4	16	24	8	121	
7160	120	54	46	767	611	40	38	
7161	10	975	5	10	12	8	2	ST165 Cplx
7162	6	976	33	16	11	8	6	
7163	10	7	612	8	71	8	2	
7164	112	11	5	12	612	8	86	
7165	10	27	5	772	12	1	2	
7166	672	11	4	10	7	84	6	ST168 Cplx
7167	1	251	613	773	613	5	4	
7168	623	11	4	12	614	45	2	ST10 Cplx
7169	87	4	6	10	1	187	42	
7170	6	11	304	8	8	8	133	
7171	10	11	4	12	615	45	299	
7172	6	7	4	8	8	8	515	
7173	10	27	5	774	12	8	2	
7174	673	11	4	8	8	8	2	
7175	6	11	4	10	7	8	498	
7176	57	11	62	109	7	8	2	
7177	10	174	4	8	8	504	2	
7178	10	7	4	775	12	8	2	
7179	101	88	97	108	7	79	2	
7180	674	196	4	8	7	8	6	
7181	675	11	4	8	8	8	2	
7182	9	977	33	131	24	8	7	ST86 Cplx
7183	10	7	4	8	12	8	516	
7184	676	7	5	1	8	18	2	ST206 Cplx
7185	62	363	398	776	576	542	91	
7186	8	978	4	8	8	512	6	
7187	6	11	4	8	616	8	2	
7188	64	4	188	1	24	8	6	
7189	6	7	4	8	8	8	6	
7190	677	7	4	1	8	18	2	
7191	6	11	4	8	8	8	174	
7192	10	11	4	8	8	543	2	
7193	24	11	4	8	8	8	517	
7194	6	979	5	8	8	1	518	
7195	20	980	56	106	7	50	46	
7196	10	7	4	8	617	8	2	
7197	489	23	3	16	9	8	6	
7198	6	4	4	9	20	8	6	
7199	6	7	5	1	618	8	2	
7200	10	11	4	307	81	8	2	
7201	251	981	97	29	7	544	62	
7202	64	196	188	83	24	1	6	
7203	136	11	614	1	8	8	2	
7204	10	11	125	777	12	18	2	
7205	10	11	4	8	619	8	2	
7206	10	982	4	8	8	8	2	
7207	427	7	188	1	8	18	6	
7208	6	4	12	778	9	2	7	
7209	6	827	57	1	620	8	2	
7210	80	4	3	16	7	8	6	
7211	678	4	3	17	7	7	6	ST20 Cplx
7212	6	19	15	779	11	8	6	
7213	10	983	4	8	8	8	2	
7214	53	984	47	13	36	28	29	ST131 Cplx
7215	6	4	4	780	22	8	7	
7216	6	4	3	781	7	7	6	ST20 Cplx
7217	679	4	12	16	9	7	7	
7219	53	40	47	782	36	28	29	ST131 Cplx
7220	1	46	123	1	20	545	7	
7221	53	986	47	13	36	28	29	ST131 Cplx
7222	6	7	5	1	12	1	2	
7223	10	987	4	783	12	8	7	
7224	13	39	9	13	30	37	26	
7225	99	6	33	33	24	8	519	ST86 Cplx
7226	6	988	14	16	24	8	14	
7227	36	989	9	13	17	11	25	ST73 Cplx
7228	4	26	615	25	5	5	19	ST38 Cplx
7229	680	4	12	16	9	7	12	ST29 Cplx
7230	6	4	1	95	621	8	20	ST399 Cplx
7231	6	4	14	16	370	5	14	ST155 Cplx
7232	6	990	83	28	1	1	2	ST350 Cplx
7233	286	192	596	54	622	162	64	
7234	37	991	19	37	17	8	26	ST95 Cplx
7235	37	38	616	37	17	11	26	ST95 Cplx
7236	51	649	45	530	34	42	37	
7237	6	992	3	17	7	7	6	ST20 Cplx
7238	36	24	617	13	17	11	25	ST73 Cplx
7239	12	12	8	12	623	2	2	ST11 Cplx
7240	6	61	6	11	13	3	520	ST245 Cplx
7241	16	4	12	16	9	546	7	ST29 Cplx
7242	62	993	17	31	5	5	4	
7243	16	4	12	784	9	7	7	
7244	6	994	26	785	1	2	2	
7245	100	995	68	45	1	35	7	
7246	54	243	250	218	5	16	11	
7247	1	4	1	5	1	388	51	
7248	165	10	506	1	1	1	1	ST243 Cplx
7249	6	6	3	18	9	547	6	
7250	100	23	68	45	1	548	7	
7251	6	61	6	11	13	3	521	ST245 Cplx
7252	12	12	8	12	624	2	2	ST11 Cplx
7253	10	11	4	8	8	549	2	
7254	76	15	41	15	30	550	522	
7255	127	228	26	12	159	153	2	
7256	6	6	15	16	42	551	7	
7257	13	21	13	22	18	14	523	ST28 Cplx
7258	58	53	618	58	24	1	42	
7259	290	996	55	324	35	40	223	
7260	6	997	5	9	9	8	2	
7261	6	4	4	18	24	109	14	ST155 Cplx
7262	564	4	3	17	7	7	6	ST20 Cplx
7263	6	998	32	159	9	23	381	
7264	681	999	619	141	625	2	174	
7265	13	21	13	362	17	14	15	ST28 Cplx
7266	6	413	5	1	8	8	6	
7267	10	11	135	786	8	8	2	
7268	13	43	9	13	23	11	2	
7269	13	24	13	13	18	1	25	
7270	238	39	19	37	626	552	9	
7271	682	4	12	16	9	7	7	
7272	238	1000	19	37	16	14	9	
7273	13	38	19	13	23	28	122	
7274	367	7	5	8	7	8	2	
7275	18	106	17	6	5	8	4	
7276	10	11	4	8	8	553	2	
7277	6	105	4	16	24	8	7	
7278	6	11	304	10	7	7	6	
7279	76	43	9	787	17	14	10	
7280	6	6	5	16	11	8	524	
7281	6	7	620	1	8	18	2	ST206 Cplx
7282	19	23	18	24	21	554	16	ST32 Cplx
7283	4	1001	2	25	5	5	19	ST38 Cplx
7284	683	26	39	25	5	31	19	ST38 Cplx
7285	6	4	14	788	20	62	7	
7286	684	7	4	8	8	8	2	
7287	10	11	4	8	8	555	2	
7288	9	1002	33	131	24	8	7	ST86 Cplx
7289	6	23	32	789	627	8	7	
7290	10	11	4	790	8	8	2	
7291	10	23	4	1	8	8	6	
7292	618	4	4	16	24	8	14	ST155 Cplx
7293	10	7	4	8	12	116	525	
7294	10	1003	4	8	8	8	7	
7295	76	1004	19	37	30	1	25	
7296	4	26	621	25	5	5	19	ST38 Cplx
7297	83	260	155	45	1	1	2	
7298	503	4	12	791	20	13	7	
7299	10	11	622	8	8	8	2	
7300	6	95	623	1	9	8	6	
7301	10	11	4	8	8	8	323	
7302	64	4	96	792	24	8	6	
7303	6	23	15	88	9	8	7	ST205 Cplx
7304	10	11	4	463	8	13	73	ST10 Cplx
7305	10	11	4	8	8	556	2	
7306	6	1005	5	16	11	8	7	
7307	83	608	155	793	1	1	17	
7308	10	1006	4	8	8	8	2	
7309	6	5	4	8	628	8	2	
7310	6	4	12	1	20	12	526	ST23 Cplx
7311	6	4	12	16	629	7	7	
7312	6	4	3	794	11	8	6	
7313	64	7	1	1	614	8	6	
7314	6	11	4	249	8	8	2	
7315	136	11	4	1	9	18	7	
7316	48	46	43	45	11	557	35	
7317	10	11	5	12	8	18	2	
7318	685	11	4	8	8	8	2	
7319	10	11	4	8	630	8	2	
7320	129	354	624	13	30	14	13	
7321	10	11	4	8	8	8	527	
7322	6	1007	14	16	24	8	14	
7323	10	11	4	795	8	8	405	
7324	6	95	3	18	9	558	6	
7325	54	22	4	342	40	16	4	
7326	6	133	12	1	9	5	7	
7327	686	11	4	8	8	8	133	
7328	35	132	2	796	37	5	4	
7329	6	4	14	16	358	8	14	
7330	687	103	19	36	23	44	26	
7331	10	11	4	8	631	8	2	
7332	6	1008	362	52	632	50	528	
7333	688	4	12	1	20	13	7	ST23 Cplx
7334	689	11	4	8	8	13	73	ST10 Cplx
7335	6	4	4	797	43	8	6	
7336	6	4	7	45	11	239	7	
7337	10	11	4	8	633	8	2	
7338	136	1009	5	1	8	18	2	
7339	27	32	24	29	26	9	22	ST59 Cplx
7340	13	40	19	13	23	559	109	
7341	238	52	10	13	17	25	17	
7342	20	45	41	798	5	32	2	
7343	8	7	625	8	8	8	6	
7344	76	43	19	14	18	68	529	
7345	51	48	328	374	34	42	37	
7346	690	43	9	37	17	37	25	
7347	484	48	467	266	34	42	37	
7348	51	649	220	47	235	42	37	
7349	691	48	220	799	235	42	37	
7350	51	48	220	266	235	42	37	
7351	488	1010	470	800	448	414	530	
7352	10	11	4	12	8	45	67	ST10 Cplx
7353	6	11	4	10	7	560	6	ST168 Cplx
7354	6	1011	4	801	634	8	6	
7355	6	1011	4	802	634	8	6	
7356	6	1011	4	802	635	8	6	
7357	6	1011	4	802	634	241	6	
7358	692	37	29	25	4	5	73	ST405 Cplx
7359	6	402	14	16	358	2	14	
7360	6	11	626	803	7	8	6	
7361	6	4	12	18	24	8	6	
7363	68	80	627	45	7	54	7	
7364	694	4	1	5	1	1	5	
7365	695	111	85	483	109	149	75	
7366	112	11	5	12	8	7	86	
7367	6	685	4	8	8	8	2	
7368	10	11	4	8	8	8	81	
7369	10	11	4	805	8	8	2	
7370	6	11	4	8	637	8	2	
7371	1	988	1	5	1	1	51	
7373	11	63	7	552	14	7	7	ST152 Cplx
7374	67	77	629	69	5	1	59	
7375	1	4	1	735	1	1	1	
7377	207	389	260	254	301	554	2	
7378	1	4	1	806	1	1	5	
7379	1	4	1	5	1	562	51	
7381	1	4	1	807	1	1	5	
7382	501	23	630	808	329	309	2	
7383	696	4	1	5	1	1	5	
7384	6	61	6	11	13	563	50	ST245 Cplx
7385	1	10	1	1	1	1	532	
7386	6	11	4	8	80	8	2	
7387	6	27	159	10	112	1	2	
7388	13	14	19	36	638	11	10	
7389	13	14	631	36	23	11	10	
7390	697	14	19	36	23	11	10	
7391	13	40	93	13	23	28	122	
7392	53	40	632	13	36	28	29	
7393	53	1015	47	13	36	28	29	ST131 Cplx
7394	6	23	3	18	9	7	7	
7395	35	37	29	25	4	564	73	ST405 Cplx
7396	53	40	633	13	36	28	29	
7397	358	1016	15	16	9	8	7	
7398	16	4	634	16	9	7	7	ST29 Cplx
7399	53	40	635	13	36	28	29	
7400	6	4	33	16	11	7	14	
7401	21	35	27	6	5	565	4	
7402	10	374	5	10	8	8	2	
7403	698	1017	380	320	268	17	286	
7413	19	23	636	24	21	2	16	ST32 Cplx
7414	163	1018	85	189	280	275	75	
7415	163	393	637	809	68	246	75	
7416	51	48	220	47	34	277	37	
7417	16	4	12	16	639	7	7	
7418	6	4	127	810	24	8	6	
7419	11	1019	7	1	14	7	7	ST152 Cplx
7420	6	4	33	132	20	8	7	
7421	76	24	13	811	23	76	79	
7422	36	1020	9	13	17	11	25	ST73 Cplx
7423	12	1021	8	12	15	2	2	ST11 Cplx
7424	10	553	4	1	8	8	2	
7425	290	54	4	324	35	40	223	
7426	21	35	27	748	5	5	4	
7427	6	2	519	627	180	16	433	
7428	9	19	15	18	9	8	6	
7429	92	4	638	96	70	58	2	ST648 Cplx
7430	92	4	87	812	70	58	2	ST648 Cplx
7431	12	12	639	12	15	2	2	ST11 Cplx
7432	699	4	3	17	7	7	6	ST20 Cplx
7434	100	23	7	45	7	23	7	
7435	6	29	5	16	9	8	6	
7436	127	232	4	12	640	162	17	
7437	100	1022	7	45	7	3	7	
7438	6	7	4	9	7	7	7	
7439	100	23	7	45	641	566	7	
7440	6	4	7	11	7	339	533	
7441	100	23	69	813	433	18	7	
7442	10	1023	4	8	8	8	534	
7443	10	883	4	814	92	8	2	
7444	29	12	8	12	15	567	2	ST11 Cplx
7445	10	11	4	815	8	8	2	
7446	10	11	4	12	642	45	2	ST10 Cplx
7447	6	11	4	8	8	71	2	
7448	6	4	5	16	7	7	7	
7449	136	11	4	1	11	18	2	
7450	10	11	125	8	77	8	2	
7451	6	4	4	16	24	8	535	
7452	504	734	7	58	24	1	17	
7453	30	11	5	8	7	568	2	
7454	6	7	5	1	8	18	17	ST206 Cplx
7455	6	1024	4	8	12	8	2	
7457	8	11	4	8	8	7	537	
7458	136	11	5	12	7	570	2	
7459	6	209	640	58	644	2	2	
7460	6	4	14	817	24	8	14	
7461	112	11	5	818	8	8	538	
7462	6	4	12	18	24	571	6	
7463	112	11	5	12	8	8	399	
7464	6	11	4	8	469	8	2	
7465	10	7	4	8	12	572	2	
7467	6	4	12	820	20	18	7	
7468	99	6	33	33	24	140	7	ST86 Cplx
7469	6	4	44	9	11	35	7	
7470	6	960	83	28	1	1	2	ST350 Cplx
7471	701	1026	184	821	645	573	539	
7472	6	1027	33	1	7	8	2	
7473	10	7	4	8	391	8	2	
7474	6	4	5	16	388	13	6	
7475	6	11	4	8	8	504	2	
7476	288	11	1	399	7	569	2	
7477	43	1028	15	18	11	7	6	ST101 Cplx
7478	4	26	2	25	5	5	536	ST38 Cplx
7479	4	1025	2	25	5	5	19	ST38 Cplx
7480	700	30	32	16	643	8	7	
7481	6	4	3	822	7	204	6	ST20 Cplx
7482	20	45	41	823	5	32	2	
7483	6	23	32	16	9	8	141	
7484	502	4	159	44	112	1	17	
7485	6	4	3	824	7	7	6	ST20 Cplx
7486	702	239	26	446	169	163	2	
7487	34	36	641	87	67	16	4	ST349 Cplx
7488	6	4	12	1	20	13	540	ST23 Cplx
7489	6	4	12	825	9	2	7	
7490	703	11	4	8	8	8	2	
7491	99	6	33	33	24	574	7	ST86 Cplx
7492	6	1029	3	17	7	7	6	ST20 Cplx
7494	704	48	45	266	34	42	37	
7495	705	649	328	287	34	278	37	
7500	710	48	45	828	235	42	37	
7502	113	4	5	83	564	8	6	
7504	714	23	4	85	7	61	6	
7505	43	6	5	16	11	8	7	ST448 Cplx
7506	6	4	33	830	11	8	6	
7507	10	27	4	10	8	8	2	
7508	6	4	3	16	7	8	2	
7509	20	45	41	831	5	576	2	
7510	10	11	4	158	8	8	2	
7511	6	4	1	1	8	1	2	
7512	8	1032	1	8	8	8	2	
7513	10	11	584	1	8	8	2	
7514	53	40	47	13	36	28	544	
7515	715	37	29	25	4	5	73	ST405 Cplx
7516	21	35	27	832	220	5	4	
7517	21	35	27	833	5	5	4	
7518	6	6	644	26	11	8	2	
7519	53	40	47	13	648	28	29	ST131 Cplx
7520	36	24	9	13	649	11	25	ST73 Cplx
7521	10	1033	4	8	8	8	2	
7522	427	11	5	83	20	8	201	
7523	13	13	9	834	16	10	9	ST12 Cplx
7524	716	6	5	10	9	8	6	
7525	92	4	87	96	650	58	2	ST648 Cplx
7526	13	13	9	13	651	10	9	ST12 Cplx
7527	717	40	47	13	36	28	29	
7528	100	3	157	342	37	5	4	
7529	718	4	4	16	24	8	14	ST155 Cplx
7530	51	1034	45	287	235	42	37	
7532	163	111	134	836	68	66	225	
7534	10	11	135	8	652	8	2	
7535	83	136	530	12	15	2	17	
7536	83	1035	512	837	24	2	17	
7537	172	1036	182	204	153	2	134	
7538	625	7	645	1	8	8	6	
7539	719	4	12	1	20	13	7	ST23 Cplx
7540	12	12	8	12	15	2	546	ST11 Cplx
7541	720	12	8	12	15	2	2	ST11 Cplx
7542	6	4	4	838	22	8	7	
7543	6	4	22	18	9	577	7	
7544	721	40	47	13	36	28	29	
7545	6	4	489	17	7	7	6	ST20 Cplx
7547	356	531	387	839	56	322	63	
7548	52	908	440	53	653	40	43	
7551	6	1039	4	88	7	7	7	
7552	6	23	5	1	9	8	6	
7554	10	11	4	841	8	8	2	
7555	10	11	646	8	8	8	2	
7556	10	11	647	8	8	8	2	
7557	10	11	4	842	8	8	2	
7558	10	11	4	843	8	8	2	
7559	10	11	4	579	8	578	2	
7560	722	11	4	8	8	8	2	
7561	10	11	648	8	8	8	2	
7562	10	1040	4	8	8	8	2	
7563	723	11	4	8	8	8	2	
7564	10	11	4	8	8	579	2	
7565	10	11	4	8	8	580	2	
7566	10	11	4	8	8	581	2	
7567	10	11	4	844	8	8	2	
7568	10	1041	4	8	8	8	2	
7569	10	11	649	8	8	8	2	
7570	10	11	4	12	8	582	2	ST10 Cplx
7571	6	1042	5	1	8	18	2	ST206 Cplx
7572	20	45	41	43	5	32	547	
7573	6	1043	14	1	20	62	7	
7576	12	58	54	344	1	583	47	
7580	127	11	260	141	112	185	17	
7581	203	1044	27	232	152	16	19	
7582	10	27	5	10	654	8	49	ST165 Cplx
7583	726	12	8	12	15	2	2	ST11 Cplx
7584	6	4	12	1	20	13	6	
7585	6	7	4	1	8	45	6	
7586	43	41	4	18	8	7	2	
7588	8	7	4	8	8	512	6	
7589	727	11	1	8	7	18	6	
7590	728	65	32	1	11	8	6	
7591	96	40	268	100	656	28	122	
7592	6	19	15	16	657	8	7	
7593	6	29	3	18	11	26	14	
7594	729	6	15	16	42	46	7	
7595	9	6	33	845	24	8	7	ST86 Cplx
7596	4	2	2	846	4	4	4	
7597	12	12	650	10	11	8	47	
7598	6	4	3	847	7	7	6	ST20 Cplx
7599	16	4	12	848	9	7	7	
7600	12	1045	8	12	15	2	2	ST11 Cplx
7601	6	8	4	159	43	23	6	
7602	83	608	155	140	1	2	2	
7605	730	313	253	849	582	584	549	
7606	20	1046	41	43	5	50	46	
7607	120	54	46	850	35	40	38	
7608	6	31	651	28	1	1	2	ST350 Cplx
7609	10	11	4	851	8	8	2	
7610	10	11	4	852	8	8	2	
7611	10	11	4	8	659	8	2	
7612	10	7	4	8	8	8	6	
7613	731	4	14	16	24	8	14	ST155 Cplx
7614	6	4	12	1	253	12	7	
7615	732	11	4	8	8	8	2	
7616	6	19	4	18	434	8	7	
7617	733	4	12	16	9	7	7	
7618	83	331	42	44	1	2	550	
7619	63	29	3	853	24	23	7	
7620	10	4	4	1	12	8	6	
7621	431	1047	55	854	136	40	551	
7622	11	63	7	1	14	585	7	ST152 Cplx
7624	6	29	14	18	11	26	7	
7625	6	4	33	1	9	8	6	
7626	112	7	5	1	8	18	2	
7627	13	39	9	13	17	44	96	
7628	13	13	9	13	16	13	9	ST12 Cplx
7629	6	4	4	16	660	18	6	
7630	734	1048	456	287	235	42	37	
7631	6	19	15	246	11	8	6	
7632	10	1049	4	8	8	8	2	
7633	11	63	652	1	14	7	7	ST152 Cplx
7634	735	35	61	683	5	5	4	
7635	20	45	41	43	661	32	2	
7638	20	1050	41	43	5	50	46	
7639	6	6	14	21	9	7	144	
7640	63	1051	653	1	24	23	7	
7641	76	43	9	36	17	14	552	
7644	80	29	33	16	167	8	141	
7645	12	1052	8	12	15	2	2	ST11 Cplx
7646	197	1053	55	214	35	40	145	
7647	6	206	172	855	140	17	87	
7648	736	4	4	856	662	7	7	
7650	6	1054	4	8	8	8	2	
7651	225	385	307	248	1	2	2	
7652	10	11	4	8	11	8	2	
7653	737	12	8	12	15	2	2	ST11 Cplx
7654	12	12	8	12	15	587	2	ST11 Cplx
7655	6	95	33	57	9	8	14	
7656	16	1055	12	16	9	7	7	ST29 Cplx
7657	6	95	654	18	9	8	14	
7658	6	4	460	16	9	7	7	
7659	6	4	655	16	9	7	7	
7668	738	6	5	857	9	8	2	
7669	6	23	326	12	282	178	247	
7670	146	942	300	155	118	16	107	
7671	6	748	7	1	8	8	554	
7672	476	48	656	374	34	229	555	
7673	739	4	12	16	9	7	7	
7674	740	4	3	16	9	8	7	
7675	6	168	657	1	8	18	2	ST206 Cplx
7676	10	11	135	8	614	8	2	
7681	122	5	4	8	8	8	2	
7682	16	4	12	476	9	7	7	
7683	6	1058	4	107	8	8	2	
7684	6	11	4	8	8	8	557	
7687	743	1059	225	858	1	1	2	
7696	744	11	4	8	8	8	2	
7698	13	1060	84	13	17	64	34	
7699	745	24	9	13	17	11	25	ST73 Cplx
7700	6	1061	12	16	9	7	12	ST29 Cplx
7701	12	58	658	344	1	2	47	
7702	6	1062	3	17	7	7	6	ST20 Cplx
7703	15	24	10	859	17	37	36	ST122 Cplx
7704	9	65	659	1	24	8	156	
7705	80	276	53	140	201	1	2	
7706	746	21	660	14	17	11	318	
7708	6	11	4	10	526	8	6	
7712	19	23	18	860	21	2	16	ST32 Cplx
7713	6	4	12	16	663	7	12	
7714	6	1063	33	18	664	8	14	
7715	747	6	5	10	9	8	6	
7723	18	218	67	240	665	5	4	
7724	753	4	14	16	24	8	14	ST155 Cplx
7725	444	14	13	13	666	11	13	
7729	6	11	4	10	7	8	459	
7732	112	11	5	861	8	8	86	
7734	17	24	13	15	30	14	92	
7735	6	1064	4	1	22	8	7	
7784	12	12	8	12	667	8	2	ST11 Cplx
7785	9	19	194	16	7	48	559	
7786	10	11	4	862	8	8	2	
7787	12	1065	8	12	15	2	2	ST11 Cplx
7791	20	52	41	863	7	50	46	
7793	38	13	9	13	17	590	34	
7794	13	44	247	864	30	64	10	
7796	15	1066	19	46	23	11	79	
7797	142	14	13	15	668	11	13	
7798	13	43	13	302	18	591	92	
7799	142	14	13	15	91	11	13	
7800	38	39	30	865	17	11	28	
7801	6	1067	4	16	24	8	14	
7802	11	63	7	1	14	7	561	ST152 Cplx
7803	100	25	209	244	24	162	2	
7804	38	39	9	13	17	44	34	
7805	375	86	265	12	55	271	6	
7806	12	1068	8	12	15	2	2	ST11 Cplx
7808	754	481	661	260	4	592	562	
7809	498	54	55	866	35	40	223	
7810	9	8	5	867	11	8	7	
7811	6	1069	3	16	11	8	6	
7812	753	1070	33	26	11	8	6	
7815	6	1071	3	26	11	8	6	
7816	755	1072	8	12	15	2	2	
7817	9	1073	33	33	24	8	7	ST86 Cplx
7818	10	11	5	868	7	8	2	
7819	756	8	5	1	9	8	7	
7820	6	4	33	869	24	8	7	
7824	6	4	12	870	20	12	7	
7825	12	1074	8	12	15	2	2	ST11 Cplx
7826	271	26	39	25	669	31	19	ST38 Cplx
7827	6	95	657	1	9	8	6	
7828	6	6	5	871	11	8	7	
7829	11	63	7	1	670	7	7	ST152 Cplx
7830	175	410	184	390	150	286	130	
7831	175	1075	184	206	150	147	130	
7832	758	170	662	207	154	119	106	
7833	228	170	85	207	154	149	106	
7834	132	391	317	872	671	66	76	
7835	6	4	663	17	7	7	6	ST20 Cplx
7836	10	1076	4	8	8	8	2	
7837	6	1077	6	11	13	3	50	ST245 Cplx
7838	6	61	6	11	672	3	55	ST245 Cplx
7839	6	61	6	11	13	3	565	ST245 Cplx
7840	6	31	83	28	1	594	2	ST350 Cplx
7841	12	608	136	30	24	1	2	
7842	21	35	27	873	5	5	4	
7843	6	4	393	1	20	13	7	ST23 Cplx
7844	8	7	1	8	8	539	6	
7845	43	41	15	90	658	8	6	ST101 Cplx
7848	6	724	4	8	8	8	2	
7850	10	7	590	8	8	8	2	
7851	759	204	167	418	673	595	566	
7852	657	1078	664	418	401	310	280	
7853	10	11	4	874	8	45	2	ST10 Cplx
7854	10	27	5	875	12	8	2	
7855	6	61	6	11	13	3	567	ST245 Cplx
7856	20	45	41	43	5	596	2	
7857	6	1079	33	18	9	8	14	
7858	6	4	12	16	9	597	12	
7859	16	4	12	876	9	7	7	
7860	9	23	665	18	11	8	6	ST278 Cplx
7861	6	1080	12	16	9	7	12	ST29 Cplx
7862	6	1081	14	21	9	7	7	
7863	6	1082	32	16	9	8	7	
7864	6	8	12	16	674	13	2	
7865	6	1083	3	16	9	8	6	
7866	760	24	10	13	17	10	25	ST73 Cplx
7867	671	19	33	18	9	13	6	
7868	6	4	4	877	675	26	7	
7869	6	4	4	16	676	8	14	
7870	6	4	5	18	7	8	2	
7871	6	1084	33	1	24	8	568	
7872	6	4	12	147	677	7	7	
7873	6	4	4	877	9	26	7	
7874	13	96	10	192	30	25	25	
7875	761	4	12	1	20	12	7	ST23 Cplx
7876	6	6	5	10	9	8	506	
7877	214	19	666	16	9	8	7	
7878	762	4	13	29	77	127	22	
7879	763	19	3	88	9	8	6	
7880	113	4	5	83	678	8	6	
7881	53	38	239	13	17	28	122	
7882	13	38	19	13	30	598	29	
7883	205	8	33	16	9	8	7	
7884	58	1085	26	878	1	1	2	
7885	6	1086	14	16	24	7	2	
7886	4	1087	10	25	5	5	19	ST38 Cplx
7887	76	39	19	37	16	10	26	
7888	6	1088	5	136	11	8	6	
7889	64	4	5	879	24	8	6	
7890	6	4	22	880	9	26	7	
7891	6	1089	32	16	11	8	14	
7892	83	306	362	881	209	16	569	
7893	6	4	667	16	11	8	6	
7894	9	23	64	18	11	8	7	ST278 Cplx
7895	6	6	15	10	63	7	7	
7896	37	38	631	37	17	11	26	ST95 Cplx
7897	764	4	4	85	43	12	7	
7898	374	565	19	37	26	340	25	
7899	9	23	33	18	679	8	6	ST278 Cplx
7900	38	43	50	13	17	14	28	
7901	33	1090	2	31	680	16	19	
7902	21	35	2	52	5	5	182	
7903	765	11	4	8	7	8	570	
7904	6	19	3	135	11	8	571	
7905	766	11	4	8	8	8	2	
7906	6	4	4	16	7	7	7	
7907	6	19	466	18	434	8	7	
7908	83	90	120	140	310	1	17	
7910	767	4	12	16	9	7	7	
7912	6	4	3	18	7	7	572	ST20 Cplx
7914	16	4	12	882	9	7	7	
7916	16	4	12	16	9	7	573	ST29 Cplx
7925	34	36	39	87	67	146	4	ST349 Cplx
7926	6	1091	12	1	20	293	7	
7931	6	65	668	26	9	8	2	
7934	431	684	437	883	681	394	574	
7936	10	11	4	12	179	8	2	
7937	6	4	15	16	11	8	6	
7938	8	11	4	579	7	8	2	
7939	57	11	1	454	7	599	2	
7940	79	84	33	638	172	454	157	
7941	10	27	5	10	179	8	2	
7946	6	1092	12	16	9	7	7	
7949	10	11	4	8	612	8	2	
7953	768	23	32	16	9	8	7	
7954	46	26	208	6	5	16	575	
7955	6	23	15	884	9	8	7	ST205 Cplx
7956	769	12	8	12	15	2	2	ST11 Cplx
7957	6	4	14	885	20	62	7	
7958	163	1093	85	886	280	246	225	
7959	163	394	255	330	295	247	125	
7960	228	245	91	99	682	149	76	
7961	130	45	41	108	7	50	45	
7962	4	26	2	887	5	5	19	ST38 Cplx
7963	290	54	55	452	334	323	38	
7964	6	1094	4	16	24	8	14	
7965	4	1095	2	25	5	5	19	ST38 Cplx
7966	431	1096	669	524	136	263	350	
7967	9	65	670	1	9	13	6	ST469 Cplx
7968	770	111	85	483	109	149	75	
7969	43	41	15	90	11	238	6	ST101 Cplx
7970	771	19	33	18	9	122	6	
7971	228	170	85	207	154	119	106	
7972	6	1097	5	10	9	8	6	
7973	6	7	33	16	11	8	6	
7974	6	4	1	1	8	600	2	
7975	10	11	4	8	577	306	2	
7976	6	11	4	8	133	8	2	
7977	85	88	78	888	59	58	62	ST354 Cplx
7978	10	1098	4	1	8	9	2	ST10 Cplx
7979	20	1099	41	43	507	32	2	
7980	1	4	44	9	11	35	298	
7982	168	292	83	889	310	1	42	
7983	55	38	19	37	17	11	576	ST95 Cplx
7984	6	1100	5	28	1	1	2	ST350 Cplx
7985	6	6	32	26	11	601	7	
7986	6	1101	5	348	7	8	6	
7987	6	4	12	534	9	2	7	
7988	772	44	19	13	16	14	34	
7989	51	1102	132	139	34	42	100	
8001	431	642	535	520	681	374	307	
8005	6	1103	4	1	22	47	7	
8006	18	1104	20	6	5	5	4	
8007	773	11	4	890	8	8	2	
8008	10	11	671	8	683	8	2	
8009	13	24	19	14	684	1	10	ST568 Cplx
8010	76	115	10	119	685	37	136	
8011	774	40	47	13	36	28	29	
8012	6	11	32	10	474	8	7	
8014	775	715	250	577	5	16	385	
