ST	arcC	aroE	glpF	gmk	pta	tpi	yqiL
5487	2	2	2	2	6	613	2
5488	664	2	2	2	6	3	2
5489	5	4	319	4	4	6	3
5490	2	2	2	2	2	609	2
5491	1	49	60	15	28	38	185
5492	12	3	421	1	4	4	3
5493	4	1	4	1	5	5	753
5494	6	5	283	2	7	14	742
5495	69	1	747	15	11	19	3
5496	10	40	8	6	10	614	2
5497	2	810	2	2	6	3	2
5498	3	809	19	2	20	26	39
5499	3	1	132	1	1	5	3
5500	3	1	452	1	29	5	3
5501	1	4	1	8	673	4	3
5502	2	2	2	2	672	3	2
5503	1	1	1	1	1	109	1
5504	3	37	742	2	20	26	32
5505	4	1	4	1	5	603	4
5506	4	808	4	1	5	604	4
5507	656	2	2	2	6	3	2
5508	3	37	19	2	20	26	743
5509	6	193	45	2	7	58	740
5510	655	13	1	1	12	11	13
5511	1	3	1	8	11	605	11
5512	6	5	6	2	7	606	5
5513	6	5	743	2	7	14	5
5514	658	6	1	5	8	8	6
5515	2	2	2	2	674	3	2
5516	12	811	1	4	12	1	3
5517	1	814	1	8	4	4	3
5518	12	119	1	4	12	1	3
5519	3	3	1	1	677	4	3
5520	3	35	19	423	20	26	39
5521	1	4	1	424	12	1	10
5522	2	2	731	2	6	3	2
5523	1	4	334	4	12	1	10
5524	19	23	15	48	19	615	15
5525	19	23	748	2	19	20	15
5526	2	3	750	1	4	4	3
5527	2	3	1	1	4	4	757
5528	669	23	15	2	19	20	15
5529	1	4	1	437	12	1	10
5530	1	4	1	4	682	1	10
5531	1	4	749	4	119	1	10
5532	19	823	15	2	19	20	15
5533	19	23	15	48	681	20	15
5534	3	1	502	1	1	5	3
5535	19	23	15	438	19	20	15
5536	670	1	14	23	12	4	31
5537	1	1	1	439	1	1	1
5538	5	824	1	4	4	6	3
5539	3	35	19	440	20	26	39
5540	5	4	1	4	4	616	3
5541	671	23	15	2	19	20	15
5542	2	2	2	2	6	3	637
5543	3	3	1	1	684	4	3
5544	10	14	8	441	10	3	2
5545	1	826	1	4	12	1	10
5546	3	1	1	8	683	1	1
5547	6	57	752	2	7	58	52
5548	7	827	1	5	8	8	6
5549	10	14	751	6	10	3	2
5550	3	35	19	2	20	26	759
5551	3	35	19	2	20	617	39
5552	2	2	2	2	6	3	758
5553	1	825	1	4	12	1	10
5554	6	449	45	2	1	58	52
5555	4	9	1	8	647	10	8
5556	640	3	1	1	4	4	3
5557	1	4	1	8	4	4	760
5558	7	6	1	436	8	8	6
5559	3	3	1	435	410	4	3
5560	1	3	1	14	685	51	10
5561	3	821	19	2	20	26	32
5562	3	3	1	1	678	4	3
5563	3	3	1	1	4	4	756
5564	7	6	1	434	8	8	6
5565	3	820	19	2	20	26	39
5566	10	14	8	6	10	3	755
5567	7	6	1	5	8	8	754
5568	1	1	1	1	686	1	1
5569	2	2	2	442	6	3	2
5570	7	828	1	5	8	8	6
5571	7	6	1	5	687	8	6
5572	2	2	2	2	6	619	2
5573	10	829	8	6	10	3	2
5574	1	4	1	4	12	618	10
5575	10	14	8	6	688	3	2
5576	3	3	208	1	4	4	3
5577	1	4	1	4	12	1	761
5578	13	13	754	1	12	11	13
5579	672	5	6	2	7	14	5
5580	1	1	1	1	1	535	1
5581	7	6	753	5	8	8	6
5582	3	37	19	2	292	621	32
5583	10	14	8	443	10	3	2
5584	1	4	1	4	12	620	10
5585	13	13	1	444	12	11	13
5586	10	14	8	6	10	3	762
5587	10	830	8	6	10	3	2
5588	12	36	1	4	12	1	3
5589	2	2	560	446	6	3	2
5590	6	125	213	27	13	623	15
5591	3	3	1	1	4	622	3
5592	10	14	8	445	10	3	2
5593	10	14	8	6	10	3	763
5594	2	2	755	2	6	3	2
5595	1	4	1	8	4	4	765
5596	673	1	1	1	1	1	1
5597	3	3	1	1	4	4	744
5598	674	5	756	2	7	14	5
5599	675	4	1	4	12	1	10
5600	270	307	253	143	195	211	199
5601	206	268	242	143	195	202	193
5602	211	306	274	142	195	211	235
5603	206	360	253	142	272	202	205
5604	206	359	253	188	248	236	279
5606	206	762	253	142	196	202	766
5608	177	4	1	4	12	41	10
5609	6	22	6	2	7	14	10
5610	6	5	6	2	7	14	655
5611	22	1	14	23	12	537	31
5612	1	5	6	2	7	14	78
5613	10	349	6	2	260	58	2
5614	13	13	1	279	12	11	13
5615	6	5	6	2	7	14	37
5616	13	13	299	279	12	34	13
5617	354	256	358	281	221	302	13
5618	1	1	1	78	22	457	656
5619	1	1	1	279	67	486	656
5620	1	4	1	4	86	495	10
5621	6	5	6	281	7	14	94
5622	6	5	6	281	7	14	510
5623	1	4	1	4	12	1	256
5624	2	518	2	281	6	3	500
5625	6	1	1	279	22	457	541
5626	6	55	45	98	109	219	477
5627	13	643	1	279	12	11	13
5628	6	5	6	281	7	14	60
5629	6	5	6	281	7	14	5
5630	13	13	299	279	12	11	13
5631	565	13	1	279	12	11	13
5632	7	6	1	8	8	8	6
5633	10	349	6	260	260	58	462
5634	1	4	1	12	12	1	10
5635	445	3	549	279	64	497	306
5636	6	5	6	281	7	48	5
5637	22	1	14	23	12	497	31
5638	1	4	1	4	12	457	10
5639	3	3	111	1	1	1	10
5640	2	2	2	447	6	3	2
5641	3	1	1	8	1	1	764
5642	7	833	1	5	8	8	6
5643	676	13	1	1	12	11	13
5644	677	4	1	4	4	6	3
5645	10	834	8	6	10	3	2
5646	1	1	1	450	1	1	1
5647	2	2	2	451	6	3	2
5648	5	4	759	4	4	6	3
5649	1	838	1	1	1	1	1
5650	2	2	2	2	6	3	767
5651	10	14	8	6	10	624	2
5652	1	4	760	4	12	1	10
5653	10	835	8	6	10	3	2
5654	10	14	761	6	10	3	2
5655	2	2	762	2	6	3	2
5656	537	35	167	2	20	26	39
5657	545	64	44	2	43	55	51
5658	7	6	220	5	8	8	6
5659	679	64	44	2	43	55	51
5660	1	1	1	1	1	1	773
5661	1	4	1	4	12	630	10
5662	1	4	1	4	12	629	10
5663	1	4	1	4	12	1	771
5664	10	839	8	6	10	3	2
5665	1	4	1	8	693	4	3
5666	10	14	8	452	10	3	2
5667	19	23	15	2	19	20	770
5668	2	2	763	2	6	3	2
5669	2	2	767	2	6	3	2
5670	2	2	2	2	6	627	2
5671	2	3	764	1	4	4	3
5672	2	3	1	453	4	4	3
5673	2	3	1	1	4	4	772
5674	3	3	1	1	4	4	769
5675	6	840	44	2	43	55	51
5676	10	14	766	6	10	3	2
5677	6	64	44	2	43	628	51
5678	7	6	1	5	694	8	6
5679	12	4	1	4	12	1	774
5680	3	837	1	1	1	5	3
5681	6	64	768	2	43	55	51
5682	7	836	1	5	8	8	6
5683	7	6	765	5	8	8	6
5684	1	4	1	4	592	1	10
5685	3	3	1	65	4	4	3
5686	13	13	359	1	12	11	13
5687	644	2	2	2	6	3	2
5688	1	4	1	4	691	1	10
5689	3	240	1	1	1	45	10
5690	2	2	730	2	6	3	2
5691	2	4	746	3	144	3	2
5692	667	31	1	4	12	1	10
5693	667	4	1	4	12	1	10
5694	6	1	298	44	289	291	750
5695	354	818	236	169	194	411	752
5696	668	819	236	66	676	219	477
5697	19	23	15	2	233	170	15
5698	12	3	666	1	94	349	3
5699	3	841	1	1	44	57	3
5700	3	841	1	1	161	99	3
5701	3	3	1	455	233	99	3
5702	7	6	406	5	8	8	6
5703	7	6	1	5	703	8	6
5704	19	23	15	2	695	20	15
5705	680	1	4	1	5	5	4
5706	1	4	1	4	12	632	10
5707	681	4	118	4	4	6	3
5708	2	4	1	1	4	4	3
5709	10	40	8	6	10	86	2
5710	22	1	14	23	707	4	31
5711	689	23	15	2	19	20	785
5712	1	4	685	8	4	4	3
5713	690	4	1	4	4	6	3
5714	3	3	1	1	1	63	10
5715	3	3	1	1	551	1	10
5716	1	4	176	4	12	1	10
5717	331	3	1	1	1	1	10
5718	3	3	1	1	1	109	10
5719	3	846	1	1	1	109	10
5720	1	4	1	461	119	400	10
5721	7	6	1	5	8	8	688
5722	7	773	1	5	8	8	6
5723	691	23	15	48	19	20	15
5724	5	847	1	4	4	6	3
5725	19	23	15	462	19	20	15
5726	688	13	1	1	12	11	13
5727	3	3	1	1	708	4	3
5728	22	1	774	23	12	4	31
5729	1	1	1	460	1	1	1
5730	5	4	1	4	4	6	272
5731	12	4	1	4	12	638	3
5732	12	4	1	4	12	570	3
5733	1	4	1	4	709	1	10
5734	12	4	1	463	12	1	3
5735	12	4	1	4	12	639	3
5736	1	3	1	8	11	5	782
5737	10	47	8	26	26	32	783
5738	19	122	12	2	13	89	784
5739	3	1	1	8	1	637	1
5740	19	23	15	2	704	20	15
5741	13	13	1	459	12	636	13
5742	685	2	2	2	6	3	2
5743	4	1	4	1	705	5	781
5744	686	2	2	2	6	3	2
5745	3	3	1	1	4	4	779
5746	1	844	1	4	12	1	10
5747	3	845	19	2	20	26	39
5748	8	271	2	2	706	3	2
5749	1	4	773	4	12	1	10
5750	2	2	2	458	6	3	2
5751	687	40	8	6	10	3	2
5752	1	4	1	4	12	1	780
5753	10	14	8	448	10	3	2
5754	151	325	215	456	175	180	169
5755	1	4	1	4	12	1	775
5756	3	3	1	1	4	635	3
5757	2	2	2	2	6	633	2
5758	33	606	1	1	1	1	1
5759	6	66	46	2	696	50	18
5760	1	1	770	1	330	1	10
5761	13	13	1	1	12	634	13
5762	4	9	1	8	1	10	776
5763	1	1	31	1	1	1	1
5764	1	4	1	1	697	1	3
5765	270	832	758	449	690	202	197
5766	2	2	2	457	6	3	2
5767	1	1	1	1	22	433	1
5768	6	5	6	2	698	14	5
5769	684	6	1	5	8	8	6
5770	683	2	2	2	6	3	2
5771	7	6	1	5	8	8	777
5772	92	2	623	2	6	3	2
5773	12	4	429	4	12	1	3
5774	2	842	2	2	6	3	2
5775	12	4	1	4	699	1	3
5776	10	14	771	6	10	3	2
5777	2	2	772	2	6	3	2
5778	3	3	1	1	4	4	778
5779	10	14	8	6	700	3	2
5780	13	13	258	1	12	11	13
5781	1	4	1	4	702	1	10
5782	1	3	164	1	701	1	1
5783	693	2	2	2	6	3	2
5784	18	843	6	20	7	50	48
5785	3	1	1	1	1	5	787
5786	46	75	49	44	13	68	788
5787	19	23	15	2	19	20	786
5788	692	40	8	6	710	3	2
5789	4	653	1	1	11	72	11
5790	3	3	335	1	4	4	3
5791	3	1	1	1	1	5	168
5792	2	2	2	2	6	3	249
5793	1	4	388	4	12	1	10
5794	12	4	1	4	12	433	3
5795	206	831	757	143	196	202	196
5796	3	1	1	8	1	1	150
5797	3	1	1	8	1	383	150
5798	3	78	1	8	1	1	1
5799	1	1	359	1	1	1	1
5800	1	4	1	19	680	1	10
5801	2	2	2	2	6	649	2
5802	211	303	303	309	689	648	274
5803	211	303	303	309	195	648	274
5804	3	856	1	8	1	1	1
5805	3	1	14	15	11	642	3
5806	1	854	1	8	11	5	11
5807	1	855	1	8	11	5	11
5808	695	1	1	8	1	1	1
5809	3	78	775	8	1	5	3
5810	3	78	775	1	1	5	3
5811	696	6	1	5	8	8	6
5812	7	6	1	5	8	1	6
5813	7	857	1	5	8	8	6
5814	8	858	135	2	13	127	7
5815	1	4	1	4	12	1	794
5816	22	1	776	23	12	4	31
5817	3	78	1	8	1	5	1
5818	695	1	1	1	1	1	1
5819	3	786	19	8	1	1	1
5820	3	10	12	2	13	13	15
5821	18	859	6	20	7	50	48
5822	6	548	45	2	215	650	52
5823	6	57	45	2	215	651	52
5824	14	16	11	2	13	12	795
5825	6	193	45	468	7	58	52
5826	251	66	46	2	7	652	2
5827	1	3	114	14	11	51	10
5828	1	1	769	1	1	1	1
5829	3	3	1	4	4	4	3
5830	7	6	284	5	8	8	6
5831	1	4	1	4	12	1	746
5832	12	4	83	4	12	1	3
5833	623	13	1	1	124	5	3
5834	1	769	1	4	12	1	10
5835	3	78	1	1	1	435	91
5836	7	6	1	5	8	8	701
5837	12	4	1	4	12	1	802
5838	7	6	99	5	8	8	6
5839	7	6	522	5	8	8	6
5840	7	6	773	5	8	8	6
5841	7	6	390	5	8	8	6
5842	7	6	443	5	8	8	6
5843	102	219	204	122	13	177	502
5844	18	33	6	469	7	50	48
5845	6	865	45	468	7	58	52
5846	10	53	780	26	26	32	2
5847	3	1	1	8	183	1	1
5848	1	4	1	4	633	1	10
5849	3	1	347	1	1	5	5
5850	3	35	19	2	7	26	39
5851	1	4	1	4	12	657	10
5852	3	3	1	1	4	656	3
5853	79	1	14	23	720	4	31
5854	703	3	1	1	4	4	3
5855	1	4	782	4	12	1	10
5856	7	868	1	5	8	8	6
5857	704	35	19	2	20	26	39
5858	52	79	54	18	56	32	18
5859	3	78	1	1	1	45	3
5860	701	13	1	1	12	1	13
5861	1	3	1	14	722	51	10
5862	702	3	1	14	11	51	10
5863	3	3	1	1	590	4	3
5864	3	3	29	1	4	4	3
5865	19	869	15	48	19	20	15
5866	1	1	783	1	1	1	1
5867	3	3	1	1	4	4	805
5868	7	6	388	5	8	8	6
5869	151	325	215	34	724	180	169
5870	2	2	2	2	6	545	2
5871	6	66	46	2	7	50	718
5872	3	27	1	1	1	452	10
5873	1	4	1	8	684	4	3
5874	7	6	664	5	8	8	6
5875	13	13	1	1	725	11	13
5876	10	40	8	6	10	662	2
5877	1	4	1	4	12	1	809
5878	3	3	1	455	4	4	3
5879	2	2	2	2	718	3	2
5880	10	40	8	6	10	3	792
5881	1	1	1	1	714	1	1
5882	2	2	2	2	711	3	2
5883	2	2	2	2	713	3	2
5884	5	4	1	4	712	6	3
5885	1	848	28	18	18	33	50
5886	2	2	2	2	6	3	789
5887	13	13	1	1	12	10	790
5888	10	14	8	464	10	3	2
5889	1	849	1	4	12	1	10
5890	13	13	132	1	715	10	13
5891	6	57	45	466	7	58	52
5892	694	4	1	4	4	6	3
5893	5	4	1	465	4	6	545
5894	7	6	1	467	8	8	6
5895	1	1	1	1	1	640	1
5896	13	850	1	1	12	11	13
5897	12	851	1	4	12	1	3
5898	2	2	2	2	6	3	791
5899	13	13	1	1	293	34	13
5900	1	3	1	8	716	5	11
5901	2	2	2	2	6	641	2
5902	7	6	247	5	8	8	6
5903	12	852	1	4	12	1	3
5904	1	853	1	1	1	1	1
5905	3	851	1	4	4	6	3
5906	7	6	484	5	8	8	6
5907	1	1	1	1	1	646	1
5908	1	4	1	4	12	645	10
5909	3	1	1	8	1	1	793
5910	12	4	1	4	12	643	3
5911	1	3	1	8	717	5	11
5912	1	1	1	1	1	647	1
5913	5	4	326	4	4	6	3
5914	10	37	8	6	10	3	2
5915	1	1	1	9	1	644	12
5916	3	3	1	1	4	79	3
5917	3	3	778	1	4	4	3
5918	697	1	1	8	1	1	1
5919	2	2	777	2	6	3	2
5920	13	13	166	1	81	11	13
5921	698	75	49	44	13	68	60
5922	151	860	215	34	175	180	169
5923	12	4	1	4	12	1	796
5924	1	1	1	1	22	1	797
5925	1	1	299	1	1	1	1
5926	3	35	19	2	20	653	39
5927	8	862	2	2	6	3	2
5928	10	861	8	6	10	3	2
5929	13	13	1	1	12	11	799
5930	1	4	280	4	12	1	10
5931	12	864	1	4	12	1	3
5932	700	6	1	5	8	8	6
5933	1	1	378	1	1	1	1
5934	19	23	15	471	19	20	15
5935	3	1	1	8	1	1	800
5936	2	271	2	2	6	3	2
5937	4	4	1	1	378	1	11
5938	2	2	779	2	6	3	2
5939	1	4	1	4	12	1	801
5940	3	3	1	1	4	660	3
5941	13	13	1	439	12	11	13
5942	3	1	1	8	1	661	1
5943	1	1	784	1	22	1	1
5944	4	1	4	472	5	5	4
5945	19	23	785	2	19	20	15
5946	3	1	93	8	1	1	1
5947	2	2	2	2	6	3	806
5948	1	4	786	4	12	41	10
5949	10	14	787	6	10	3	2
5950	6	5	311	2	365	14	5
5951	2	2	525	2	6	3	2
5952	3	3	258	1	4	4	3
5953	85	13	1	1	12	10	13
5954	8	810	2	2	6	3	2
5955	559	4	1	4	12	1	10
5956	6	870	12	43	723	67	59
5957	1	4	1	4	12	659	10
5958	3	871	1	1	1	5	3
5959	19	23	790	2	19	20	808
5960	1	1	1	177	559	1	1
5961	151	866	556	34	497	464	552
5962	151	187	20	101	145	150	803
5963	151	325	781	34	175	180	169
5964	151	325	215	34	175	658	169
5965	1	1	1	473	1	1	1
5966	1	1	1	1	22	663	1
5967	22	1	791	23	12	4	31
5968	10	14	792	6	10	3	2
5969	3	3	1	433	4	4	3
5970	711	269	43	34	107	116	105
5971	22	1	14	23	437	4	31
5972	3	35	789	2	20	26	39
5973	1	1	1	1	1	670	1
5974	7	6	1	5	8	8	817
5975	481	4	1	8	4	4	811
5976	1	4	1	4	12	25	816
5977	1	4	61	4	12	1	10
5978	151	187	20	101	145	671	131
5979	6	72	72	43	730	152	59
5980	1	4	664	4	12	1	10
5981	10	40	8	330	10	3	2
5982	3	1	348	1	1	5	818
5983	3	3	1	475	4	4	3
5984	712	4	1	4	12	1	28
5985	1	4	1	4	731	1	10
5986	7	6	1	432	8	8	6
5987	713	26	28	18	18	54	27
5988	22	3	14	1	28	4	31
5989	3	3	322	1	1	1	10
5990	3	3	1	1	732	4	3
5991	2	2	2	2	6	287	2
5992	18	18	6	59	13	3	18
5993	26	3	57	478	734	4	3
5994	57	79	12	47	10	110	819
5995	714	89	1	1	4	5	90
5996	1	1	1	1	735	1	1
5997	57	89	6	47	10	110	819
5998	715	6	1	5	8	8	6
5999	2	878	2	2	6	3	2
6000	2	2	2	2	6	672	2
6001	1	1	794	1	1	1	1
6002	1	1	1	1	733	1	1
6003	1	1	1	1	22	1	807
6004	10	872	8	6	14	3	2
6005	3	37	19	2	20	26	810
6006	1	4	1	8	726	4	3
6007	3	35	793	2	20	26	39
6008	3	35	19	2	20	664	39
6009	7	6	1	5	727	8	6
6010	1	4	1	4	12	1	812
6011	5	4	1	474	4	6	3
6012	12	4	795	4	12	1	3
6013	7	6	1	5	8	8	813
6014	3	37	19	2	20	665	32
6015	1	3	164	1	728	1	1
6016	705	2	2	2	2	2	2
6017	2	2	2	2	6	666	2
6018	2	873	2	2	6	3	2
6019	5	4	1	4	4	667	3
6020	46	75	49	44	13	668	60
6021	2	2	2	476	6	3	2
6022	706	14	8	6	10	3	2
6023	3	35	19	477	20	26	39
6024	707	1	4	1	5	5	4
6025	1	4	1	4	12	1	814
6026	1	1	799	1	1	1	1
6027	10	14	796	6	10	3	2
6028	18	33	800	20	7	50	48
6029	708	4	1	4	4	6	3
6030	709	4	1	4	12	1	10
6031	7	6	348	5	8	8	815
6032	3	3	801	1	4	4	3
6033	1	874	1	1	1	1	1
6034	710	1	1	1	1	1	1
6035	3	876	19	2	20	26	39
6036	1	875	1	4	12	1	10
6037	1	3	1	14	11	673	821
6038	7	6	1	5	8	675	6
6039	2	2	2	2	6	223	2
6040	12	4	1	4	12	1	822
6041	3	37	19	2	738	674	32
6042	2	2	2	479	6	3	2
6043	10	14	8	6	10	3	823
6044	716	14	8	6	10	3	2
6045	1	4	359	4	12	1	10
6046	13	13	383	1	12	11	13
6047	2	2	210	2	6	3	2
6048	1	4	1	4	12	1	824
6049	718	14	8	6	10	3	2
6050	719	3	1	1	4	4	3
6051	717	4	1	4	12	1	10
6052	7	6	1	5	8	676	6
6053	7	6	1	5	739	480	6
6054	3	3	7	1	4	4	3
6055	7	6	1	5	8	677	6
6056	720	879	2	2	6	3	2
6057	1	4	1	4	12	200	412
6058	90	1	1	1	1	5	3
6059	7	6	1	374	729	8	6
6060	2	2	2	69	6	3	2
6061	1	4	431	4	12	1	10
6062	10	14	8	6	737	3	2
6063	12	1	611	15	11	1	338
6064	12	1	68	15	11	1	338
6065	7	6	798	5	8	8	6
6066	10	14	8	6	10	678	2
6067	4	9	1	8	1	10	825
6068	4	9	1	8	1	679	8
6069	46	75	49	44	740	68	60
6070	1	1	1	1	1	1	826
6071	13	13	1	1	741	10	13
6072	13	880	1	1	12	11	13
6073	10	14	8	6	742	3	2
6074	721	1	1	1	22	1	1
6075	1	1	1	1	1	682	1
6076	3	3	1	1	4	4	827
6077	4	9	1	8	1	683	8
6078	2	877	2	2	6	3	2
6079	1	4	1	4	12	680	10
6080	18	95	1	2	7	15	5
6081	3	1	1	4	1	5	3
6082	10	640	82	326	515	82	576
6083	12	1	1	480	11	1	338
6084	10	14	797	6	10	3	2
6085	10	890	8	6	10	473	2
6086	727	3	1	1	4	4	3
6087	725	4	1	4	12	1	3
6088	1	1	808	1	1	1	1
6089	7	889	1	5	8	8	6
6090	726	4	1	4	12	41	10
6091	1	4	1	482	12	1	10
6092	18	95	809	2	7	15	5
6093	12	891	1	4	12	1	3
6094	3	293	1	1	748	4	3
6095	729	13	1	1	124	5	3
6096	728	405	49	15	228	687	832
6097	3	3	1	1	4	4	31
6098	6	5	6	98	12	14	10
6100	1	1	1	265	1	1	1
6101	730	4	1	4	12	1	10
6102	731	5	6	2	7	14	5
6103	3	3	170	1	4	4	3
6104	1	3	1	4	12	4	3
6105	722	884	803	214	743	684	828
6106	722	885	805	214	744	685	831
6107	723	886	804	214	745	686	830
6108	722	887	806	481	746	684	829
6109	724	888	807	481	747	684	277
6110	7	6	1	5	749	8	6
6111	36	881	43	34	107	116	105
6112	3	1	1	483	1	5	3
6113	732	3	1	1	4	4	3
6114	733	14	8	6	10	3	2
6115	10	14	8	13	750	3	2
6116	13	892	1	1	12	10	13
6117	7	6	1	5	8	690	6
6118	2	2	2	484	6	3	2
6119	1	539	1	1	1	1	1
6120	1	4	90	8	4	4	3
6121	734	1	1	1	1	1	1
6122	1	4	1	4	12	688	10
6123	1	4	1	4	12	689	10
6124	151	325	215	34	175	180	833
6125	1	893	1	4	12	1	10
6126	7	6	1	5	8	691	6
6127	7	6	1	5	8	8	834
6128	1	4	112	4	12	1	10
6129	19	23	15	48	19	347	694
6130	19	23	15	2	19	347	694
6131	19	314	15	2	19	347	694
6132	19	23	15	89	19	20	694
6133	26	35	19	2	20	26	39
6134	10	14	8	6	10	104	835
6135	10	14	8	6	752	3	2
6136	3	3	1	1	4	4	836
6137	6	66	46	2	7	50	724
6138	6	66	46	2	7	50	725
6139	6	66	46	2	663	50	18
6140	1	1	1	1	1	264	1
6141	1	1	186	1	1	1	1
6142	10	902	8	6	10	3	2
6143	3	3	1	1	754	4	3
6144	10	14	8	6	10	3	839
6145	737	14	8	6	10	3	2
6146	738	1	14	23	12	4	31
6147	3	35	167	2	20	696	39
6148	10	903	8	6	10	3	2
6149	3	1	1	1	1	5	45
6150	1	4	513	4	12	1	10
6151	6	64	44	2	43	55	840
6152	6	64	44	2	43	697	51
6153	1	1	813	1	1	1	1
6154	1	4	27	4	12	1	841
6155	10	14	8	487	10	3	2
6156	1	4	1	4	12	1	842
6157	6	899	46	2	7	50	18
6158	1	4	1	4	756	1	10
6159	1	1	1	185	1	1	1
6160	18	1	812	1	1	5	3
6161	1	900	1	1	1	1	1
6162	3	1	1	1	1	693	3
6163	1	1	1	1	1	694	1
6164	3	1	1	1	1	695	3
6165	6	901	46	2	7	50	18
6166	6	66	46	2	755	50	18
6167	736	3	1	1	4	4	3
6168	1	4	1	4	12	1	838
6169	1	4	811	4	12	1	10
6170	495	4	1	4	12	1	10
6171	1	4	1	4	12	239	10
6172	1	34	423	4	12	1	28
6173	1	1	322	1	1	1	1
6174	398	1	1	1	1	1	1
6175	19	23	15	2	19	531	15
6176	3	35	19	2	20	580	39
6177	1	4	1	4	12	1	689
6178	3	3	348	1	4	86	9
6179	1	136	1	4	12	7	90
6180	3	3	1	1	4	86	9
6181	1	4	1	4	12	31	32
6182	3	35	167	2	20	26	5
6183	3	35	167	2	20	5	5
6184	3	3	1	1	1	7	90
6185	1	4	1	4	12	96	32
6186	30	136	1	4	12	1	10
6187	7	6	1	4	8	8	6
6188	3	35	167	5	20	26	39
6189	2	4	1	4	12	24	29
6190	19	23	15	2	757	20	15
6191	740	4	1	4	12	1	10
6192	19	904	15	2	19	20	15
6193	3	3	1	1	4	698	3
6194	3	3	1	200	4	4	3
6195	739	2	2	2	6	3	2
6196	2	3	1	488	4	4	3
6197	7	6	1	5	8	8	843
6198	3	4	1	4	4	47	3
6199	1	13	1	1	124	5	76
6200	662	4	814	8	1	6	11
6201	3	333	1	1	4	243	3
6202	2	2	810	2	6	3	2
6203	1	1	1	1	751	1	1
6204	10	14	8	6	10	692	2
6205	2	2	2	2	6	61	353
6206	13	894	1	1	12	10	13
6207	7	895	1	5	8	8	6
6208	1	4	1	8	4	4	691
6209	7	6	1	5	753	8	6
6210	10	897	8	6	10	3	2
6211	46	896	212	44	13	68	60
6212	10	898	8	6	10	3	2
6213	10	14	8	6	10	3	837
6214	13	13	1	485	12	11	13
6215	10	14	8	486	10	3	2
6216	735	23	15	2	19	20	15
6217	73	5	6	2	7	14	5
6218	12	905	1	4	12	1	67
6219	741	14	8	6	10	3	2
6220	8	2	815	2	6	3	2
6221	10	14	816	6	10	3	2
6222	3	3	1	1	4	4	844
6223	3	35	19	2	20	700	39
6224	46	75	817	44	13	68	60
6225	743	2	2	2	6	3	2
6226	742	2	2	2	6	3	2
6227	13	13	818	1	12	11	13
6228	46	75	49	44	758	68	60
6229	10	906	8	6	10	3	2
6230	2	907	2	2	6	3	2
6231	744	2	2	2	6	3	2
6232	2	2	2	489	6	16	2
6233	247	4	188	4	12	1	10
6234	1	4	334	8	4	4	3
6235	7	6	60	5	8	8	6
6236	1	4	452	8	4	4	3
6237	2	2	2	2	6	588	2
6238	6	79	6	47	7	70	61
6239	3	35	19	2	760	26	39
6240	6	908	46	2	7	50	18
6241	6	79	6	47	89	701	61
6242	6	384	113	83	759	114	102
6243	745	1	1	1	1	1	1
6244	6	79	819	47	89	70	61
6245	1	910	1	4	12	1	10
6246	3	3	1	1	4	703	3
6247	3	35	19	2	20	702	39
6248	10	14	820	6	761	3	2
6249	2	2	821	2	6	3	2
6250	747	3	1	1	4	4	3
6251	13	13	822	1	12	11	13
6252	746	909	1	4	12	1	3
6253	13	13	1	1	12	704	13
6254	3	1	1	8	762	1	1
6255	1	6	1	5	8	8	6
6256	12	4	1	4	12	1	845
6257	3	1	1	1	40	5	3
6258	1	4	1	4	12	644	10
6259	10	14	8	6	10	709	2
6260	2	2	2	2	763	3	2
6261	3	1	14	15	11	705	3
6262	1	4	1	1	11	72	10
6263	4	1	1	15	12	1	40
6264	19	23	15	476	19	20	15
6265	18	913	826	2	7	15	5
6266	18	914	6	18	7	706	2
6267	8	552	135	2	440	127	846
6268	3	911	19	2	20	26	39
6269	151	917	20	101	145	150	131
6270	10	14	8	6	10	3	847
6271	3	32	567	1	4	4	3
6272	571	37	19	2	20	26	32
6273	1	4	515	4	12	1	10
6274	1	1	1	1	1	41	286
6275	543	3	1	1	4	4	3
6276	19	23	15	89	19	347	694
6277	12	3	1	185	4	497	76
6278	19	500	15	89	19	347	694
6279	10	14	8	6	210	624	500
6280	410	4	1	437	119	629	801
6281	12	3	1	1	4	497	76
6282	1	4	1	437	559	629	801
6283	3	73	1	1	1	629	801
6284	3	3	1	1	1	629	801
6285	3	35	19	89	20	665	39
6286	19	23	613	89	19	347	694
6287	19	23	15	283	19	347	694
6288	410	4	1	8	4	497	76
6289	10	14	8	6	10	223	2
6290	1	136	1	4	180	1	10
6291	22	1	14	23	12	345	31
6292	1	136	605	4	12	1	10
6293	3	3	811	1	4	4	3
6294	19	23	15	48	19	20	3
6295	3	3	1	1	768	4	3
6296	2	2	2	2	767	3	2
6298	752	1	1	1	29	5	3
6301	753	14	8	6	10	3	2
6304	3	3	1	1	12	1	10
6305	410	4	1	437	559	629	801
6306	751	35	19	2	20	26	39
6307	12	4	1	306	12	1	3
6308	3	440	1	8	1	1	1
6309	22	1	14	23	12	4	849
6310	5	4	1	4	4	711	3
6311	4	168	833	8	1	10	8
6312	3	1	1	8	769	1	1
6313	1	4	1	4	770	1	10
6314	2	2	832	2	6	3	2
6315	1	4	1	4	766	1	10
