ST	aroE	gdh	gki	recP	spi	xpt	ddl	clonal_complex
8866	241	8	9	9	6	4	6	
8867	12	19	2	17	6	517	26	
8868	7	15	2	10	6	518	22	
8869	265	9	4	15	17	155	14	
8870	266	16	19	15	6	20	1	
8871	8	9	385	1	6	1	17	
8872	2	5	36	12	361	21	14	
8873	13	2	9	1	6	1	14	
8874	2	5	9	1	125	14	18	
8875	2	16	19	1	9	155	18	
8876	5	19	2	181	7	22	9	
8877	10	5	4	1	376	4	94	
8878	1	5	2	8	30	342	399	
8879	1	5	2	23	13	342	399	
8880	1	5	4	1	9	3	8	
8881	1	5	4	5	5	8	1	
8882	1	12	1	23	15	4	14	
8883	2	8	2	10	6	1	1	
8884	4	16	19	15	36	20	1	
8885	7	9	15	11	42	1	245	
8886	7	13	8	6	3	1	8	
8887	10	5	4	18	5	1	6	
8888	13	5	4	50	6	6	14	
8889	15	8	7	18	15	1	31	
8890	15	16	19	5	6	20	18	
8891	25	31	4	5	32	28	5	
8892	43	25	2	16	48	20	6	
8893	140	5	15	15	10	14	14	
8894	7	11	10	1	6	8	563	
8895	15	29	386	21	30	1	14	
8896	7	47	1	1	377	1	18	
8897	7	47	1	2	6	516	8	
8898	4	4	19	15	6	20	106	
8899	2	19	2	10	6	20	14	
8900	8	178	9	1	2	12	53	
8901	8	9	2	16	1	26	1	
8902	1	1	4	1	6	4	17	
8903	2	5	1	11	6	1	29	
8904	2	5	29	12	16	3	27	
8905	7	187	122	87	6	1	290	
8906	1	17	4	12	6	3	17	
8907	4	13	2	4	4	1	1	
8908	15	16	4	21	30	1	14	
8909	8	16	19	15	4	20	26	
8910	15	29	4	21	30	1	540	
8911	7	44	10	1	6	1	1	
8912	4	16	19	15	6	20	4	
8913	8	8	6	16	6	1	26	
8914	7	187	8	87	17	1	14	
8915	12	5	6	16	9	1	14	
8916	8	8	6	16	6	1	71	
8917	8	13	14	4	378	4	14	
8918	1	16	4	10	17	1	17	
8919	16	5	174	1	7	1	8	
8920	8	6	2	12	1	79	1	
8921	10	16	54	1	10	1	11	
8922	2	306	101	1	10	140	11	
8923	7	5	29	5	42	28	79	
8924	1	5	6	1	6	112	9	
8925	12	19	6	1	6	22	17	
8926	8	11	2	16	1	19	1	
8927	7	5	282	5	10	20	6	
8928	2	5	54	18	7	1	5	
8929	177	134	4	18	9	1	18	
8930	2	16	54	1	9	155	31	
8931	2	5	54	1	9	7	31	
8932	12	239	4	1	6	350	14	
8933	15	28	54	5	103	27	9	
8934	7	12	8	6	6	12	8	
8935	10	9	101	1	10	105	11	
8936	17	17	4	16	6	1	17	
8937	172	5	261	6	6	173	8	
8938	138	12	4	1	338	1	6	
8939	72	5	9	18	77	1	6	
8940	8	5	244	206	6	277	59	
8941	7	8	53	10	6	1	8	
8942	2	2	40	1	10	1	45	
8943	10	16	54	10	7	27	31	
8944	7	9	1	1	10	1	14	
8945	15	17	101	16	6	1	17	
8946	2	8	10	1	6	83	74	
8947	10	17	4	38	6	3	6	
8948	1	2	29	1	43	1	18	
8949	177	134	4	18	9	83	18	
8950	2	1	1	4	6	31	14	
8951	2	9	4	4	10	28	14	
8952	10	16	54	1	9	3	31	
8953	10	16	54	1	6	7	31	
8954	5	8	8	16	6	1	31	
8955	189	62	53	1	6	1	5	
8956	15	8	4	12	15	103	18	
8957	7	32	7	5	6	20	8	
8958	72	5	387	5	7	3	9	
8959	1	4	388	2	6	4	14	
8960	7	13	389	16	15	1	17	
8961	7	13	8	237	6	2	8	
8962	2	5	4	5	379	88	9	
8963	7	5	4	5	42	519	79	
8964	1	5	28	11	13	1	564	
8965	2	5	327	4	17	21	565	
8966	4	29	4	15	17	12	5	
8967	15	5	2	1	9	320	18	
8968	58	9	54	5	6	14	14	
8969	2	13	4	1	9	19	14	
8970	45	13	6	12	6	14	6	
8971	1	5	9	43	15	1	346	
8972	2	13	15	1	9	19	14	
8973	4	16	19	15	6	20	562	
8974	7	42	2	1	1	1	20	
8975	43	5	1	1	103	20	70	
8976	267	13	14	4	17	4	14	
8977	18	13	8	238	3	6	46	
8978	2	65	86	12	17	12	208	
8979	153	43	4	8	14	12	29	
8980	8	60	7	12	17	148	14	
8981	268	19	2	17	6	22	14	
8982	5	7	36	5	10	40	27	
8983	2	19	2	17	381	22	14	
8984	2	5	29	239	16	3	14	
8985	2	5	36	12	380	21	14	
8986	18	12	391	44	14	77	97	
8987	10	41	47	10	6	14	17	
8988	2	19	390	17	6	22	14	
8989	7	5	23	18	6	3	14	
8990	2	384	36	12	17	21	14	
8991	8	37	8	29	2	12	339	
8992	7	385	4	1	6	1	14	
8993	8	13	14	4	6	4	1	
8994	16	5	174	1	7	14	8	
8995	32	11	10	1	6	8	1	
8996	7	30	8	6	6	20	1	
8997	4	74	19	15	6	20	26	
8998	8	8	19	15	6	20	522	
8999	1	5	44	9	6	4	6	
9000	5	5	6	1	9	10	368	
9001	5	7	4	10	1	1	27	
9002	10	13	53	1	72	38	6	
9003	10	43	4	1	6	49	8	
9004	12	8	62	5	6	88	168	
9005	15	144	19	15	6	20	26	
9006	20	28	1	1	15	22	14	
9007	1	10	9	43	10	1	6	
9008	10	5	4	43	146	20	28	
9009	5	7	4	19	10	58	566	
9010	1	5	4	5	382	1	8	
9011	8	10	2	16	17	26	8	
9012	269	1	4	1	221	58	17	
9013	1	1	4	1	385	58	17	
9014	8	13	14	5	30	4	14	
9015	5	6	1	2	77	3	4	
9016	61	60	67	16	10	104	26	
9017	8	8	4	16	6	1	68	
9018	8	29	4	15	17	27	31	
9019	15	386	4	21	30	1	14	
9020	29	33	19	1	36	22	271	
9021	10	13	34	16	383	1	31	
9022	8	29	9	15	77	155	17	
9023	15	17	4	16	6	1	31	
9024	15	16	19	15	30	1	39	
9025	7	9	8	6	6	6	384	
9026	239	6	1	15	6	3	26	
9027	15	16	19	15	384	20	26	
9028	2	5	36	12	6	1	4	
9029	5	12	4	12	9	39	18	
9030	8	13	14	4	17	58	14	
9031	1	10	1	10	5	17	6	
9032	5	12	29	23	9	39	18	
9033	8	9	2	83	6	1	17	
9034	12	13	13	5	17	4	20	
9035	270	13	14	4	17	4	14	
9036	1	1	4	1	386	58	17	
9037	7	41	2	17	6	22	14	
9038	7	11	10	1	233	8	1	
9039	2	5	1	11	16	520	14	
9040	2	5	4	12	17	31	14	
9041	2	5	36	12	17	1	6	
9042	271	5	7	16	9	1	14	
9043	8	29	4	15	387	12	31	
9044	15	16	19	15	6	20	567	
9045	7	60	67	16	10	104	14	
9046	10	387	4	1	7	19	9	
9047	15	16	19	15	6	521	26	
9048	15	29	4	21	9	1	568	
9049	7	5	1	1	183	31	1	
9050	10	38	19	16	15	396	11	
9051	2	34	96	183	36	411	445	
9052	13	9	2	1	17	20	148	
9053	144	8	9	2	6	4	6	
9054	1	5	4	4	5	3	1	
9055	16	10	4	1	13	14	17	
9056	15	8	95	16	6	92	31	
9057	7	388	1	17	6	1	104	
9058	4	4	2	4	4	1	569	
9059	7	11	10	1	6	522	1	
9060	7	15	2	10	6	523	22	
9061	2	225	36	12	17	21	14	
9062	4	16	4	15	6	20	1	
9063	2	8	70	16	6	28	18	
9064	1	87	9	2	94	48	6	
9065	2	13	8	4	25	245	14	
9066	2	389	392	4	6	524	14	
9067	10	18	4	1	7	525	9	
9068	20	28	1	1	15	526	14	
9069	7	5	8	5	10	6	570	
9070	2	5	4	18	10	4	6	
9071	7	15	2	10	6	1	14	
9072	8	9	2	1	6	28	17	
9073	7	11	10	1	6	58	34	
9074	7	8	8	6	15	6	14	
9075	7	5	8	5	6	10	14	
9076	7	2	8	6	25	60	8	
9077	2	14	4	4	1	1	14	
9078	2	5	7	4	1	20	14	
9079	2	19	2	4	6	22	14	
9080	2	16	19	15	6	20	14	
9081	2	2	2	12	17	3	14	
9082	25	31	4	16	32	1	44	
9083	1	5	9	18	6	27	14	
9084	2	5	36	12	17	528	14	
9085	2	13	2	5	6	121	571	
9086	2	5	8	10	17	1	31	
9087	1	134	101	18	36	527	18	
9088	12	19	2	6	6	22	13	
9089	2	25	9	10	17	1	31	
9090	7	13	8	8	6	142	235	
9091	2	89	9	38	6	12	18	
9092	50	5	123	1	36	83	14	
9093	1	25	101	18	36	1	18	
9094	60	134	367	4	42	3	6	
9095	5	7	4	43	10	1	6	
9096	1	13	14	4	17	51	6	
9097	2	5	27	20	1	10	1	
9098	12	5	1	8	14	11	14	
9099	7	8	30	5	6	1	9	
9100	2	8	2	240	6	1	1	
9101	1	8	9	1	6	530	6	
9102	8	9	2	1	6	529	17	
9103	7	2	1	1	388	1	21	
9104	15	16	393	15	6	20	14	
9105	2	19	2	17	6	531	14	
9106	1	10	1	10	15	17	95	
9107	5	7	4	5	10	40	27	
9108	12	19	70	17	6	22	14	
9109	2	2	100	5	15	3	14	
9110	12	12	1	4	389	4	14	
9111	12	12	1	4	19	4	14	
9112	4	4	2	4	4	19	1	
9113	7	10	8	1	6	277	71	
9114	1	181	2	1	6	28	14	
9115	1	10	4	1	390	3	8	
9116	15	29	4	241	30	1	14	
9117	4	4	2	4	4	1	572	
9118	272	4	2	4	6	1	1	
9119	7	30	2	6	6	532	14	
9120	93	17	1	113	6	1	14	
9121	15	16	19	15	6	20	573	
9122	10	16	19	15	6	20	50	
9123	5	6	33	2	6	3	574	
9124	15	16	19	15	6	20	575	
9125	10	13	34	10	77	1	31	
9126	8	13	14	4	6	273	271	
9127	273	13	2	1	6	121	121	
9128	1	6	4	1	77	105	1	
9129	4	16	19	15	6	20	18	
9130	10	32	19	1	6	14	271	
9131	4	4	2	4	6	170	1	
9132	274	16	150	1	17	1	29	
9133	5	6	33	2	6	3	14	
9134	1	391	9	1	77	105	18	
9135	15	16	19	15	4	20	576	
9136	4	16	19	15	4	20	577	
9137	2	5	29	12	16	3	606	
9138	1	5	12	12	17	1	14	
9139	2	8	4	5	17	1	579	
9140	2	13	2	15	4	1	578	
9141	4	390	2	4	4	1	1	
9142	5	6	1	2	391	3	54	
9143	15	8	8	18	15	533	31	
9144	275	5	29	12	139	3	14	
9145	2	13	2	15	4	1	1	
9146	7	14	4	12	1	1	580	
9147	2	5	6	12	16	3	581	
9148	7	14	394	12	1	1	14	
9149	2	13	2	29	91	19	582	
9150	8	5	2	27	2	11	583	
9151	1	392	14	4	17	51	14	
9152	7	16	8	8	6	142	1	
9153	2	5	9	12	16	3	14	
9154	8	8	41	2	6	4	6	
9155	1	8	32	2	6	4	6	
9156	5	6	19	4	10	1	18	
9157	10	10	7	16	1	26	1	
9158	7	14	2	10	6	1	22	
9159	197	10	41	16	1	26	1	
9160	1	60	9	8	6	3	29	
9161	7	1	4	1	18	58	17	
9162	2	15	2	10	6	1	22	
9163	2	8	9	9	6	4	6	
9164	7	8	4	18	15	4	31	
9165	4	16	19	15	6	20	584	
9166	7	25	4	4	15	362	28	
9167	7	5	1	1	6	3	14	
9168	1	1	4	16	18	58	17	
9169	10	5	4	5	271	20	14	
9170	2	5	4	5	271	20	9	
9171	2	5	4	1	6	20	14	
9172	2	69	9	10	42	1	75	
9173	2	5	9	3	6	1	14	
9174	2	34	62	3	6	88	309	
9175	7	9	15	1	178	79	18	
9176	7	5	4	66	17	88	19	
9177	7	15	4	38	6	1	14	
9178	7	12	53	4	6	3	18	
9179	7	13	8	6	15	82	8	
9180	7	11	4	1	224	8	1	
9181	7	60	8	1	9	103	245	
9182	7	13	8	1	15	6	14	
9183	8	5	4	1	15	20	5	
9184	8	10	9	1	15	1	31	
9185	10	13	34	5	15	111	5	
9186	10	8	54	16	81	3	14	
9187	10	17	4	2	6	14	6	
9188	10	13	82	1	81	19	14	
9189	11	19	2	1	6	22	9	
9190	12	9	54	1	6	33	14	
9191	13	12	69	1	9	14	17	
9192	13	16	19	101	77	19	14	
9193	16	8	6	16	17	115	6	
9194	20	65	1	18	15	1	14	
9195	72	5	7	5	7	3	19	
9196	93	8	122	6	17	12	14	
9197	97	5	1	226	36	1	14	
9198	2	5	4	12	49	3	434	
9199	7	13	1	6	10	6	525	
9200	7	5	4	12	5	20	8	
9201	8	9	294	1	6	1	17	
9202	7	2	1	1	10	506	21	
9203	8	9	2	1	6	506	17	
9204	10	11	4	16	15	506	145	
9205	7	15	2	10	6	506	22	
9206	1	8	378	9	6	58	6	
9207	1	4	378	2	6	4	6	
9208	1	5	36	1	17	58	17	
9209	2	5	29	23	16	3	14	
9210	13	393	4	8	10	534	8	
9211	16	394	4	1	6	187	6	
9212	10	395	53	10	6	3	168	
9213	10	396	53	1	72	38	31	
9214	10	397	54	10	7	20	17	
9215	2	8	395	12	6	1	17	
9216	6	11	1	1	17	535	6	
9217	1	5	4	5	67	536	168	
9218	162	13	4	10	17	537	28	
9219	7	15	396	10	6	1	22	
9220	2	10	302	1	392	28	18	
9221	12	5	54	242	27	4	6	
9222	8	13	14	4	17	538	14	
9223	1	1	4	243	18	58	17	
9224	276	5	4	5	5	20	8	
9225	7	41	2	6	10	539	1	
9226	12	398	13	5	16	4	20	
9227	1	399	4	1	18	58	17	
9228	7	400	2	10	6	1	22	
9229	277	4	2	4	4	1	1	
9230	1	13	1	1	77	540	31	
9231	10	13	4	1	6	4	94	
9232	10	32	19	12	6	14	14	
9233	12	15	111	16	6	1	6	
9234	138	22	82	1	9	14	17	
9235	138	22	82	1	72	541	17	
9236	14	16	19	15	6	20	26	
9237	15	29	4	21	30	427	14	
9238	2	8	9	38	17	542	14	
9239	20	28	1	1	15	52	14	
9240	4	16	19	15	6	379	26	
9241	4	4	272	4	4	1	1	
9242	5	8	34	1	77	396	17	
9243	7	8	1	1	10	1	11	
9244	7	13	4	1	6	1	17	
9245	2	13	2	1	6	365	121	
9246	1	401	397	1	10	12	8	
9247	15	34	150	5	17	21	14	
9248	18	5	2	1	6	343	14	
9249	7	41	2	6	13	543	1	
9250	1	5	4	244	32	4	8	
9251	1	7	4	12	5	3	8	
9252	5	7	4	1	10	1	6	
9253	5	5	7	10	8	5	4	
9254	7	15	2	29	6	1	22	
9255	7	5	4	18	6	20	46	
9256	1	5	27	20	6	14	15	
9257	7	8	2	4	6	1	1	
9258	7	11	10	1	4	8	315	
9259	1	1	4	4	18	58	17	
9260	4	4	2	8	4	23	15	
9261	10	13	2	16	17	16	8	
9262	2	13	2	1	10	28	14	
9263	2	13	9	9	6	19	14	
9264	1	8	9	21	6	4	6	
9265	15	29	9	16	30	1	14	
9266	8	13	4	12	6	12	1	
9267	7	5	29	4	6	20	46	
9268	5	5	398	7	8	5	4	
9269	7	11	10	1	393	8	1	
9270	8	16	8	29	2	12	339	
9271	5	5	4	19	10	40	27	
9272	1	1	4	7	18	58	17	
9273	8	37	8	12	2	12	339	
9274	1	2	19	66	15	1	18	
9275	7	8	8	4	6	28	14	
9276	8	10	8	8	6	26	1	
9277	10	16	29	1	17	1	150	
9278	8	70	6	1	6	116	4	
9279	9	22	4	1	10	16	6	
9280	5	13	11	4	15	12	17	
9281	15	12	4	16	6	19	17	
9282	1	2	19	66	15	3	11	
9283	7	8	8	6	6	6	14	
9284	10	16	53	1	6	1	18	
9285	12	5	4	5	5	1	39	
9286	10	32	4	12	10	426	470	
9287	5	5	4	8	15	1	19	
9288	1	1	4	8	18	58	17	
9289	1	402	4	1	18	58	17	
9290	1	1	4	1	18	58	585	
9291	278	13	11	4	15	12	19	
9292	279	9	2	1	6	1	17	
9293	280	2	29	4	9	4	18	
9294	8	403	2	1	6	1	17	
9295	7	5	399	8	14	11	14	
9296	1	8	400	2	6	4	6	
9297	7	2	401	1	10	1	21	
9298	8	9	402	1	6	1	17	
9299	7	41	403	6	10	26	1	
9300	26	5	404	12	5	3	8	
9301	1	10	4	246	9	3	8	
9302	7	5	1	247	13	31	14	
9303	5	12	29	245	9	39	18	
9304	1	5	4	5	394	1	8	
9305	1	5	4	12	395	3	8	
9306	8	9	2	1	396	1	17	
9307	7	5	1	1	397	31	14	
9308	15	5	15	1	398	1	18	
9309	12	8	13	5	399	4	20	
9310	2	16	29	18	42	546	18	
9311	12	8	13	5	16	545	20	
9312	1	5	41	5	10	544	8	
9313	1	5	6	12	13	20	586	
9314	1	10	62	10	15	1	587	
9315	7	5	1	8	14	11	588	
9316	8	9	2	1	6	1	589	
9317	8	9	2	1	6	1	590	
9318	42	8	29	36	9	39	18	
9319	7	25	10	1	6	8	1	
9320	15	29	29	21	30	1	14	
9321	5	12	29	12	9	39	22	
9322	18	8	8	6	3	6	46	
9323	1	1	4	1	19	58	17	
9324	2	5	29	18	400	3	18	
9325	1	43	41	18	13	49	8	
9326	7	14	10	12	1	1	14	
9327	1	8	13	5	16	4	20	
9328	7	14	40	248	1	1	14	
9329	7	15	2	10	6	547	22	
9330	1	8	9	2	401	4	6	
9331	5	40	4	1	10	548	27	
9332	5	6	19	2	6	3	4	
9333	5	6	1	249	6	1	271	
9334	61	60	67	16	10	104	591	
9335	7	12	7	1	116	14	592	
9336	1	5	2	6	6	549	14	
9337	7	11	10	1	14	8	90	
9338	7	25	5	5	10	79	6	
9339	1	8	9	2	6	550	14	
9340	1	5	29	4	46	14	18	
9341	281	4	2	4	148	1	1	
9342	7	11	10	4	6	8	90	
9343	7	14	40	12	1	1	446	
9344	7	5	399	8	253	11	14	
9345	7	11	10	1	6	198	491	
9346	7	11	10	1	14	8	1	
9347	7	48	19	1	14	48	14	
9348	5	5	29	12	16	39	17	
9349	8	13	14	4	16	4	14	
9350	5	35	29	1	45	39	17	
9351	2	8	69	8	32	3	14	
9352	2	2	36	12	17	21	14	
9353	1	9	4	1	18	1	17	
9354	2	5	29	16	42	3	593	
9355	2	5	405	12	17	551	14	
9356	4	16	19	250	6	20	1	
9357	1	13	1	1	6	31	594	
9358	13	8	406	1	10	28	6	
9359	7	88	103	10	36	142	161	
9360	23	5	36	12	6	1	14	
9361	8	8	4	16	77	1	595	
9362	15	29	4	251	30	1	14	
9363	8	9	2	1	6	552	17	
9364	15	16	19	252	6	20	26	
9365	15	16	19	15	6	20	576	
9366	12	29	2	15	273	22	26	
9367	15	16	19	15	4	20	26	
9368	10	12	4	1	14	77	97	
9369	7	12	4	44	14	469	97	
9370	8	29	4	15	402	12	31	
9371	26	9	54	14	10	289	1	
9372	2	53	2	38	19	19	271	
9373	2	136	2	15	19	146	1	
9374	5	15	6	1	9	14	6	
9375	11	8	2	4	6	28	1	
9376	67	11	10	1	6	8	1	
9377	25	59	4	1	1	26	1	
9378	4	8	2	4	6	28	14	
9379	10	5	2	1	13	1	8	
9380	7	43	8	18	25	19	8	
9381	2	5	9	23	17	21	14	
9382	7	10	8	1	6	553	22	
9383	7	404	15	1	6	1	6	
9384	7	187	122	87	15	1	596	
9385	7	405	4	113	17	1	14	
9386	4	406	19	15	6	20	26	
9387	10	16	19	15	6	20	597	
9388	8	16	19	16	6	20	26	
9389	7	187	122	87	17	427	444	
9390	12	12	1	4	6	4	14	
9391	2	8	9	38	17	220	9	
9392	8	13	14	15	6	4	14	
9393	4	16	19	38	6	20	26	
9394	15	13	4	1	9	1	17	
9395	5	5	6	1	9	14	97	
9396	12	19	2	17	6	6	14	
9397	15	29	4	15	30	20	14	
9398	2	354	4	1	6	28	6	
9399	7	11	4	4	15	20	28	
9400	7	5	8	5	10	22	14	
9401	8	12	9	29	2	12	53	
9402	7	8	8	66	9	103	245	
9403	1	8	15	44	17	7	14	
9404	194	8	15	14	10	16	1	
9405	282	2	1	1	10	1	21	
9406	8	407	4	8	162	22	34	
9407	8	408	14	4	17	4	14	
9408	7	409	4	5	42	20	79	
9409	1	8	9	2	6	554	6	
9410	1	8	9	2	6	555	6	
9411	1	5	4	5	5	1	598	
9412	2	5	29	12	16	3	599	
9413	10	10	1	16	1	26	1	
9414	10	10	4	5	1	26	1	
9415	10	7	4	19	10	14	27	
9416	2	13	2	18	42	3	18	
9417	7	13	36	17	9	6	14	
9418	5	7	4	10	6	1	27	
9419	7	5	1	5	15	12	472	
9420	7	15	2	228	6	1	22	
9421	7	14	4	12	148	1	14	
9422	15	16	4	16	15	20	145	
9423	16	12	4	5	17	33	33	
9424	12	19	4	1	7	22	9	
9425	10	11	19	15	6	20	26	
9426	2	5	10	12	17	21	14	
9427	12	5	2	1	6	22	14	
9428	15	5	4	1	17	19	9	
9429	2	12	9	1	41	33	33	
9430	32	11	4	16	15	1	145	
9431	7	5	36	12	17	21	14	
9432	32	11	54	5	1	27	9	
9433	15	16	19	15	7	20	26	
9434	5	10	4	1	103	19	9	
9435	7	410	1	2	6	1	19	
9436	12	10	2	17	6	22	5	
9437	5	9	6	10	6	1	9	
9438	2	5	54	5	17	1	9	
9439	283	8	9	9	56	4	6	
9440	2	5	29	12	403	3	14	
9441	32	28	1	1	404	1	14	
9442	16	10	1	1	13	556	6	
9443	1	2	40	5	241	8	1	
9444	1	11	6	5	6	20	1	
9445	1	8	4	5	27	19	5	
9446	1	9	54	1	6	92	5	
9447	1	8	9	2	6	6	6	
9448	1	10	1	10	15	1	6	
9449	1	9	74	5	6	177	8	
9450	1	5	1	16	6	1	14	
9451	1	5	7	23	17	1	14	
9452	1	5	9	2	1	4	14	
9453	1	7	106	12	10	1	14	
9454	1	43	29	1	77	1	14	
9455	1	13	9	8	94	28	20	
9456	1	1	4	1	18	58	27	
9457	1	5	53	32	14	49	199	
9458	4	16	19	15	6	20	107	
9459	2	9	36	10	17	1	1	
9460	2	12	8	8	27	28	5	
9461	2	10	4	18	6	112	6	
9462	2	1	4	1	6	31	14	
9463	2	2	1	1	6	4	14	
9464	2	5	29	18	13	83	14	
9465	2	10	4	18	6	28	14	
9466	2	10	4	18	77	112	14	
9467	2	13	2	4	6	19	14	
9468	2	42	36	29	17	16	14	
9469	2	61	41	18	42	3	18	
9470	2	18	6	10	6	1	19	
9471	2	5	8	8	27	28	28	
9472	2	5	4	15	6	20	46	
9473	2	11	9	5	6	111	111	
9474	2	10	4	18	6	112	309	
9475	2	11	367	16	6	112	309	
9476	2	13	4	1	6	6	358	
9477	4	4	196	4	4	1	1	
9478	4	5	4	1	10	1	15	
9479	4	4	2	4	68	1	536	
9480	5	12	29	16	101	39	1	
9481	5	5	1	16	15	99	14	
9482	5	6	1	15	6	1	14	
9483	5	5	6	16	9	17	19	
9484	5	13	11	4	15	112	19	
9485	5	6	1	18	6	3	271	
9486	6	5	2	16	36	1	5	
9487	6	60	4	5	27	112	6	
9488	6	13	8	6	27	11	8	
9489	6	57	9	28	7	142	9	
9490	6	9	101	1	10	140	11	
9491	6	301	54	10	7	79	190	
9492	7	6	1	2	6	1	1	
9493	7	11	2	1	6	8	1	
9494	7	3	1	1	6	58	5	
9495	7	2	1	1	6	1	6	
9496	7	9	4	16	6	1	6	
9497	7	13	10	5	6	108	6	
9498	7	5	5	6	25	6	8	
9499	7	13	8	18	25	60	8	
9500	7	5	1	2	6	1	9	
9501	7	2	1	5	9	1	14	
9502	7	2	4	1	6	10	14	
9503	7	5	1	8	14	26	14	
9504	7	5	4	5	5	27	14	
9505	7	5	8	1	6	6	14	
9506	7	9	4	3	15	20	14	
9507	7	13	23	6	6	6	14	
9508	7	14	40	4	1	1	14	
9509	7	16	4	8	6	88	14	
9510	7	3	15	1	6	1	15	
9511	7	2	1	1	217	1	21	
9512	7	2	1	1	217	4	21	
9513	7	2	1	16	6	1	21	
9514	7	5	1	8	14	11	39	
9515	7	11	10	1	5	58	98	
9516	8	13	2	16	1	96	1	
9517	8	10	2	16	1	26	5	
9518	8	13	36	3	6	1	6	
9519	8	38	351	5	6	92	6	
9520	8	8	263	12	6	1	14	
9521	8	13	14	4	217	4	14	
9522	8	18	6	10	17	1	19	
9523	10	13	34	16	15	1	1	
9524	10	38	4	47	27	88	5	
9525	10	5	1	1	6	49	6	
9526	10	11	54	1	6	111	6	
9527	10	9	74	5	15	177	8	
9528	10	43	8	6	25	6	8	
9529	10	18	4	1	7	83	9	
9530	10	13	53	1	72	38	14	
9531	10	60	34	10	11	14	19	
9532	10	9	4	5	15	20	28	
9533	10	9	36	13	15	20	28	
9534	10	13	4	1	36	38	31	
9535	10	13	367	1	72	20	31	
9536	10	13	34	16	15	1	33	
9537	10	16	10	1	11	1	75	
9538	10	13	53	1	72	38	417	
9539	11	16	19	15	6	4	1	
9540	11	19	2	2	6	22	14	
9541	11	16	19	1	6	20	15	
9542	11	5	1	18	10	1	17	
9543	11	13	269	4	6	1	20	
9544	12	5	89	8	6	112	5	
9545	12	60	5	10	6	16	5	
9546	12	5	54	38	27	20	6	
9547	12	8	9	5	3	20	6	
9548	12	11	9	5	3	20	57	
9549	12	5	4	5	6	19	417	
9550	13	8	13	5	17	20	8	
9551	13	2	1	10	6	1	14	
9552	13	5	4	5	17	28	168	
9553	15	5	346	5	6	3	6	
9554	15	11	54	5	103	340	9	
9555	15	8	4	43	15	20	28	
9556	16	8	46	1	6	14	6	
9557	16	12	4	5	6	1	14	
9558	16	12	4	5	6	108	14	
9559	16	44	4	1	6	10	14	
9560	16	6	4	2	6	1	18	
9561	16	13	4	4	6	124	18	
9562	16	13	4	4	6	365	18	
9563	18	12	4	44	10	77	14	
9564	20	28	1	1	15	14	17	
9565	33	2	1	5	10	1	21	
9566	33	5	54	63	17	20	168	
9567	42	35	29	4	9	39	18	
9568	50	5	1	16	6	88	14	
9569	50	9	123	82	15	167	74	
9570	51	9	74	5	6	177	8	
9571	1	5	4	12	13	10	20	
9572	54	5	4	5	36	142	269	
9573	61	60	67	18	6	12	14	
9574	72	16	4	5	7	3	421	
9575	97	9	8	13	15	20	14	
9576	12	5	7	12	15	16	6	
9577	1	8	9	9	6	4	14	
9578	1	8	9	9	6	4	17	
9579	63	8	9	2	6	4	6	
9580	5	9	19	1	14	48	14	
9581	1	5	9	9	94	28	20	
9582	10	11	10	1	6	8	14	
9583	5	411	29	1	45	39	18	
9584	7	5	407	1	6	31	14	
9585	7	41	2	253	10	26	1	
9586	8	412	9	29	2	47	5	
9587	1	5	4	5	5	3	1	
9588	50	5	1	8	14	3	14	
9589	12	5	4	5	5	3	8	
9590	7	5	1	5	5	3	8	
9591	1	5	4	5	5	88	8	
9592	11	5	1	5	5	3	1	
9593	13	8	4	1	405	19	14	
9594	7	19	10	1	6	8	600	
9595	7	413	10	18	6	8	1	
9596	5	6	1	2	6	20	471	
9597	7	9	4	2	6	20	14	
9598	7	28	1	2	6	1	14	
9599	7	62	1	2	6	20	17	
9600	20	28	1	1	15	20	14	
9601	163	62	1	2	6	1	14	
9602	180	10	9	16	17	1	15	
9603	7	5	408	2	6	20	17	
9604	7	6	9	254	1	1	14	
9605	5	6	33	2	6	3	601	
9606	2	5	36	12	17	21	17	
9607	5	35	2	1	45	39	18	
9608	7	5	36	1	1	22	1	
9609	7	75	9	6	25	6	6	
9610	7	13	8	6	30	138	8	
9611	61	6	67	16	10	104	14	
9612	61	13	67	16	10	104	14	
9613	284	12	4	44	14	469	97	
9614	285	15	2	10	6	1	22	
9615	286	5	36	12	17	21	17	
9616	287	175	8	6	406	6	8	
9617	2	5	409	12	17	21	14	
9618	7	15	2	255	6	1	22	
9619	7	13	8	6	407	6	8	
9620	8	13	14	4	408	4	14	
9621	7	120	8	8	25	557	14	
9622	8	13	14	4	17	558	14	
9623	8	29	4	15	232	12	31	
9624	7	29	8	5	9	11	31	
9625	15	35	4	21	30	1	14	
9626	5	5	4	5	9	14	245	
9627	8	29	4	4	14	4	14	
9628	2	17	70	16	6	19	18	
9629	10	29	4	10	77	28	14	
9630	4	16	19	15	6	5	1	
9631	15	8	4	16	6	1	17	
9632	288	31	4	1	39	12	106	
9633	289	29	4	15	409	12	106	
9634	8	414	4	15	17	12	31	
9635	8	13	14	4	410	1	14	
9636	2	29	4	1	6	559	121	
9637	8	29	4	15	17	12	602	
9638	13	8	4	1	6	1	603	
9639	2	5	36	12	17	21	604	
9640	8	29	4	15	17	12	605	
