ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB
5581	65	194	86	182	136	82	209
5582	17	19	212	20	358	18	162
5583	2	1	2	1	13	1	62
5584	18	22	26	61	11	105	99
5585	18	22	26	61	195	20	169
5586	2	9	2	1	13	1	776
5587	2	20	416	1	9	146	93
5588	2	1	11	1	10	1	112
5589	69	19	90	20	125	18	81
5590	2	3	435	1	9	7	4
5591	6	3	1	1	12	8	4
5592	2	1	1	1	140	44	790
5593	17	19	39	39	552	21	262
5594	18	22	56	162	556	13	51
5595	45	18	21	105	455	22	786
5596	2	9	2	1	13	1	787
5597	16	24	21	40	106	17	67
5598	16	18	21	33	55	17	341
5599	294	3	1	1	4	331	4
5600	306	24	21	27	47	22	188
5601	4	114	2	1	7	70	34
5602	2	6	1	3	26	1	758
5603	2	1	1	8	10	4	202
5604	1	6	1	1	1	1	778
5605	2	6	17	368	20	10	25
5606	2	53	3	1	550	4	779
5607	18	22	18	22	25	37	780
5608	18	22	26	22	31	74	781
5609	18	22	26	16	93	317	51
5610	2	1	1	1	1	318	665
5611	301	1	3	1	9	27	4
5612	302	4	6	1	7	4	4
5613	3	4	6	1	551	4	38
5614	1	6	1	1	7	1	1
5615	2	6	1	5	1	1	6
5616	3	4	6	5	7	4	38
5617	16	1	21	27	47	122	75
5618	17	19	79	20	108	18	142
5619	18	22	56	110	159	141	357
5620	2	5	1	1	26	1	31
5621	2	3	6	1	9	102	13
5622	17	3	39	20	228	70	162
5623	2	1	1	26	4	1	18
5624	4	3	2	1	9	1	299
5625	2	1	1	3	40	1	22
5626	4	1	2	3	1	4	4
5627	2	1	2	1	12	1	271
5628	50	80	92	39	7	18	148
5629	50	80	92	39	228	250	162
5630	18	22	26	61	79	13	9
5631	18	23	26	63	123	92	192
5632	2	1	2	1	10	1	179
5633	17	19	29	25	27	21	148
5634	2	1	11	1	9	10	7
5635	26	1	1	1	7	4	9
5636	2	3	87	1	12	1	4
5637	2	5	1	1	21	1	24
5638	26	40	1	1	1	44	5
5639	4	1	1	367	1	1	4
5640	14	1	2	1	14	1	1
5641	6	3	1	1	7	1	23
5642	4	1	4	26	21	5	35
5643	4	1	425	26	1	1	4
5644	17	19	82	81	553	63	148
5645	303	19	79	20	150	18	406
5646	16	24	21	27	76	22	71
5647	38	19	39	20	417	123	130
5648	98	19	28	39	122	21	52
5649	284	232	426	370	554	301	782
5650	18	200	427	61	11	92	99
5651	18	22	26	70	79	13	50
5652	16	64	21	53	50	22	207
5653	17	19	428	39	555	21	142
5654	17	19	429	39	105	21	53
5655	17	19	39	39	315	21	126
5656	18	15	26	22	94	37	285
5657	16	18	84	91	57	319	85
5658	18	22	26	61	31	128	154
5659	18	22	26	59	174	13	49
5660	232	19	28	39	228	18	783
5661	17	19	39	39	478	18	166
5662	17	19	39	20	156	18	385
5663	17	55	39	20	103	18	52
5664	16	18	21	33	558	22	74
5665	16	24	21	31	76	57	67
5666	16	24	21	49	83	22	67
5667	16	24	21	31	47	320	784
5668	72	24	21	138	76	17	105
5669	18	22	122	378	570	20	99
5670	18	15	436	63	269	13	51
5671	17	19	430	39	187	21	125
5672	17	19	28	20	258	18	148
5673	38	19	82	371	172	63	148
5674	18	22	26	372	252	13	51
5675	17	19	92	20	559	271	52
5676	5	5	210	1	7	4	23
5677	16	18	21	27	132	66	251
5678	17	80	39	20	105	21	197
5679	28	24	21	33	47	153	67
5680	16	24	84	53	452	22	45
5681	42	15	18	63	142	37	593
5682	304	19	431	39	560	21	162
5683	16	18	21	38	561	22	404
5684	4	1	1	3	21	4	35
5685	16	18	21	27	47	22	207
5686	18	23	26	61	429	38	169
5687	17	55	127	20	30	21	52
5688	17	19	66	20	105	21	162
5689	17	55	39	39	228	18	785
5690	50	19	154	39	105	321	166
5691	14	1	2	1	7	1	1
5692	38	233	156	373	562	21	126
5693	16	24	21	40	47	93	75
5694	16	18	93	27	41	22	105
5695	16	18	223	27	55	17	67
5696	2	1	6	75	9	7	18
5697	16	24	21	49	39	66	45
5698	16	24	21	49	76	59	67
5699	38	19	432	114	268	21	148
5700	16	18	21	27	53	29	67
5701	18	71	104	59	31	74	788
5702	17	19	79	58	108	21	232
5703	16	24	21	27	68	40	67
5704	16	24	21	53	42	17	188
5705	18	80	39	39	117	18	197
5706	16	24	21	53	53	40	103
5707	4	1	1	20	21	322	789
5708	305	19	79	39	563	21	52
5709	32	5	1	1	9	4	25
5710	16	18	21	374	564	323	67
5711	18	22	56	375	11	38	51
5712	38	19	39	20	565	21	772
5713	16	24	21	76	50	22	152
5714	38	19	188	39	187	21	162
5715	18	22	26	90	11	13	51
5716	18	22	26	59	11	20	312
5717	18	22	18	108	94	37	380
5718	2	1	101	1	12	25	25
5719	307	22	85	61	7	92	99
5720	17	19	370	39	562	21	53
5721	18	22	26	59	566	38	51
5722	2	3	4	97	12	324	39
5723	2	3	1	1	9	4	39
5724	17	19	66	39	219	240	53
5725	2	1	1	50	1	4	4
5726	16	24	21	27	39	22	288
5727	17	19	319	58	567	325	238
5728	18	22	25	1	11	13	51
5729	2	1	2	17	27	1	1
5730	2	1	2	1	1	4	791
5731	2	1	1	2	16	4	337
5732	18	201	26	22	94	20	49
5733	2	1	1	1	12	1	421
5734	2	3	6	1	9	7	299
5735	17	19	148	58	73	21	797
5736	18	23	433	333	11	142	228
5737	17	234	66	39	568	21	792
5738	2	1	65	1	10	4	793
5739	16	18	21	31	92	29	67
5740	17	73	39	39	187	18	794
5741	18	22	18	125	25	20	165
5742	2	1	434	1	13	1	62
5743	18	22	26	16	402	13	51
5744	18	22	74	16	7	326	99
5745	42	23	74	110	7	38	192
5746	16	18	21	376	68	22	67
5747	16	18	137	27	92	59	207
5748	18	22	18	64	114	13	51
5749	17	19	127	379	492	21	342
5750	2	1	2	1	10	1	24
5751	17	19	69	39	122	21	795
5752	17	19	148	58	401	21	798
5753	2	1	1	1	10	1	9
5754	3	1	1	1	20	2	62
5755	4	1	2	6	2	5	9
5756	2	81	2	3	8	1	2
5757	38	19	175	377	569	21	796
5758	2	3	5	20	12	4	9
5759	2	20	2	1	9	11	355
5760	17	19	28	20	103	18	52
5761	18	22	18	63	11	13	672
5762	7	40	169	26	1	1	23
5763	16	18	21	40	104	22	67
5764	2	1	2	380	7	4	4
5765	2	3	2	17	101	1	121
5766	16	24	21	27	137	30	67
5767	4	1	424	1	12	1	25
5768	2	3	1	39	7	1	9
5769	2	1	2	369	101	315	129
5770	299	135	26	22	31	13	50
5771	16	18	21	32	41	33	73
5772	4	1	1	1	10	316	777
5773	300	5	1	4	8	2	12
5774	45	18	21	105	29	22	67
5775	2	3	6	75	9	7	4
5776	2	1	5	1	9	1	13
5777	2	1	2	3	7	1	17
5778	16	18	296	27	146	59	618
5779	16	24	109	32	39	22	67
5780	16	24	21	27	44	22	178
5781	16	18	21	27	120	40	67
5782	16	24	21	27	28	22	183
5784	2	1	1	2	61	4	13
5785	2	6	1	3	26	46	77
5786	2	3	2	1	10	4	12
5787	2	1	2	4	1	11	13
5788	2	1	1	1	17	1	13
5789	2	1	65	1	10	4	4
5791	3	1	2	217	1	46	4
5792	38	19	92	275	96	266	148
5794	16	24	21	27	52	17	152
5795	16	18	21	382	155	22	67
5796	18	22	283	1	98	38	99
5797	38	19	53	58	73	21	148
5798	16	235	437	381	65	22	799
5799	2	1	2	2	48	4	4
5800	2	9	2	1	13	1	61
5801	2	1	1	26	1	1	800
5802	16	32	21	154	68	22	67
5803	10	1	209	383	7	327	801
5804	308	19	438	112	122	21	797
5805	2	237	15	1	18	4	70
5806	18	15	398	345	11	13	106
5807	2	1	1	1	9	328	12
5808	4	1	3	1	7	1	7
5809	18	3	1	1	1	1	4
5810	309	1	1	20	61	4	132
5811	310	1	5	1	7	11	24
5812	16	24	36	384	47	22	67
5813	2	238	1	1	13	1	16
5814	2	1	5	1	26	4	802
5815	3	239	1	1	1	1	4
5816	4	16	2	1	571	3	40
5817	311	1	1	1	1	1	4
5818	113	187	2	1	10	16	121
5819	3	4	6	1	7	329	38
5820	17	19	39	20	371	18	803
5821	16	24	21	40	92	17	134
5822	2	6	2	385	12	1	4
5823	16	24	21	31	47	22	804
5824	2	1	1	2	572	4	18
5825	2	3	439	75	9	7	137
5826	2	1	2	1	10	4	62
5827	3	5	95	1	16	1	805
5828	2	3	6	1	16	7	4
5829	3	1	2	4	1	1	809
5830	3	3	1	1	1	1	13
5831	2	1	13	3	1	4	25
5832	2	3	2	2	6	4	806
5833	2	3	1	2	6	4	4
5834	16	24	21	32	68	22	45
5835	4	3	2	2	66	4	4
5836	4	1	440	2	27	1	4
5837	3	1	1	3	3	28	39
5838	4	3	1	36	573	10	14
5839	4	6	1	3	26	1	77
5840	2	1	1	6	7	330	12
5841	2	1	1	1	101	1	18
5842	18	22	441	61	167	69	51
5843	142	24	21	27	54	22	67
5844	2	1	1	1	3	27	19
5845	18	22	26	63	167	13	807
5846	16	18	45	44	87	40	67
5847	18	22	55	64	25	13	51
5848	16	24	21	53	29	22	75
5849	2	1	1	1	275	1	62
5850	2	3	1	2	9	4	808
5851	298	9	2	1	13	1	16
5852	10	123	2	1	7	4	224
5853	2	1	2	1	1	44	9
5854	18	22	55	16	31	13	312
5855	2	1	1	8	7	1	9
5856	2	4	2	1	26	1	24
5857	60	18	21	33	53	22	810
5858	2	1	99	1	575	1	9
5859	3	1	2	386	1	46	4
5860	16	24	442	27	41	22	67
5861	16	24	36	27	29	22	811
5862	2	213	443	1	10	4	4
5863	156	210	214	186	304	332	812
5864	16	32	21	133	39	22	813
5865	16	240	21	27	54	22	85
5866	25	33	1	387	7	1	56
5867	18	22	26	59	576	20	51
5868	2	1	2	388	7	1	7
5869	312	9	2	1	13	1	16
5870	2	3	1	388	4	4	4
5871	2	1	1	1	4	4	418
5872	161	22	18	16	322	13	192
5873	314	35	2	35	56	24	19
5874	2	4	2	2	1	4	382
5875	2	1	1	3	3	1	15
5876	16	24	21	27	92	17	288
5877	4	1	2	1	1	4	12
5878	27	3	1	1	4	1	17
5879	4	6	1	5	4	1	6
5880	4	3	6	1	9	7	4
5881	15	35	1	1	1	4	38
5882	1	1	1	1	1	259	1
5883	2	61	65	6	3	15	4
5884	2	3	1	1	574	4	4
5885	4	9	2	279	1	1	16
5886	2	1	5	285	9	4	257
5887	2	2	2	14	1	1	40
5888	4	1	1	1	27	1	35
5889	2	1	164	1	7	4	100
5890	4	1	5	1	129	11	24
5891	2	1	2	1	7	67	25
5892	2	5	118	1	10	1	822
5893	17	19	28	20	117	333	162
5894	17	241	39	39	108	334	156
5895	17	19	39	389	122	18	52
5896	2	1	1	1	577	3	814
5897	2	242	2	2	6	4	815
5898	4	243	1	36	9	10	14
5899	25	33	444	26	10	1	56
5900	2	1	445	1	27	5	42
5901	18	22	74	64	154	20	816
5902	2	1	1	1	7	335	817
5903	18	244	446	61	11	41	51
5904	18	15	447	61	93	37	99
5905	30	18	21	49	47	22	818
5906	2	3	108	26	3	336	64
5907	2	1	2	1	9	303	819
5908	16	24	21	27	55	17	67
5909	16	18	45	44	87	337	820
5910	313	127	448	164	58	83	821
5911	2	1	444	1	4	4	4
5912	2	1	2	1	4	85	4
5914	2	1	1	35	56	24	19
5915	2	3	1	97	12	1	4
5917	2	1	1	2	1	4	333
5918	2	1	1	1	7	31	36
5919	18	22	18	16	172	13	51
5920	3	4	1	1	9	4	38
5921	4	1	20	1	578	27	12
5922	18	22	18	16	25	13	823
5923	2	245	1	1	9	1	6
5924	2	1	2	1	2	2	824
5925	315	24	21	27	39	22	176
5926	165	22	26	22	115	38	50
5927	18	15	26	16	11	13	825
5928	316	24	21	53	47	153	67
5929	16	18	43	53	50	17	67
5930	2	1	2	1	10	1	826
5931	2	1	1	1	9	338	12
5932	4	5	2	1	12	1	40
5933	43	1	2	1	10	4	827
5934	43	1	2	1	10	4	828
5935	2	1	1	1	9	4	829
5936	2	1	1	1	9	4	830
5937	317	1	1	1	9	4	12
5938	2	246	1	1	9	4	12
5939	2	3	449	1	9	4	12
5940	2	1	1	1	579	4	12
5941	2	1	450	1	9	339	12
5942	2	1	2	1	9	1	831
5943	318	3	1	1	9	4	12
5944	18	15	18	59	115	13	194
5945	18	67	85	61	115	38	832
5946	2	1	11	390	1	1	13
5947	2	1	1	17	27	1	19
5948	17	55	96	20	113	18	364
5949	2	1	1	1	1	4	22
5951	16	24	21	40	153	57	45
5952	4	3	35	1	1	4	59
5953	17	19	92	275	184	266	676
5954	38	63	286	84	133	63	148
5955	18	22	26	22	154	38	192
5957	16	18	21	105	83	17	74
5958	18	109	191	61	11	38	208
5959	17	19	66	301	580	21	52
5960	4	3	1	36	9	340	14
5961	50	19	92	39	272	21	148
5963	269	19	79	20	113	21	153
5964	98	19	90	20	117	21	162
5965	16	18	43	31	47	22	75
5966	2	51	1	26	8	1	833
5967	18	22	26	96	115	38	51
5968	38	63	82	391	172	63	148
5969	2	3	87	1	12	341	26
5970	2	6	1	392	26	1	77
5971	2	3	451	1	4	4	4
5972	22	9	2	1	13	1	16
5973	17	80	39	20	228	21	197
5974	24	1	1	1	3	4	59
5975	2	3	2	101	3	4	13
5976	2	9	2	1	1	1	1
5977	3	3	1	1	1	1	35
5978	4	4	1	1	7	4	1
5979	4	3	1	36	9	1	42
5980	3	4	6	1	7	4	14
5981	1	1	452	1	1	1	1
5982	3	4	1	1	467	4	4
5983	3	4	1	1	467	1	4
5984	2	9	2	1	13	1	65
5985	2	9	2	1	13	1	834
5986	2	9	2	1	13	1	835
5987	2	9	2	1	13	1	836
5988	2	6	1	3	8	1	16
5989	2	1	1	1	581	1	18
5990	2	9	2	1	582	4	4
5991	2	4	6	1	583	1	7
5992	2	79	2	1	1	4	837
5993	4	1	2	52	1	211	7
5994	4	1	2	37	21	1	64
5995	319	1	1	1	1	1	1
5996	2	1	453	1	3	1	12
5997	2	1	20	2	128	6	839
5998	2	247	1	2	61	1	132
5999	16	24	60	33	83	40	838
6000	2	68	1	2	89	4	4
6001	18	22	26	23	127	13	49
6002	2	1	2	36	1	10	43
6003	10	20	1	1	10	1	16
6004	2	1	1	1	9	46	9
6005	3	4	6	1	386	4	4
6006	10	20	2	1	9	342	12
6007	2	1	2	1	584	1	112
6008	2	83	1	1	585	1	9
6009	3	4	6	1	12	1	38
6010	2	6	454	3	8	1	56
6011	18	23	26	63	115	20	192
6012	18	248	18	16	94	13	50
6013	4	1	1	26	3	7	24
6014	2	10	1	393	56	24	31
6015	2	3	2	1	12	4	26
6016	2	6	3	1	1	102	25
6017	113	1	2	1	242	16	121
6018	2	1	5	3	7	4	5
6019	16	24	21	27	29	22	200
6020	16	24	30	27	92	59	55
6021	2	76	1	1	10	1	112
6022	16	24	21	27	53	22	80
6023	2	3	2	1	1	4	840
6024	16	18	21	27	47	22	45
6025	16	18	21	132	50	22	75
6026	2	1	1	82	1	4	336
6027	2	31	111	1	10	4	4
6028	15	3	1	1	1	300	4
6029	2	3	1	3	8	1	16
6030	3	3	1	1	191	1	79
6031	3	3	1	1	1	1	841
6032	4	1	20	1	7	4	38
6033	3	3	455	1	1	1	79
6034	3	3	1	1	1	343	79
6035	320	6	1	1	147	1	31
6036	2	1	20	1	12	344	16
6037	321	1	20	20	9	4	10
6038	16	18	21	78	87	22	71
6039	3	5	2	1	16	1	842
6040	42	23	26	110	11	105	208
6041	16	24	21	27	39	22	67
6042	16	24	21	40	47	22	67
6043	72	24	21	33	47	345	152
6044	2	1	2	26	177	1	843
6045	10	1	2	20	1	4	13
6046	4	4	1	97	27	7	844
6047	4	249	1	2	46	4	4
6048	17	80	82	39	170	63	162
6049	2	4	5	1	586	1	40
6050	2	1	456	214	9	1	12
6051	16	18	295	269	533	22	586
6052	29	24	21	27	44	22	67
6053	16	24	30	78	81	346	67
6054	2	1	20	1	1	4	6
6055	322	22	26	110	107	20	192
6056	65	59	86	182	136	181	170
6057	2	1	2	26	12	1	38
6058	323	5	1	1	7	1	6
6059	42	23	26	59	587	38	51
6060	16	24	134	27	65	93	845
6061	16	24	296	394	278	22	287
6062	2	1	1	1	4	4	846
6063	2	68	1	1	1	1	847
6064	2	1	450	1	9	4	12
6065	324	1	1	1	9	1	4
6066	16	24	21	27	39	347	85
6067	18	23	56	395	11	43	99
6068	2	3	1	4	1	4	848
6069	2	1	303	1	4	348	19
6070	325	1	1	1	21	1	35
6071	2	3	6	1	588	4	4
6072	16	82	30	268	84	22	417
6073	3	1	1	1	1	4	135
6074	3	1	13	34	63	1	23
6075	16	18	223	132	47	17	67
6076	16	18	21	53	65	22	75
6077	2	1	1	1	3	25	40
6078	71	1	1	2	16	4	665
6079	16	24	21	27	55	22	85
6080	18	22	26	63	115	13	643
6081	16	24	36	53	47	60	67
6082	10	20	1	1	9	11	14
6083	4	1	2	1	9	1	16
6084	4	1	215	1	20	1	218
6085	2	10	12	1	10	1	4
6086	3	250	1	1	1	1	4
6087	2	1	2	1	7	1	849
6088	2	1	13	2	3	1	9
6089	4	1	2	1	1	4	42
6090	2	1	1	1	16	4	58
6091	10	1	1	210	10	215	112
6092	3	4	6	1	7	4	851
6093	2	1	11	1	590	4	13
6094	10	7	1	1	1	1	850
6095	2	1	2	1	589	4	25
6096	327	6	1	9	12	4	9
6097	326	1	1	26	1	1	54
6098	2	1	458	2	10	4	110
6099	1	1	35	1	10	25	87
6100	16	64	21	27	47	33	207
6101	328	22	26	96	167	13	51
6102	18	15	26	16	11	349	106
6103	98	19	39	20	34	21	52
6104	4	1	37	361	3	4	39
6105	2	251	2	1	13	1	16
6106	50	19	282	39	170	18	853
6107	4	1	7	1	9	1	23
6108	42	22	18	396	79	41	51
6109	30	18	21	121	47	22	67
6110	16	24	30	27	92	59	293
6111	2	3	1	2	2	1	43
6112	42	22	56	22	31	92	208
6113	3	3	1	1	1	350	854
6114	2	1	1	87	7	269	12
6115	2	1	1	1	4	4	855
6116	9	4	2	397	1	1	27
6117	224	47	2	1	1	1	12
6118	2	6	1	3	8	46	18
6119	2	1	1	3	3	4	135
6120	2	6	1	5	4	71	6
6121	17	19	66	301	35	21	52
6122	54	3	1	1	1	1	856
6123	10	1	2	1	9	27	31
6124	4	3	1	1	10	4	12
6125	2	6	1	1	27	5	44
6126	2	1	1	1	2	1	373
6127	2	3	1	39	9	1	2
6128	2	1	2	17	27	1	4
6129	2	1	2	17	27	1	14
6130	18	22	26	96	31	13	149
6131	2	1	1	1	7	1	26
6132	16	29	21	76	29	17	281
6133	2	1	1	1	247	4	46
6134	10	1	1	1	9	10	18
6135	17	19	28	20	34	21	277
6136	2	1	5	117	10	4	25
6137	10	9	2	17	10	1	123
6138	3	1	65	1	16	1	40
6139	2	1	1	26	4	1	12
6140	38	19	53	20	73	18	130
6141	16	24	21	66	47	22	67
6142	278	1	1	20	56	4	31
6143	42	23	26	96	107	38	51
6144	16	45	21	201	47	22	207
6145	18	22	26	110	195	38	314
6146	2	3	2	26	247	1	4
6147	3	3	1	8	21	4	4
6148	3	1	1	1	2	1	43
6149	18	22	63	127	252	13	149
6150	2	10	13	1	12	1	18
6151	1	1	1	1	1	1	859
6152	330	1	1	1	1	1	1
6153	1	1	1	1	1	1	860
6154	1	1	1	1	594	1	1
6155	3	3	1	1	1	1	861
6156	16	24	21	27	561	22	188
6157	16	24	459	27	47	22	188
6158	2	1	1	26	7	1	13
6159	2	1	5	26	7	5	23
6160	18	22	26	16	25	13	51
6161	2	5	2	2	7	9	10
6162	52	1	20	2	1	351	47
6163	2	10	4	37	4	4	34
6164	3	3	158	1	1	1	42
6165	2	3	1	1	595	4	4
6166	2	9	2	399	13	1	16
6167	2	10	460	1	56	24	31
6168	16	18	21	40	76	22	67
6169	2	9	2	1	13	1	863
6170	38	19	53	58	73	21	162
6171	4	1	1	1	21	1	864
6172	18	19	79	63	167	20	51
6173	4	1	1	1	7	4	9
6174	88	22	63	22	1	38	114
6175	18	3	56	61	266	352	380
6176	18	253	56	61	266	352	169
6177	10	1	1	1	10	4	112
6178	2	3	1	5	11	1	15
6179	4	1	2	400	1	1	7
6180	2	7	70	1	9	6	13
6181	2	6	2	156	4	4	311
6182	16	18	21	27	153	22	152
6183	16	24	227	49	194	22	67
6184	38	19	175	114	268	21	148
6185	16	24	21	27	432	22	23
6186	18	22	18	90	31	13	622
6187	2	4	1	1	275	1	62
6188	2	1	1	14	8	25	15
6189	10	1	5	8	9	8	24
6190	3	1	1	1	177	1	4
6191	232	19	92	39	100	239	575
6192	2	1	1	2	27	4	64
6193	2	3	1	2	9	4	4
6194	2	6	1	52	147	1	31
6195	16	24	43	27	47	17	281
6196	2	1	1	1	16	8	62
6197	50	19	286	20	97	18	126
6198	3	1	2	6	7	4	12
6199	17	19	39	39	207	18	148
6200	2	47	377	1	7	1	9
6201	17	19	69	263	185	21	52
6202	2	1	20	26	1	7	22
6203	41	1	1	1	9	4	12
6204	1	1	1	1	515	1	1
6205	16	24	21	67	47	40	45
6206	4	1	2	52	1	350	7
6207	2	10	13	1	10	1	25
6208	2	1	2	1	10	4	38
6209	16	24	21	27	596	40	124
6210	2	1	1	26	7	4	12
6211	16	64	21	53	54	33	207
6212	16	24	21	27	203	40	67
6213	3	1	1	20	7	4	66
6214	4	106	20	18	9	4	25
6215	4	1	297	1	3	27	9
6216	17	19	144	39	407	21	72
6217	16	18	84	91	44	22	67
6218	2	5	2	26	16	1	488
6219	16	24	21	31	92	17	324
6220	17	19	28	20	108	55	142
6221	4	1	1	1	14	7	766
6222	2	1	395	6	9	4	70
6223	18	22	26	372	94	13	51
6224	2	3	2	380	6	4	4
6225	8	1	1	2	1	1	23
6226	16	24	21	27	50	22	188
6227	2	1	5	26	1	1	19
6228	2	1	1	1	10	4	19
6229	16	24	21	49	120	22	67
6230	16	18	103	27	55	22	675
6231	17	19	28	39	51	21	196
6232	2	1	2	1	10	1	40
6233	16	18	21	27	29	22	105
6234	2	9	2	210	13	1	10
6235	60	18	21	44	42	17	67
6236	2	1	461	1	12	1	68
6237	9	4	2	284	1	1	27
6238	16	18	21	49	155	22	152
6239	16	254	21	38	68	22	45
6240	2	1	2	1	10	1	865
6241	18	22	26	61	328	354	867
6242	3	3	257	1	1	1	4
6243	2	1	1	1	4	4	866
6244	122	53	3	1	10	4	18
6245	2	1	38	1	3	3	38
6246	2	3	1	4	1	4	868
6247	50	80	82	275	597	266	148
6248	4	1	1	69	3	7	19
6249	2	1	2	1	7	4	91
6250	10	5	1	1	598	10	427
6251	38	19	39	20	287	127	148
6252	16	18	45	44	55	22	85
6253	2	30	2	1	599	4	12
6254	2	6	1	401	4	1	6
6255	2	1	1	46	600	1	12
6256	17	19	28	20	113	18	52
6257	332	24	21	38	41	17	67
6258	3	255	6	1	7	4	38
6259	2	6	462	3	26	1	77
6260	2	6	1	5	601	1	6
6261	2	6	462	3	26	1	869
6262	2	9	2	1	13	1	870
6263	3	256	1	1	1	1	4
6264	2	1	1	1	7	4	16
6265	4	1	463	52	1	1	7
6266	333	19	28	20	602	21	315
6267	3	1	41	14	3	1	19
6268	2	1	11	1	9	8	13
6269	2	1	1	1	218	1	871
6270	1	1	1	1	142	1	1
6271	4	1	2	52	1	1	34
6272	4	1	2	4	1	1	15
6273	2	1	1	1	72	131	4
6274	18	22	26	22	11	13	192
6275	18	19	39	58	126	21	772
6276	16	24	464	27	39	22	67
6277	4	1	465	52	1	1	7
6278	1	6	466	1	1	1	1
6279	18	1	74	64	154	20	99
6280	4	22	2	1	1	4	4
6281	4	1	19	52	1	1	7
6282	2	1	467	1	12	1	40
6283	10	257	1	1	9	4	872
6284	2	3	1	20	109	1	18
6285	4	1	2	1	7	355	12
6286	10	1	19	1	1	4	9
6287	2	1	4	1	10	5	30
6288	6	3	1	1	12	356	4
6289	38	19	282	39	603	63	148
6290	51	1	5	1	9	357	13
6291	2	1	5	1	604	8	13
6292	2	1	4	1	12	5	4
6293	6	3	2	1	12	1	4
6294	2	3	2	1	9	4	5
6295	2	9	2	1	13	1	56
6296	2	3	2	1	9	10	12
6297	2	1	2	3	27	1	4
6298	42	22	26	61	526	20	50
6299	18	22	208	169	11	128	99
6300	14	1	2	402	135	4	12
6301	2	1	1	1	1	1	665
6302	334	3	2	2	6	4	4
6303	18	22	26	16	25	13	873
6304	18	22	26	302	154	52	51
6305	335	1	1	1	2	1	2
6306	2	3	11	20	7	1	13
6307	3	1	2	1	1	4	2
6308	2	1	1	146	7	1	12
6309	2	1	2	1	1	4	16
6310	2	1	19	1	10	4	13
6311	60	24	21	27	47	22	67
6312	3	3	468	1	1	1	874
6313	10	1	1	1	9	4	872
6314	16	18	43	27	54	22	67
6315	3	3	1	1	1	1	512
6316	14	1	2	1	21	1	875
6317	3	16	1	1	20	1	40
6318	16	24	21	33	53	22	80
6319	4	258	2	52	1	1	7
6320	2	1	13	26	21	5	876
6321	2	9	2	1	13	1	877
6322	10	1	469	1	1	4	9
6323	18	23	26	22	11	41	313
6324	2	52	1	403	7	1	46
6325	336	80	28	20	34	18	52
6326	3	3	1	1	605	1	18
6327	337	24	21	38	41	17	67
6328	2	3	183	404	118	1	13
6329	1	6	1	1	1	1	878
6330	338	1	1	1	3	3	38
6331	14	2	2	1	1	94	211
6332	2	1	415	4	1	1	5
6333	2	1	2	405	2	1	2
6334	2	3	6	1	7	10	7
6335	2	1	1	1	1	1	31
6336	2	1	1	2	606	4	132
6337	4	1	2	209	1	1	38
6338	2	1	1	2	9	1	2
6339	4	4	1	1	48	1	4
6340	2	6	1	146	20	10	25
6341	4	1	1	1	10	1	9
6342	4	1	2	5	1	1	7
6343	16	24	21	33	92	22	67
6344	16	18	21	49	76	22	80
6345	16	24	21	53	29	22	879
6346	16	45	21	121	39	22	67
6347	16	24	21	31	38	22	85
6348	104	19	149	39	113	21	276
6349	18	22	26	61	167	52	154
6350	18	15	55	109	11	37	880
6351	18	22	120	59	607	13	51
6352	42	22	135	110	193	38	51
6353	2	1	11	1	10	10	881
6354	2	3	1	1	10	4	24
6355	18	22	25	63	231	13	51
6356	18	22	25	22	25	38	227
6357	339	3	1	1	9	10	9
6358	4	1	1	2	319	23	100
6359	3	1	1	1	63	1	64
6360	2	68	1	14	1	1	461
6361	2	1	2	5	7	1	38
6362	2	1	2	1	1	25	18
6363	4	1	1	7	608	7	4
6364	2	3	1	1	4	4	882
6365	340	3	1	1	4	4	4
6366	2	3	2	1	101	4	5
6367	2	3	1	5	7	1	271
6368	2	6	2	14	8	1	15
6369	2	5	425	1	12	1	18
6370	18	22	18	22	115	41	179
6371	16	18	21	27	92	22	67
6372	4	3	1	36	9	358	14
6373	2	100	2	1	9	1	112
6374	2	1	5	1	1	4	110
6375	10	3	1	1	1	4	4
6376	2	6	17	406	20	10	25
6377	267	1	2	52	1	1	7
6378	4	1	1	26	10	4	4
6379	4	1	1	26	1	27	2
6380	2	1	1	2	609	1	839
6381	2	51	2	1	13	1	16
6382	2	1	2	1	7	11	43
6383	4	1	6	1	6	2	12
6384	2	3	1	1	4	4	883
6385	16	24	21	31	47	22	67
6386	3	3	1	1	610	1	4
6387	16	18	21	76	55	17	103
6388	17	19	39	20	150	21	119
6389	2	2	2	1	7	4	885
6390	2	3	1	1	611	4	4
6391	2	1	2	6	10	1	62
6392	2	1	11	1	9	8	647
6393	18	22	18	22	11	20	51
6394	2	3	2	2	6	4	886
6395	2	1	2	1	10	1	34
6396	32	1	1	1	1	1	4
6397	10	1	1	1	16	1	12
6398	17	260	39	20	482	18	52
6399	18	15	398	16	11	13	106
6400	2	1	1	1	9	1	16
6401	2	3	1	1	372	56	18
6402	1	1	1	1	1	1	887
6403	18	22	26	59	92	13	192
6404	2	1	1	37	10	1	79
6405	2	3	244	4	9	4	889
6406	3	4	6	1	7	4	888
6407	2	1	258	34	63	1	64
6408	2	9	2	1	13	1	39
6409	42	22	26	22	115	13	891
