ST	aroC	dnaN	hemD	hisD	purE	sucA	thrA
4735	230	523	422	1021	322	340	359	
4736	56	25	696	83	237	86	27	
4737	41	42	43	1022	9	12	2	
4738	806	176	27	313	85	24	24	
4739	285	26	30	668	464	145	134	
4740	14	726	43	123	118	115	120	
4741	22	727	25	21	10	23	23	
4742	71	139	25	565	822	156	147	
4743	2	2	15	14	15	774	12	
4744	101	97	8	94	304	19	126	
4745	47	728	224	461	38	221	453	
4746	631	63	48	1023	36	165	3	
4748	33	729	30	26	21	32	28	
4749	62	91	697	106	39	6	874	
4750	13	730	17	16	117	16	4	
4751	22	11	414	21	10	23	23	
4752	5	101	18	207	6	12	17	
4753	10	7	21	1024	15	12	12	
4754	808	70	93	78	113	6	68	
4755	203	133	417	1025	174	100	196	
4756	117	15	18	12	2	9	1	
4757	106	731	108	17	66	552	314	
4758	127	41	698	94	2	33	41	
4759	105	5	116	9	76	443	16	
4760	1	1	2	1026	1	1	5	
4761	5	2	699	7	6	6	11	
4762	117	193	8	1027	76	132	166	
4763	3	3	7	1028	3	3	7	
4764	50	80	25	85	40	775	4	
4765	84	161	700	356	41	23	283	
4766	809	70	701	686	61	12	149	
4767	810	732	93	1029	823	9	875	
4768	50	63	25	72	59	292	4	
4769	101	64	17	366	84	90	192	
4770	10	7	702	9	112	9	2	
4771	417	4	15	1030	95	9	141	
4772	111	63	49	1031	41	15	3	
4773	811	733	8	227	95	776	97	
4774	13	734	63	16	13	16	4	
4775	5	735	8	159	100	3	95	
4776	589	1	524	620	647	606	876	
4777	10	14	15	1032	25	20	33	
4778	41	89	8	33	94	149	94	
4779	72	90	40	1033	824	777	4	
4780	127	506	703	366	35	100	566	
4781	6	736	10	10	2	10	14	
4782	11	140	49	16	41	314	4	
4783	65	78	29	82	20	26	51	
4784	119	10	704	42	12	13	4	
4785	56	25	28	697	594	86	79	
4786	56	24	405	24	237	26	27	
4787	5	2	3	1034	6	6	11	
4788	303	118	40	94	488	226	4	
4789	138	41	133	33	2	132	95	
4790	62	53	54	60	5	778	54	
4791	110	439	25	125	84	90	101	
4792	213	122	674	1035	120	201	12	
4793	39	737	25	236	8	9	322	
4794	117	136	46	165	124	162	12	
4795	138	133	40	1012	39	284	41	
4796	16	2	45	1036	36	39	42	
4797	20	738	23	14	16	19	140	
4798	33	26	705	26	511	32	877	
4799	11	41	706	42	34	58	4	
4800	118	107	393	51	2	117	878	
4801	812	107	79	156	64	151	87	
4802	11	10	25	118	10	779	879	
4803	39	37	3	203	486	9	166	
4804	273	176	27	305	85	24	91	
4805	11	739	13	13	10	13	4	
4806	136	117	707	94	122	158	41	
4807	179	683	708	46	453	132	164	
4808	18	14	12	9	5	18	880	
4809	813	177	590	1037	33	196	4	
4810	814	15	18	1038	825	9	339	
4811	815	53	8	280	132	298	102	
4812	65	528	29	82	826	178	78	
4813	56	25	28	24	641	26	131	
4814	56	25	28	83	237	26	79	
4815	20	4	23	14	16	19	881	
4816	1	1	2	1039	1	1	5	
4817	2	201	146	9	25	19	17	
4818	147	13	15	1040	15	19	17	
4819	25	77	80	22	85	24	169	
4820	397	380	121	99	411	9	882	
4821	127	133	40	421	2	9	95	
4822	6	2	26	223	71	19	339	
4823	12	2	15	1041	11	14	16	
4824	17	18	22	17	5	780	19	
4825	10	129	709	153	8	9	22	
4826	33	26	30	26	21	32	883	
4827	92	107	79	156	827	151	87	
4828	10	7	12	9	112	781	2	
4829	816	10	25	118	10	13	4	
4830	14	324	710	33	5	12	8	
4831	117	8	18	581	828	198	96	
4832	13	12	63	1042	13	16	4	
4833	33	26	30	84	21	425	80	
4834	817	351	119	183	136	45	884	
4835	101	97	3	125	643	628	101	
4836	16	2	45	43	36	39	885	
4837	818	104	25	85	12	13	4	
4838	146	111	40	33	829	101	41	
4839	798	740	8	156	2	188	87	
4840	110	97	25	125	84	19	124	
4841	110	572	711	125	76	90	886	
4842	8	38	712	12	5	9	38	
4843	10	14	15	31	830	20	33	
4844	13	11	16	15	12	782	4	
4845	10	129	18	153	831	783	22	
4846	43	41	16	13	832	13	4	
4847	820	31	35	14	26	52	8	
4848	31	472	386	151	22	29	887	
4849	48	198	713	119	116	119	118	
4850	821	4	23	14	16	19	140	
4851	10	71	43	12	15	20	18	
4852	360	683	708	1043	453	132	164	
4853	822	133	40	350	2	9	95	
4854	10	7	714	9	5	9	46	
4855	101	97	8	125	84	19	383	
4856	16	16	20	1044	8	12	18	
4857	72	32	40	33	139	79	95	
4858	5	2	3	7	6	6	888	
4859	5	133	141	94	189	100	126	
4860	101	64	715	163	84	6	22	
4861	127	175	40	1045	122	226	513	
4862	10	7	12	1046	5	9	17	
4863	5	157	241	162	115	10	38	
4864	194	84	8	122	156	784	889	
4865	110	410	25	1047	136	165	102	
4866	2	4	716	43	481	2	425	
4867	22	741	48	231	114	107	4	
4868	112	356	505	99	833	9	643	
4869	75	113	15	124	90	2	8	
4870	100	92	84	1048	98	104	98	
4871	823	122	3	18	6	19	1	
4872	41	36	90	1049	245	785	322	
4873	84	742	153	96	392	6	607	
4874	72	90	40	33	39	101	95	
4875	3	3	7	4	3	786	7	
4876	190	64	717	128	701	7	272	
4877	10	19	12	9	5	9	890	
4878	75	75	3	461	834	127	48	
4879	12	2	718	14	11	14	16	
4880	41	81	8	125	76	119	298	
4881	5	14	21	9	191	12	17	
4882	401	383	290	1050	498	459	409	
4883	11	7	25	9	39	13	832	
4884	13	743	49	1051	12	13	4	
4885	136	130	133	94	2	9	95	
4886	72	90	719	33	39	226	95	
4887	10	101	10	9	6	7	8	
4888	2	2	15	14	15	9	12	
4889	13	12	676	49	13	16	4	
4890	138	90	40	896	835	101	4	
4891	136	41	40	94	150	9	95	
4892	11	11	16	72	33	23	4	
4893	824	177	40	577	483	9	3	
4894	2	201	146	9	25	19	33	
4895	10	744	12	9	5	9	2	
4896	15	745	18	46	90	9	34	
4897	81	283	101	12	124	130	891	
4898	70	7	10	1052	2	10	14	
4899	312	288	720	1053	362	328	382	
4900	3	3	721	4	3	3	7	
4901	804	16	20	18	8	12	18	
4902	2	2	15	1054	15	20	12	
4903	84	746	3	328	836	787	102	
4904	2	14	24	14	49	19	892	
4905	101	64	25	163	76	19	101	
4906	202	747	79	36	8	788	173	
4907	18	7	47	9	5	526	102	
4908	173	3	36	1055	128	9	303	
4909	46	8	85	66	837	19	18	
4910	101	64	25	163	838	19	383	
4911	127	133	40	903	2	33	41	
4912	39	175	17	72	161	13	4	
4913	101	4	25	125	84	438	22	
4914	148	748	722	1056	169	9	893	
4915	13	63	25	653	114	314	23	
4916	312	749	249	275	393	295	385	
4917	10	19	12	1057	5	9	2	
4918	2	14	23	12	71	755	17	
4919	570	25	28	24	237	26	27	
4920	10	7	12	9	5	9	894	
4921	18	14	12	9	839	18	21	
4922	2	21	18	1035	2	183	12	
4923	13	11	25	197	12	71	586	
4924	10	14	41	12	76	14	33	
4925	2	7	9	9	5	149	12	
4926	18	14	12	1058	5	18	21	
4927	10	750	12	9	5	9	2	
4928	825	9	15	12	17	20	12	
4929	182	435	10	196	39	173	102	
4930	41	89	8	33	94	149	895	
4931	83	294	723	21	184	319	102	
4932	346	107	697	128	8	7	151	
4933	127	97	40	94	39	101	513	
4934	104	100	54	78	840	9	48	
4935	5	2	3	6	5	789	10	
4936	161	147	348	1059	155	12	142	
4937	13	11	25	653	114	123	23	
4938	518	133	356	94	488	790	4	
4939	376	389	397	492	521	295	291	
4940	144	4	724	88	5	153	896	
4941	110	410	298	1060	184	101	41	
4942	180	83	49	413	220	23	4	
4943	136	90	40	94	122	284	95	
4944	92	107	233	98	305	791	48	
4945	16	16	20	18	8	12	897	
4946	17	8	3	14	97	792	14	
4947	72	32	40	1061	139	53	324	
4948	826	608	110	142	137	9	181	
4949	46	71	18	130	6	162	115	
4950	291	105	3	33	8	9	643	
4951	106	15	108	17	66	552	314	
4952	117	14	8	161	140	10	320	
4953	202	12	10	163	5	9	898	
4954	147	13	15	123	15	793	17	
4955	827	283	101	12	124	130	17	
4956	10	7	725	9	5	9	2	
4957	5	410	406	72	184	389	126	
4958	138	153	726	187	28	389	57	
4959	46	122	3	18	6	794	281	
4960	101	4	17	1062	38	9	101	
4961	136	90	40	94	841	284	95	
4962	127	90	474	608	842	19	899	
4963	101	294	25	125	84	90	900	
4964	161	751	151	178	155	12	142	
4965	12	2	15	1063	11	14	16	
4966	16	752	20	18	8	12	18	
4967	25	77	27	1064	18	24	25	
4968	828	572	25	125	84	19	192	
4969	111	753	98	132	530	795	901	
4970	10	19	12	553	5	9	2	
4971	5	4	18	9	6	12	17	
4972	20	118	3	664	89	177	12	
4973	17	18	22	17	5	796	19	
4974	110	90	40	94	122	284	327	
4975	575	15	8	1065	140	9	38	
4976	401	383	727	1050	843	459	409	
4977	829	176	278	81	330	797	230	
4978	18	2	108	14	5	19	16	
4979	161	31	3	316	118	735	902	
4980	569	15	250	1066	844	149	514	
4981	13	754	25	526	12	71	4	
4982	830	222	164	271	244	19	214	
4983	17	755	3	14	97	19	14	
4984	340	10	18	403	128	12	22	
4985	10	19	12	9	845	9	2	
4986	46	122	3	1067	6	19	1	
4987	13	12	728	16	117	16	603	
4988	130	97	25	125	84	9	903	
4989	18	756	41	12	6	14	1	
4990	831	283	101	12	124	130	17	
4991	10	7	12	9	5	9	904	
4992	16	487	20	18	8	447	905	
4993	124	349	102	103	846	146	374	
4994	20	4	23	14	16	19	906	
4995	832	19	12	9	5	9	2	
4996	43	41	16	42	34	13	63	
4997	161	757	96	178	155	12	142	
4998	833	43	45	43	36	39	42	
4999	18	758	108	12	193	19	12	
5000	14	112	43	123	118	798	120	
5001	118	759	8	51	2	117	16	
5002	10	19	729	9	5	9	2	
5003	46	760	15	12	2	14	551	
5004	215	7	47	9	5	9	907	
5005	138	90	479	33	122	100	95	
5006	834	7	21	12	15	12	12	
5007	10	19	12	9	847	9	2	
5008	4	115	8	122	848	157	22	
5009	46	16	26	18	8	12	18	
5010	43	47	49	49	41	15	908	
5011	41	42	43	12	9	12	909	
5012	303	90	133	361	122	226	95	
5013	811	12	730	4	107	298	273	
5014	835	107	38	183	166	58	57	
5015	17	18	22	1068	5	21	19	
5016	75	67	731	17	15	9	66	
5017	18	14	732	9	5	18	21	
5018	118	107	8	51	140	670	105	
5019	83	12	25	148	849	23	63	
5020	836	15	23	14	16	54	16	
5021	437	115	109	279	2	100	95	
5022	319	761	18	128	5	799	333	
5023	2	7	733	9	5	9	12	
5024	110	63	48	186	36	165	102	
5025	13	63	71	347	850	314	4	
5026	837	134	8	1069	159	800	910	
5027	838	13	10	196	526	557	565	
5028	2	73	41	79	851	65	72	
5029	127	133	479	1012	39	101	41	
5030	127	439	350	163	76	6	124	
5031	40	7	352	566	312	109	22	
5032	798	112	10	4	2	9	911	
5033	13	127	734	113	852	107	4	
5034	173	442	352	566	853	442	322	
5035	2	762	24	14	2	524	8	
5036	10	763	12	9	5	9	2	
5037	84	35	68	76	63	75	149	
5038	83	63	49	154	33	801	137	
5039	1	1	2	1	1	1	912	
5040	170	366	54	115	855	58	396	
5041	839	7	12	9	5	9	2	
5042	840	7	12	9	5	9	2	
5043	10	764	21	636	15	12	12	
5044	44	14	21	14	15	38	12	
5045	76	14	3	77	64	802	67	
5046	841	115	40	608	316	803	323	
5047	127	287	111	1012	372	132	913	
5048	378	26	644	55	21	145	914	
5049	124	14	6	12	5	14	15	
5050	18	13	18	7	90	12	12	
5051	2	14	24	14	856	19	8	
5052	366	338	93	46	857	343	194	
5053	312	288	408	626	63	328	915	
5054	333	14	15	162	8	512	612	
5055	127	90	40	94	858	100	513	
5056	842	765	156	54	47	546	50	
5058	844	7	12	9	5	9	2	
5059	16	766	26	18	8	12	18	
5060	845	14	12	9	5	18	21	
5061	14	15	15	64	8	19	12	
5062	136	767	479	644	859	804	95	
5063	20	768	23	14	16	19	18	
5064	75	14	224	403	128	7	72	
5066	11	769	25	13	10	35	4	
5067	429	109	25	961	860	805	63	
5068	846	37	108	139	105	19	135	
5069	101	4	25	86	76	19	344	
5070	5	21	735	9	6	12	17	
5071	17	770	22	17	5	21	19	
5072	202	4	10	33	8	6	275	
5073	92	771	736	1070	179	7	275	
5074	640	169	737	21	40	35	4	
5075	157	83	25	72	12	322	4	
5076	41	129	18	153	8	806	22	
5077	101	64	8	163	861	90	344	
5078	15	70	93	78	113	807	68	
5079	847	86	730	122	39	112	386	
5080	5	772	40	218	39	157	36	
5081	111	169	38	13	40	71	4	
5082	10	14	15	31	25	808	33	
5083	72	90	40	33	139	79	324	
5084	15	319	8	127	8	809	48	
5085	3	3	7	4	862	3	7	
5086	19	773	8	1071	29	424	916	
5087	81	283	101	12	124	130	917	
5088	118	774	8	51	2	117	16	
5089	50	80	25	85	863	58	4	
5090	111	109	17	149	864	58	23	
5091	75	14	18	110	399	2	322	
5092	82	775	8	401	148	10	33	
5093	207	776	447	262	865	9	918	
5094	5	2	3	7	866	6	11	
5095	5	2	3	7	6	6	919	
5096	231	381	245	363	342	216	209	
5097	397	380	121	99	411	810	406	
5098	179	160	10	466	61	8	157	
5099	10	7	12	1072	5	9	2	
5100	10	7	12	1073	5	9	2	
5101	10	7	12	9	867	9	2	
5102	10	7	12	9	868	9	2	
5103	145	26	30	1074	546	87	308	
5104	99	137	738	116	144	2	120	
5105	5	2	3	7	6	6	920	
5106	5	2	3	7	6	6	921	
5107	848	664	10	951	122	100	922	
5108	14	4	79	490	448	9	322	
5109	46	14	15	12	869	19	18	
5110	56	25	405	83	237	26	78	
5111	41	777	43	58	9	12	2	
5112	5	2	3	7	870	6	11	
5113	1	14	24	14	37	19	8	
5114	849	86	25	1075	63	58	923	
5115	124	4	85	1076	411	327	22	
5116	110	90	40	94	122	284	95	
5117	101	572	8	425	95	90	22	
5118	850	67	739	121	402	20	924	
5119	45	778	590	236	6	811	397	
5120	13	10	351	1077	12	440	283	
5121	346	64	8	163	76	19	101	
5122	2	157	8	1078	96	512	18	
5123	111	779	25	16	40	58	63	
5124	101	4	17	163	76	6	22	
5125	22	11	25	21	10	71	23	
5126	631	63	48	186	36	165	102	
5127	441	1	85	175	36	9	150	
5128	17	15	261	535	486	812	1	
5129	123	118	3	681	4	128	579	
5130	2	5	6	7	5	813	12	
5131	391	13	740	62	36	14	307	
5132	5	3	250	122	2	9	153	
5133	851	2	15	14	15	20	12	
5134	301	272	741	16	40	13	3	
5135	2	436	46	422	193	14	319	
5136	110	167	691	202	166	45	102	
5137	62	53	54	60	5	53	925	
5138	10	14	15	31	871	20	33	
5139	10	7	12	9	872	9	2	
5140	161	147	96	178	155	814	142	
5141	161	147	96	178	155	815	142	
5142	15	70	742	78	113	6	68	
5143	7	6	8	1079	7	8	13	
5144	33	26	30	1080	21	145	28	
5145	11	46	25	16	40	15	4	
5146	208	317	85	44	6	321	104	
5147	130	97	25	125	84	393	101	
5148	5	2	743	7	6	6	11	
5149	43	47	744	16	41	15	3	
5150	5	133	40	94	2	9	95	
5151	101	20	25	125	438	19	22	
5152	194	4	10	1081	84	816	926	
5153	852	193	10	1082	90	169	272	
5154	127	41	40	96	2	100	41	
5155	371	450	8	20	169	817	532	
5156	103	680	18	88	418	65	927	
5157	84	53	210	221	138	53	609	
5158	853	4	745	608	588	53	793	
5159	84	742	153	78	392	6	607	
5160	480	15	8	1083	95	9	419	
5161	415	780	79	251	140	58	718	
5162	136	41	133	1084	39	226	368	
5163	678	115	109	33	84	53	41	
5164	166	507	8	205	664	175	164	
5165	632	86	102	96	8	9	339	
5166	10	7	12	9	5	9	928	
5167	854	70	68	132	175	9	172	
5168	161	147	96	1085	155	12	142	
5170	161	781	96	178	155	12	142	
5171	855	78	540	211	20	26	676	
5172	161	147	96	1086	155	12	142	
5173	161	147	96	1087	155	12	142	
5174	856	147	96	178	155	12	142	
5175	857	105	505	781	391	2	643	
5176	10	782	12	9	5	9	2	
5177	16	783	45	43	36	39	42	
5178	14	2	108	562	105	19	929	
5179	140	105	8	93	176	10	144	
5180	84	784	8	1088	89	285	93	
5181	10	7	746	12	15	12	12	
5182	39	142	17	346	873	818	4	
5183	19	20	747	20	5	22	22	
5184	137	36	79	33	701	6	452	
5185	850	15	674	1089	30	9	930	
5186	341	11	8	404	61	819	341	
5187	231	38	228	388	322	216	209	
5188	6	410	10	10	39	10	14	
5189	4	107	10	1090	453	58	16	
5190	110	41	695	94	150	372	126	
5191	40	194	748	36	29	8	13	
5192	172	785	10	349	100	153	339	
5193	858	7	21	14	15	12	12	
5194	101	572	3	125	643	628	101	
5195	20	4	749	14	16	19	18	
5196	859	361	750	638	36	820	931	
5197	319	14	15	844	25	2	33	
5198	45	436	98	1091	8	14	58	
5199	312	448	219	1092	490	295	291	
5200	585	81	40	382	157	821	4	
5201	787	12	25	656	41	9	539	
5202	136	41	109	361	2	100	95	
5203	101	64	8	125	84	19	383	
5204	351	18	40	1093	115	348	4	
5205	415	786	16	638	36	9	360	
5206	125	141	48	21	35	23	4	
5207	101	97	3	125	643	19	22	
5208	487	46	38	384	403	822	504	
5209	346	97	8	125	84	22	22	
5210	11	10	25	42	59	13	4	
5211	860	2	3	7	6	6	11	
5212	130	64	17	163	84	22	22	
5213	10	436	43	561	874	124	12	
5214	127	118	687	128	304	53	4	
5215	1	1	1	1	1	1	932	
5216	124	4	43	1094	8	9	576	
5217	179	683	708	46	453	132	194	
5218	13	46	71	413	102	35	4	
5219	111	109	8	120	117	823	4	
5220	202	73	8	36	29	8	184	
5221	101	97	25	163	84	6	124	
5222	17	18	22	1095	5	21	19	
5223	861	383	290	1096	875	459	409	
5224	15	787	658	1097	876	824	933	
5225	862	86	3	20	5	8	48	
5226	346	64	25	86	76	22	41	
5227	144	37	751	12	105	19	34	
5228	5	297	79	236	877	109	126	
5229	15	126	752	88	762	19	18	
5230	10	14	15	1098	25	20	33	
5231	179	166	10	122	61	90	157	
5232	5	14	21	9	6	825	17	
5233	2	2	43	7	193	19	12	
5234	5	110	35	122	2	19	934	
5235	173	788	25	206	40	176	165	
5236	180	789	49	384	35	71	4	
5237	10	790	12	9	5	9	2	
5238	110	4	615	33	878	53	94	
5239	10	19	12	9	5	826	2	
5240	62	53	54	1099	5	53	54	
5241	229	176	27	1100	18	85	236	
5242	10	56	12	9	5	9	2	
5243	10	7	12	9	879	9	2	
5244	10	7	12	1101	5	9	2	
5245	10	19	12	9	880	9	2	
5246	10	19	12	9	5	827	2	
5247	387	176	27	1102	85	24	174	
5248	173	35	78	510	39	182	33	
5249	758	10	25	42	40	13	4	
5250	72	664	10	951	881	100	95	
5251	46	436	146	9	8	14	17	
5252	18	2	18	12	25	7	935	
5253	136	90	111	1012	39	9	41	
5254	863	15	85	1103	36	2	936	
5255	585	64	753	775	316	828	793	
5256	111	109	17	149	882	13	23	
5257	16	16	20	18	8	12	937	
5258	44	4	44	14	587	38	96	
5259	127	133	109	94	2	9	95	
5260	11	10	25	42	40	13	938	
5261	2	791	9	9	5	9	12	
5262	5	2	3	7	6	829	11	
5263	33	26	754	26	141	275	28	
5264	16	2	45	43	36	830	42	
5265	16	2	755	43	36	39	42	
5266	16	2	45	43	883	39	42	
5267	16	2	45	43	36	831	42	
5268	864	2	45	43	36	39	42	
5269	13	11	16	15	12	15	939	
5270	358	46	25	1104	161	16	940	
5271	33	173	30	26	283	87	28	
5272	106	14	15	46	25	19	12	
5273	145	729	30	268	141	87	28	
5274	110	117	40	183	36	165	41	
5275	17	18	22	17	5	832	19	
5276	75	14	756	12	115	78	530	
5277	13	11	16	1105	12	15	4	
5278	111	109	17	1106	41	13	23	
5279	469	133	435	33	150	226	95	
5280	5	2	3	7	884	6	11	
5281	117	572	25	125	84	6	22	
5282	2	14	757	14	2	19	8	
5283	112	1	98	142	486	162	503	
5284	2	5	6	7	12	7	12	
5285	127	133	40	903	122	33	41	
5286	127	90	40	802	122	226	95	
5287	106	10	18	1107	370	310	22	
5288	102	15	8	105	8	9	103	
5289	10	14	15	1108	25	20	33	
5290	865	410	25	187	157	389	368	
5291	2	792	15	14	15	20	12	
5292	2	2	758	14	15	20	12	
5293	543	84	10	129	39	75	832	
5294	2	184	21	1109	128	833	367	
5295	99	94	85	93	162	9	58	
5296	866	19	12	9	5	9	2	
5297	10	7	12	1110	112	9	2	
5298	314	793	759	1111	885	834	941	
5299	2	2	15	14	15	20	942	
5300	10	19	12	9	886	9	2	
5301	10	19	12	1112	5	9	2	
5302	440	107	760	115	39	146	465	
5303	2	794	24	14	49	19	8	
5304	867	112	43	123	118	115	120	
5305	10	129	761	153	8	523	22	
5307	62	444	79	1113	887	7	166	
5308	194	194	8	36	29	8	36	
5309	14	188	15	17	888	192	34	
5310	312	288	219	453	362	690	382	
5311	8	795	11	11	5	11	15	
5312	111	796	98	132	530	795	901	
5313	106	2	98	38	76	19	12	
5314	53	797	762	642	325	58	216	
5315	284	77	171	380	18	371	25	
5317	339	6	152	1115	2	74	97	
5318	39	326	101	33	889	9	158	
5323	13	80	17	113	12	15	943	
5324	229	176	27	214	18	213	169	
5329	871	7	12	9	5	9	2	
5330	360	37	763	715	2	2	97	
5331	518	133	356	94	488	339	4	
5332	872	73	3	425	95	837	945	
5333	61	116	3	392	33	83	165	
5334	101	97	8	1119	84	90	22	
5335	873	81	40	474	476	838	323	
5336	679	10	25	13	10	35	4	
5337	157	83	25	72	891	322	4	
5341	322	7	9	9	8	9	947	
5343	18	800	47	9	5	526	22	
5344	46	67	764	12	2	14	14	
5345	41	801	43	12	9	12	2	
5346	876	294	25	194	136	45	126	
5347	121	94	18	932	892	9	12	
5348	204	11	25	76	161	840	186	
5349	468	104	48	113	114	107	948	
5350	111	11	25	413	40	58	298	
5363	197	187	10	234	8	844	22	
5364	75	67	10	17	15	9	954	
5365	347	394	78	496	894	9	102	
5366	136	118	40	279	84	226	41	
5367	2	5	770	7	5	7	12	
5369	136	805	40	350	2	7	95	
5370	46	60	10	9	895	12	17	
5371	136	130	40	94	2	9	41	
5372	484	15	78	576	896	845	745	
5373	84	194	771	1124	39	687	674	
5374	231	38	402	408	236	846	209	
5376	101	572	25	125	76	19	101	
5394	3	3	7	4	3	3	2	
5395	327	90	40	94	139	484	95	
5396	136	133	40	94	150	9	95	
5397	10	7	12	9	5	9	7	
5399	8	6	8	8	7	8	13	
5401	10	808	12	9	5	9	2	
5402	494	90	40	33	2	33	4	
5403	50	63	772	72	59	71	63	
5404	172	809	10	122	39	90	86	
5405	43	810	49	49	41	15	3	
5406	40	811	3	37	29	9	36	
5407	14	80	40	1126	898	847	955	
5408	10	19	645	9	5	9	2	
5409	43	41	16	16	35	13	4	
5410	11	11	17	32	33	754	137	
5411	13	10	25	113	114	71	956	
5412	13	127	773	113	161	107	4	
5413	13	11	475	1127	161	107	4	
5415	5	14	21	1001	6	12	17	
5416	10	550	21	12	15	12	12	
5420	19	20	3	20	41	22	22	
5421	177	812	3	1128	140	529	36	
5422	13	127	25	113	161	107	4	
5423	884	4	54	115	132	146	553	
5424	41	813	8	36	29	113	957	
5425	632	38	10	36	29	13	36	
5426	72	194	40	1129	5	284	745	
5427	885	19	12	9	5	9	2	
5428	40	814	3	1130	8	9	465	
5429	886	35	78	75	39	182	97	
5430	887	288	219	450	362	328	569	
5431	145	26	30	1131	141	87	28	
5432	5	815	79	1132	84	9	153	
5433	888	20	3	20	5	22	22	
5434	19	20	3	1133	5	22	22	
5435	13	127	92	1134	114	107	4	
5436	22	104	48	113	114	13	4	
5437	626	816	3	36	29	9	553	
5438	5	67	3	1135	5	192	1	
5439	120	7	12	9	5	500	2	
5440	13	140	16	42	40	71	4	
5441	127	117	111	96	899	100	216	
5442	889	7	8	352	2	53	216	
5443	101	97	78	163	76	10	22	
5444	110	64	25	125	84	6	101	
5445	271	245	27	22	18	239	25	
5447	391	101	21	62	36	19	307	
5450	5	64	154	12	5	12	361	
5451	46	60	45	9	6	12	17	
5455	891	143	29	174	20	50	60	
5456	43	41	16	16	33	13	4	
5457	145	26	30	1138	21	87	134	
5458	6	18	46	124	664	175	12	
5459	111	11	49	42	40	71	111	
5460	2	2	9	7	134	19	958	
5461	130	97	25	1139	84	9	101	
5462	15	4	774	677	14	9	22	
5463	5	2	775	7	6	6	11	
5464	13	63	71	16	161	35	572	
5465	101	817	25	125	84	6	22	
5466	53	165	8	4	90	6	184	
5467	408	92	84	97	419	104	98	
5468	203	11	25	13	102	107	4	
5470	892	818	133	125	854	122	95	
5471	101	203	3	125	157	101	196	
5472	2	2	9	7	900	19	86	
5473	145	26	776	55	21	849	28	
5475	20	4	23	1140	16	19	18	
5476	127	287	364	94	39	372	126	
5477	10	10	108	1141	36	14	18	
5478	103	2	16	220	184	185	102	
5479	14	419	78	20	2	75	33	
5480	11	41	55	42	34	58	959	
5481	88	26	30	55	901	68	80	
5482	145	26	587	55	21	849	28	
5483	1	1	2	1	1	1	960	
5484	494	612	133	33	39	33	4	
5485	39	293	8	128	902	58	184	
5486	111	293	68	365	392	9	293	
5487	180	83	25	1142	12	23	4	
5488	5	2	3	7	6	850	11	
5489	893	37	54	183	903	168	401	
5490	894	4	40	43	481	2	425	
5491	11	46	711	13	904	332	4	
5492	101	97	25	163	84	10	22	
5493	729	9	226	12	5	698	58	
5494	83	46	25	13	161	23	63	
5495	17	8	777	14	97	19	14	
5496	158	143	29	174	905	50	60	
5497	117	64	26	163	76	851	192	
5498	39	819	25	402	136	9	4	
5499	130	97	25	125	84	9	961	
5500	22	11	778	21	10	23	23	
5501	20	4	779	14	16	19	140	
5502	22	11	25	13	906	107	4	
5503	22	11	25	1143	10	23	23	
5504	92	641	79	510	140	9	962	
5505	156	70	40	8	45	75	295	
5506	161	1	56	1144	520	12	142	
5507	43	820	25	13	10	13	4	
5508	463	216	40	1145	187	3	48	
5509	75	407	15	124	156	439	8	
5510	863	15	85	88	907	9	319	
5511	13	12	17	16	117	332	4	
5512	18	2	18	12	908	19	72	
5513	10	60	780	66	6	65	16	
5514	128	28	100	27	273	29	963	
5515	88	26	30	55	21	852	80	
5516	22	11	25	21	909	23	23	
5517	124	13	18	12	5	9	123	
5518	41	15	133	1146	910	12	192	
5519	16	16	20	18	911	12	18	
5520	153	64	131	1147	825	162	22	
5521	127	117	133	1148	2	158	196	
5522	110	581	40	187	28	9	354	
5523	895	46	25	148	33	23	63	
5524	39	107	79	51	8	109	7	
5525	110	182	79	128	138	157	764	
5526	896	7	12	9	5	9	2	
5527	111	11	49	197	33	853	4	
5528	43	41	16	21	12	13	4	
5529	127	441	781	96	2	9	41	
5530	897	14	782	467	249	317	12	
5531	17	18	22	1149	5	21	19	
5532	179	166	10	122	187	90	166	
5533	84	169	16	42	40	71	4	
5534	110	117	36	33	2	372	405	
5535	42	83	25	13	220	23	4	
5536	441	409	98	20	206	9	67	
5537	92	107	79	1150	64	151	87	
5538	289	26	30	282	21	854	28	
5539	84	11	16	42	40	71	964	
5540	2	14	24	14	912	19	107	
5541	5	2	3	7	6	855	11	
5542	215	7	8	10	39	10	14	
5543	15	821	101	88	8	19	18	
5544	6	822	783	1151	913	9	84	
5545	127	90	648	33	731	226	41	
5546	10	7	12	9	5	856	2	
5547	12	2	784	14	11	14	16	
5548	13	131	49	1152	12	13	4	
5549	13	11	16	85	914	15	63	
5550	127	41	133	33	122	226	95	
5551	15	157	18	1153	915	857	48	
5552	22	11	785	21	10	23	23	
5554	40	73	8	36	29	188	87	
5555	75	67	10	1154	15	9	66	
5556	50	83	25	72	12	58	63	
5557	898	222	10	1155	402	9	336	
5559	65	248	29	82	129	50	497	
5560	26	24	28	24	20	26	27	
5611	33	286	30	26	21	87	28	
5612	10	4	786	130	346	58	579	
5624	48	31	35	14	76	6	8	
5646	41	2	15	14	15	20	12	
5649	101	4	3	163	643	19	101	
5650	18	14	12	1159	5	18	21	
5651	904	359	78	125	5	9	918	
