ST	POR	TBPB
9731	738	1754	
9732	5739	1755	
9733	5741	118	
9734	5742	189	
9735	5743	75	
9736	2161	6	
9737	251	6	
9738	5744	118	
9739	5745	118	
9740	2674	1756	
9741	37	393	
9742	421	6	
9743	5746	6	
9744	383	1752	
9745	5738	6	
9746	1257	305	
9747	164	1751	
9748	1228	399	
9749	2674	399	
9750	5747	1757	
9751	5748	4	
9752	5749	4	
9753	5750	4	
9754	5751	24	
9755	5752	4	
9756	5753	328	
9757	5735	25	
9758	5754	25	
9759	2852	1758	
9760	5755	4	
9761	206	1484	
9762	5662	862	
9763	5663	33	
9764	5756	82	
9765	147	25	
9766	5757	33	
9767	5758	4	
9768	5759	29	
9769	5760	1759	
9770	1042	29	
9771	147	1760	
9772	1258	39	
9773	96	1031	
9774	3078	82	
9775	5762	684	
9776	5763	1161	
9777	5764	1161	
9778	5766	1761	
9779	90	1043	
9780	5767	33	
9781	5768	1063	
9782	5769	72	
9783	5770	70	
9784	251	1762	
9785	5771	1763	
9786	251	1764	
9787	2055	1765	
9788	160	1231	
9789	5772	1761	
9790	5773	186	
9791	5774	4	
9792	5775	33	
9793	4	1766	
9794	5776	4	
9795	5777	4	
9796	5778	1036	
9797	2426	1021	
9798	5779	4	
9799	5780	186	
9800	485	914	
9801	5781	29	
9802	5485	620	
9803	2002	1767	
9804	5782	903	
9805	5784	29	
9806	61	60	
9807	5785	137	
9808	1914	33	
9809	5786	138	
9810	5787	137	
9811	5788	33	
9812	5789	26	
9813	5792	29	
9814	5790	29	
9815	5791	110	
9816	5761	1769	
9817	18	1769	
9818	5761	4	
9819	59	1769	
9820	5793	70	
9821	5794	72	
9822	91	1043	
9823	5770	33	
9824	217	1763	
9825	5770	1161	
9826	5783	10	
9827	5795	10	
9828	90	1036	
9829	5796	110	
9830	5797	563	
9831	1489	953	
9832	1884	1770	
9833	5798	33	
9834	1754	4	
9835	5799	72	
9836	5800	307	
9837	5801	1764	
9838	5802	1161	
9839	2055	82	
9840	897	21	
9841	5803	1234	
9842	5804	136	
9843	5805	110	
9844	5806	4	
9845	5807	110	
9846	5808	4	
9847	5809	92	
9848	5810	263	
9849	5811	563	
9850	5812	10	
9851	5813	33	
9852	5814	33	
9853	2261	21	
9854	5815	26	
9855	161	186	
9856	5816	110	
9857	5817	4	
9858	5818	4	
9859	376	156	
9860	5819	110	
9861	5820	1771	
9862	5821	4	
9863	5822	110	
9864	5823	4	
9865	5824	4	
9866	5825	16	
9867	4763	1772	
9868	5826	4	
9869	558	72	
9870	5827	4	
9871	5828	602	
9872	5829	1746	
9873	3469	563	
9874	5830	25	
9875	5831	70	
9876	3188	70	
9877	5832	21	
9878	5833	1161	
9879	5834	1773	
9880	3078	72	
9881	5762	1774	
9882	2809	1161	
9883	5835	72	
9884	5836	1161	
9885	5770	1043	
9886	5837	33	
9887	3031	1775	
9888	5838	1133	
9889	433	958	
9890	5839	1161	
9891	5841	1161	
9892	3971	4	
9893	5795	1776	
9894	5842	10	
9895	543	328	
9896	5843	29	
9897	28	893	
9898	28	1777	
9899	5844	21	
9900	5845	321	
9901	5846	29	
9902	5847	60	
9903	870	1778	
9904	5848	29	
9905	5849	521	
9906	5850	29	
9907	5851	1779	
9908	5852	997	
9909	5853	241	
9910	5854	563	
9911	697	1412	
9912	5855	27	
9913	5856	27	
9914	5857	27	
9915	5858	25	
9916	5859	110	
9917	3031	241	
9918	5860	953	
9919	5861	98	
9920	1840	1743	
9921	5862	4	
9922	5863	1330	
9923	5864	98	
9924	5865	137	
9925	5866	29	
9926	3738	60	
9927	5867	1381	
9928	5868	1189	
9929	5869	563	
9930	4136	86	
9931	3479	21	
9932	4130	24	
9933	1511	110	
9934	4130	4	
9935	1808	156	
9936	1808	98	
9937	2939	33	
9938	2212	156	
9939	2224	186	
9940	2857	29	
9941	206	738	
9942	3453	33	
9943	251	566	
9944	1123	4	
9945	301	24	
9946	3283	33	
9947	1053	1185	
9948	2589	156	
9949	488	137	
9950	731	738	
9951	997	29	
9952	1933	75	
9953	1934	75	
9954	4707	29	
9955	4721	75	
9956	256	1537	
9957	5870	186	
9958	5871	367	
9959	5872	4	
9960	5873	1780	
9961	1785	1495	
9962	5874	10	
9963	4	215	
9964	5875	10	
9965	90	1781	
9966	96	1782	
9967	173	189	
9968	5876	26	
9969	234	33	
9970	3957	39	
9971	5878	137	
9972	5879	110	
9973	28	138	
9974	3957	1388	
9975	7	1769	
9976	5880	1769	
9977	5761	1768	
9978	5881	1783	
9979	90	1136	
9980	5882	1784	
9981	5883	110	
9982	96	1785	
9983	277	1161	
9984	5862	1491	
9985	917	507	
9986	543	86	
9987	30	1786	
9988	1808	1746	
9989	1489	743	
9990	5884	4	
9991	5885	110	
9992	5886	563	
9993	5887	563	
9994	5888	4	
9995	5889	110	
9996	5890	1491	
9997	5891	1189	
9998	3031	85	
9999	59	1576	
10000	5892	616	
10001	488	186	
10002	3003	137	
10003	2042	96	
10004	3345	1667	
10005	1900	576	
10006	5893	110	
10007	5894	1383	
10008	893	1769	
10009	59	304	
10010	5896	29	
10011	5895	4	
10012	103	334	
10013	90	1787	
10014	5897	4	
10015	5898	33	
10016	266	1788	
10017	5899	29	
10018	908	893	
10019	5900	29	
10020	5901	29	
10021	5902	241	
10022	5903	110	
10023	5695	60	
10024	3048	1190	
10025	5904	110	
10026	5877	110	
10027	5905	35	
10028	5906	894	
10029	5233	1789	
10030	5907	27	
10031	5908	25	
10032	90	555	
10033	90	1336	
10034	686	33	
10035	5909	1790	
10036	5910	29	
10037	1403	21	
10038	5911	29	
10039	5912	4	
10040	5913	92	
10041	361	15	
10042	5914	29	
10043	2759	4	
10044	5915	4	
10045	5916	33	
10046	888	281	
10047	5917	1491	
10048	5918	27	
10049	161	1791	
10050	1914	1005	
10051	232	983	
10052	5919	1792	
10053	4837	16	
10054	5266	29	
10055	430	1423	
10056	4988	106	
10057	3696	110	
10058	889	29	
10059	4846	24	
10060	535	27	
10061	2605	24	
10062	903	563	
10063	4334	105	
10064	411	103	
10065	182	1482	
10066	5553	788	
10067	908	1604	
10068	1808	1793	
10069	997	1628	
10070	4	1344	
10071	1388	1604	
10072	182	519	
10073	2	46	
10074	4501	375	
10075	182	566	
10076	90	807	
10077	18	1794	
10078	2605	26	
10079	5920	137	
10080	4311	1330	
10081	5921	29	
10082	5922	110	
10083	3031	29	
10084	2866	1005	
10085	3942	1388	
10086	2600	39	
10087	35	29	
10088	2700	4	
10089	2073	893	
10090	5923	4	
10091	5924	4	
10092	90	444	
10093	253	122	
10094	5925	1036	
10095	1132	1795	
10096	5926	10	
10097	5927	33	
10098	1489	1796	
10099	5723	1365	
10100	5928	16	
10101	4160	110	
10102	904	29	
10103	147	1330	
10104	5557	1330	
10105	407	1488	
10106	581	75	
10107	407	29	
10108	516	33	
10109	2569	441	
10110	1808	1330	
10111	4311	21	
10112	90	1344	
10113	147	1749	
10114	5929	21	
10115	5931	29	
10116	5932	1408	
10117	5930	1408	
10118	5934	21	
10119	5935	1798	
10120	5936	1797	
10121	5938	241	
10122	5939	1330	
10123	5940	29	
10124	5937	29	
10125	4536	1799	
10126	5941	1330	
10127	1884	1800	
10128	5942	563	
10129	5943	4	
10130	90	1801	
10131	3575	1802	
10132	2147	563	
10133	2573	33	
10134	2298	726	
10135	787	238	
10136	2953	29	
10137	251	126	
10138	2277	1166	
10139	5944	4	
10140	5945	1388	
10141	38	39	
10142	5947	1252	
10143	924	1803	
10144	5948	602	
10145	90	1804	
10146	5949	10	
10147	5950	10	
10148	5951	29	
10149	5945	563	
10150	5952	18	
10151	5953	29	
10152	1884	893	
10153	3031	1359	
10154	4731	110	
10155	1275	328	
10156	1903	35	
10157	5954	21	
10158	5860	33	
10159	5057	1488	
10160	5955	29	
10161	5956	19	
10162	5957	188	
10163	2690	50	
10164	51	743	
10165	4423	33	
10166	1893	33	
10167	581	530	
10168	1903	1577	
10169	5958	29	
10170	5959	27	
10171	5960	39	
10172	5961	1805	
10173	5962	5	
10174	5963	563	
10175	5964	953	
10176	5965	612	
10177	251	1806	
10178	5966	5	
10179	5967	238	
10180	5968	39	
10181	5969	9	
10182	251	1807	
10183	5970	25	
10184	5971	1458	
10185	5972	1458	
10186	30	1746	
10187	5973	33	
10188	124	27	
10189	5974	1808	
10190	543	1370	
10191	4610	1563	
10192	5975	27	
10193	4097	579	
10194	997	1809	
10195	5976	563	
10196	5977	29	
10197	5978	29	
10198	147	98	
10199	5979	10	
10200	5980	21	
10201	5981	328	
10202	5982	186	
10203	5983	1153	
10204	5984	186	
10205	5985	1495	
10206	5986	186	
10207	5987	1780	
10208	5988	1036	
10209	1123	1811	
10210	5989	33	
10211	5990	33	
10212	4	1812	
10213	952	1813	
10214	5991	186	
10215	5992	446	
10216	5993	10	
10217	5994	4	
10218	5995	33	
10219	5996	563	
10220	5997	4	
10221	5998	186	
10222	5998	21	
10223	5999	4	
10224	6000	33	
10225	6001	21	
10226	6002	1360	
10227	5990	831	
10228	6003	1815	
10229	6004	33	
10230	6005	107	
10231	6006	367	
10232	6007	446	
10233	6008	1039	
10234	6009	1355	
10235	6004	738	
10236	6010	33	
10237	6011	953	
10238	6012	470	
10239	6013	566	
10240	6014	33	
10241	6015	1817	
10242	6016	1818	
10243	6017	1819	
10244	6018	110	
10245	6019	1820	
10246	581	1821	
10247	6020	278	
10248	1135	1822	
10249	6079	241	
10250	6080	110	
10251	64	1844	
10252	6081	26	
10253	6082	135	
10254	6083	1776	
10255	6084	33	
10256	5665	1388	
10257	1489	33	
10258	5946	29	
10259	1489	4	
10260	6021	137	
10261	6022	156	
10262	2261	1823	
10263	6023	21
10264	1135	1824	
10265	6024	563	
10266	242	1825	
10267	6025	156	
10268	3531	1826	
10269	1496	1827	
10270	6026	1036	
10271	2894	1828	
10272	90	1829	
10273	543	1830	
10274	6027	33	
10275	6028	1831	
10276	6029	60	
10277	6030	137	
10278	6031	186	
10279	6032	4	
10280	1448	1832	
10281	6033	137	
10282	6034	156	
10283	6035	1473	
10284	6036	858	
10285	6037	4	
10286	6038	186	
10287	6039	137	
10288	6040	75	
10289	6041	479	
10290	251	1833	
10291	1132	1834	
10292	6042	328	
10293	6043	75	
10294	2035	1835	
10295	6044	75	
10296	130	1836	
10297	6045	186	
10298	130	1837	
10299	6046	1838	
10300	6047	752	
10301	6048	156	
10302	6049	328	
10303	6050	1834	
10304	6051	479	
10305	182	1839	
10306	6052	328	
10307	6053	186	
10308	6054	33	
10309	6055	1803	
10310	6056	33	
10311	6057	1840	
10312	6058	1841	
10313	6059	33	
10314	6060	1842	
10315	6061	33	
10316	6062	1058	
10317	6063	186	
10318	6064	4	
10319	6065	737	
10320	6066	107	
10321	6067	477	
10322	6068	4	
10323	6069	1036	
10324	6070	33	
10325	6071	110	
10326	1132	1843	
10327	6072	33	
10328	6073	4	
10329	6074	21	
10330	130	1817	
10331	6075	75	
10332	6076	110	
10333	6077	4	
10334	6078	186	
10335	90	570	
10336	2978	4	
10337	147	709	
10338	700	1495	
10339	1226	137	
10340	4	444	
10341	396	186	
10342	5924	156	
10343	1275	737	
10344	489	75	
10345	1715	547	
10346	1053	75	
10347	2559	186	
10348	90	1312	
10349	1448	446	
10350	4179	21	
10351	4	1810	
10352	866	186	
10353	2730	156	
10354	251	156	
10355	866	566	
10356	1053	119	
10357	1973	186	
10358	90	495	
10359	1447	10	
10360	876	110	
10361	1053	1814	
10362	609	470	
10363	952	913	
10364	2035	33	
10365	1053	1414	
10366	5753	1713	
10367	489	110	
10368	1891	367	
10369	1132	554	
10370	2357	156	
10371	188	33	
10372	1716	1473	
10373	1135	1036	
10374	4179	1816	
10375	1135	1586	
10376	1198	137	
10377	1053	446	
10378	182	870	
10379	251	446	
10380	581	563	
10381	328	913	
10382	4700	580	
10383	581	865	
10384	580	1070	
10385	1912	186	
10386	246	4	
10387	1284	1036	
10388	2328	156	
10389	905	186	
10390	1226	738	
10391	1311	110	
10392	2103	4	
10393	833	33	
10394	609	75	
10395	1053	1153	
10396	2103	186	
10397	2978	75	
10398	3137	110	
10399	866	33	
10400	1448	1036	
10401	3760	33	
10402	5541	110	
10403	1132	526	
10404	3971	470	
10405	3578	107	
10406	90	1017	
10407	581	479	
10408	3531	110	
10409	1973	21	
10410	760	483	
10411	6086	110	
10412	6087	110	
10413	6088	29	
10414	6089	1845	
10415	6090	349	
10416	6091	953	
10417	6092	21	
10418	6093	92	
10419	1873	29	
10420	5900	165	
10421	6094	33	
10422	6095	121	
10423	1808	1103	
10424	2286	29	
10425	997	836	
10426	4707	110	
10427	3109	29	
10428	443	1713	
10429	443	33	
10430	39	39	
10431	2513	1180	
10432	1903	1180	
10433	2622	1128	
10434	2153	563	
10435	21	27	
10436	2758	186	
10437	4251	33	
10438	6096	29	
10439	6097	29	
10440	1388	86	
10441	1388	1163	
10442	6098	110	
10443	4	513	
10444	6099	27	
10445	6100	33	
10446	6101	32	
10447	6102	1620	
10448	6103	4	
10449	6104	1491	
10450	6105	1746	
10451	6106	110	
10452	6107	1746	
10453	6108	18	
10454	6109	18	
10455	90	1846	
10456	6110	18	
10457	6111	836	
10458	6112	110	
10459	6113	563	
10460	119	1847	
10461	6115	743	
10462	6116	563	
10463	6117	1746	
10464	6119	1491	
10465	6118	72	
10466	6120	1189	
10467	119	1848	
10468	6121	33	
10469	4637	22	
10470	4270	386	
10471	3957	1849	
10472	6122	894	
10473	6123	26	
10474	6114	29	
10475	1582	135	
10476	6124	1850	
10477	6125	4	
10478	6126	110	
10479	6127	29	
10480	6128	137	
10481	1808	579	
10482	6130	1851	
10483	6131	1235	
10484	6129	1234	
10485	6132	165	
10486	5762	32	
10487	5763	1852	
10488	6130	72	
10489	5762	814	
10490	6133	33	
10491	6134	1007	
10492	90	1854	
10493	3386	1855	
10494	6135	330	
10495	6136	470	
10496	4	1817	
10497	6137	738	
10498	6138	782	
10499	6139	29	
10500	4340	1856	
10501	995	1046	
10502	241	33	
10503	603	33	
10504	435	563	
10505	6140	1161	
10506	49	21	
10507	6141	70	
10508	2229	1226	
10509	6142	165	
10510	4695	85	
10511	6143	33	
10512	6144	18	
10513	6145	27	
10514	6146	33	
10515	28	1576	
10516	6147	16	
10517	6148	21	
10518	1497	1478	
10519	6149	33	
10520	6150	1853	
10521	3411	884	
10522	6151	1857	
10523	6152	29	
10524	6153	136	
10525	6154	241	
10526	6155	29	
10527	6156	1857	
10528	1143	33	
10529	6157	1189	
10530	39	25	
10531	1808	1189	
10532	4323	33	
10533	6158	10	
10534	6159	72	
10535	5769	1043	
10536	3629	70	
10537	6160	70	
10538	5770	1225	
10539	6161	1161	
10540	2809	1774	
10541	5770	1231	
10542	6162	1858	
10543	6163	684	
10544	123	1161	
10545	6164	1043	
10546	6165	1161	
10547	6166	1161	
10548	6167	72	
10549	3617	25	
10550	6168	1225	
10551	6169	1161	
10552	5840	1859	
10553	6170	1860	
10554	1253	1161	
10555	91	1861	
10556	161	1862	
10557	6171	10	
10558	2656	188	
10559	147	1133	
10560	2569	1365	
10561	3345	1579	
10562	1403	1863	
10563	1808	1865	
10564	6172	6	
10565	6173	137	
10566	6174	1021	
10567	6175	29	
10568	5829	4	
10569	6176	4	
10570	1135	186	
10571	2577	1744	
10572	6177	479	
10573	6107	894	
10574	1184	526	
10575	6178	110	
10576	6179	33	
10577	6180	156	
10578	6181	9	
10579	6182	33	
10580	6183	16	
10581	2835	1867	
10582	6184	563	
10583	6185	563	
10584	6186	137	
10585	6187	4	
10586	6188	110	
10587	6189	29	
10588	6190	16	
10589	6191	16	
10590	6192	1189	
10591	6193	29	
10592	6194	1189	
10593	6195	1131	
10594	6196	24	
10595	6197	1746	
10596	6198	1746	
10597	6199	1746	
10598	6200	1189	
10599	6201	441	
10600	6202	24	
10601	6203	70	
10602	6204	29	
10603	6205	137	
10604	6206	29	
10605	785	156	
10606	6207	738	
10607	1730	1868	
10608	6208	156	
10609	2395	156	
10610	6209	75	
10611	6210	10	
10612	6211	137	
10613	6212	738	
10614	6213	1869	
10615	6214	1870	
10616	6215	10	
10617	6216	137	
10618	6217	186	
10619	6218	1434	
10620	536	18	
10621	6219	33	
10622	5338	4	
10623	6220	4	
10624	536	1871	
10625	6221	1554	
10626	2063	563	
10627	6222	29	
10628	6223	29	
10629	6224	18	
10630	260	16	
10631	30	1066	
10632	5308	27	
10633	3741	893	
10634	1489	27	
10635	101	4	
10636	6225	1027	
10637	1489	1873	
10638	574	35	
10639	2835	22	
10640	6226	29	
10641	6227	743	
10642	2699	110	
10643	6228	18	
10644	6229	24	
10645	87	126	
10646	4016	1874	
10647	6230	563	
10648	6231	110	
10649	5976	25	
10650	6232	1036	
10651	101	18	
10652	908	1875	
10653	6233	4	
10654	1873	18	
10655	4662	92	
10656	1489	1876	
10657	6234	743	
10658	4953	743	
10659	3741	29	
10660	6235	18	
10661	2043	18	
10662	3741	10	
10663	4340	743	
10664	6238	328	
10665	6236	328	
10666	6237	330	
10667	6239	21	
10668	6240	110	
10669	6241	110	
10670	908	1059	
10671	6242	4	
10672	731	10	
10673	3048	1877	
10674	6243	738	
10675	6244	110	
10676	266	1864	
10677	6245	1866	
10678	6246	60	
10679	6247	137	
10680	6248	110	
10681	6249	4	
10682	6250	165	
10683	6251	1878	
10684	251	440	
10685	6252	137	
10686	2136	33	
10687	3318	137	
10688	6253	137	
10689	6254	1092	
10690	103	27	
10691	584	137	
10692	98	1879	
10693	6255	137	
10694	536	563	
10695	1815	119	
10696	6275	1880	
10697	6276	4	
10698	3389	33	
10699	6277	4	
10700	6279	4	
10701	997	1471	
10702	6280	953	
10703	6281	738	
10704	908	1461	
10705	4160	33	
10706	6282	1805	
10707	6283	137	
10708	6278	39	
10709	5092	1662	
10710	1766	4	
10711	147	1881	
10712	123	1331	
10713	2429	272	
10714	147	1882	
10715	251	110	
10716	6265	33	
10717	6262	21	
10718	6260	455	
10719	6263	280	
10720	6264	92	
10721	6269	33	
10722	6270	812	
10723	161	903	
10724	6257	33	
10725	6266	455	
10726	6261	280	
10727	6267	21	
10728	6268	21	
10729	6258	455	
10730	6259	280	
10731	6256	148	
10732	6271	21	
10733	6272	33	
10734	6273	455	
10735	6274	33	
10736	6284	33	
10737	1199	1883	
10738	5765	684	
10739	5772	1892	
10740	4116	1884	
10741	4383	455	
10742	6285	1885	
10743	4270	1886	
10744	6286	330	
10745	6287	33	
10746	6288	33	
10747	6289	4	
10748	6290	553	
10749	90	1887	
10750	6291	4	
10751	6292	4	
10752	6293	4	
10753	6294	4	
10754	90	1888	
10755	6295	455	
10756	6296	33	
10757	6297	455	
10758	4620	1889	
10759	5221	1484	
10760	124	1890	
10761	37	1891	
10762	6298	27	
10763	2874	455	
10764	6299	21	
10765	1042	33	
10766	1669	1893	
10767	18	33	
10768	6300	21	
10769	6301	33	
10770	6302	1659	
10771	4669	1894	
10772	6303	21	
10773	6304	10	
10774	6305	60	
10775	4383	1895	
10776	6306	455	
10777	6307	29	
10778	6309	110	
10779	6310	110	
10780	252	1896	
10781	3448	1660	
10782	6311	110	
10783	6312	110	
10784	6313	29	
10785	6314	118	
10786	6315	263	
10787	6316	27	
10788	6317	29	
10789	6318	563	
10790	6319	191	
10791	6320	33	
10792	6321	1195	
10793	6322	21	
10794	6323	139	
10795	6324	118	
10796	6325	33	
10797	6326	263	
10798	5129	1898	
10799	6327	21	
10800	6328	27	
10801	6329	137	
10802	6321	27	
10803	6333	110	
10804	6334	135	
10805	6335	1779	
10806	161	96	
10807	35	197	
10808	2396	1900	
10809	6336	280	
10810	6337	280	
10811	6338	33	
10812	6339	27	
10813	6340	110	
10814	6341	29	
10815	6342	894	
10816	6343	4	
10817	5981	4	
10818	5606	1901	
10819	6344	563	
10820	6346	29	
10821	6347	4	
10822	5888	1902	
10823	6348	16	
10824	6308	137	
10825	1602	29	
10826	3643	953	
10827	982	27	
10828	90	833	
10829	3234	25	
10830	2644	110	
10831	3643	487	
10832	6349	953	
10833	134	743	
10834	6330	110	
10835	6331	137	
10836	3381	137	
10837	30	49	
10838	5452	16	
10839	14	1329	
10840	6350	21	
10841	6351	39	
10842	6352	29	
10843	6353	4	
10844	6354	29	
10845	6355	241	
10846	5964	33	
10847	1837	264	
10848	442	21	
10849	1873	264	
10850	14	86	
10851	158	25	
10852	315	111	
10853	103	112	
10854	53	112	
10855	217	103	
10856	609	350	
10857	6356	74	
10858	6357	156	
10859	6358	33	
10860	6359	33	
10861	217	1903	
10862	147	1904	
10863	6360	21	
10864	6361	21	
10865	6362	563	
10866	6363	4	
10867	6364	563	
10868	4285	10	
10869	558	110	
10870	1718	27	
10871	6365	740	
10872	6384	107	
10873	6385	4	
10874	6366	1905	
10875	35	1906	
10876	1173	1905	
10877	6370	1301	
10878	90	1913	
10879	3614	384	
10880	35	1915	
10881	4262	70	
10882	4262	33	
10883	1173	98	
10884	6374	1910	
10885	3614	1301	
10886	6371	1912	
10887	251	1909	
10888	1173	1907	
10889	642	1907	
10890	6375	1055	
10891	6376	1301	
10892	1076	121	
10893	6377	98	
10894	6370	1910	
10895	6378	136	
10896	516	98	
10897	302	33	
10898	123	1369	
10899	3615	1914	
10900	6369	136	
10901	90	136	
10902	1173	136	
10903	90	688	
10904	6370	688	
10905	3614	136	
10906	6379	688	
10907	6365	136	
10908	516	1237	
10909	6373	33	
10910	90	740	
10911	35	136	
10912	3614	1355	
10913	6380	262	
10914	3614	1908	
10915	6366	1907	
10916	3614	715	
10917	6381	740	
10918	1173	1916	
10919	581	32	
10920	6367	136	
10921	6366	121	
10922	1076	1237	
10923	6368	136	
10924	251	1907	
10925	1173	242	
10926	6382	688	
10927	2019	1911	
10928	6372	1910	
10929	251	1905	
10930	6383	715	
10931	516	1910	
10932	251	15	
10933	712	4	
10934	6370	136	
10935	3386	563	
10936	5606	208	
10937	6386	110	
10938	6387	563	
10939	343	29	
10940	6388	110	
10941	6389	18	
10942	6390	272	
10943	6227	18	
10944	6391	263	
10945	6392	29	
10946	5028	29	
10947	6393	563	
10948	6394	137	
10949	6395	27	
10950	6396	75	
10951	6397	953	
10952	6398	738	
10953	4715	29	
10954	908	98	
10955	1891	10	
10956	609	1917	
10957	6399	33	
10958	3772	29	
10959	2395	10	
10960	4	953	
10961	6400	21	
10962	3075	110	
10963	6401	137	
10964	6402	29	
10965	6403	33	
10966	1808	1266	
10967	28	1606	
10968	4984	1116	
10969	3395	563	
10970	6404	118	
10971	6405	330	
10972	6406	21	
10973	6408	4	
10974	6407	350	
10975	6409	455	
10976	6406	1166	
10977	6410	350	
10978	6411	350	
10979	6412	1919	
10980	6412	1920	
10981	6413	350	
10982	6414	1490	
10983	6415	27	
10984	4	914	
10985	868	261	
10986	876	33	
10987	3031	137	
10988	3395	21	
10989	90	1921	
10990	2261	595	
10991	6419	121	
10992	4867	24	
10993	1602	33	
10994	4	24	
10995	1125	836	
10996	2269	1469	
10997	6420	156	
10998	5936	1783	
10999	6421	241	
11000	1753	4	
11001	6422	33	
11002	123	1488	
11003	134	29	
11004	6426	25	
11005	6427	16	
11006	22	241	
11007	3264	1922	
11008	1382	135	
11009	361	60	
11010	121	612	
11011	6428	26	
11012	1893	21	
11013	3281	137	
11014	3361	85	
11015	6416	10	
11016	6417	10	
11017	609	58	
11018	6418	10	
11019	6423	110	
11020	3362	110	
11021	6424	110	
11022	6425	29	
11023	6434	29	
11024	4873	4	
11025	6435	186	
11026	6426	137	
11027	6430	110	
11028	6432	98	
11029	6433	27	
11030	6431	110	
11031	6436	6	
11032	6437	272	
11033	596	1923	
11034	6440	1225	
11035	49	1043	
11036	6441	33	
11037	123	1924	
11038	1466	814	
11039	6442	307	
11040	6456	110	
11041	6457	110	
11042	6458	27	
11043	6460	4	
11044	6459	29	
11045	6447	137	
11046	6448	75	
11047	6449	135	
11048	6450	110	
11049	6452	110	
11050	6451	110	
11051	6453	118	
11052	6454	110	
11053	6455	110	
11054	23	110	
11055	6438	4	
11056	6439	110	
11057	6443	137	
11058	6444	272	
11059	6445	33	
11060	6446	1925	
11061	6461	263	
11062	6462	29	
11063	1808	19	
11064	14	1131	
11065	6463	27	
11066	6464	33	
11067	6465	27	
11068	6468	563	
11069	6466	27	
11070	6467	27	
11071	6470	345	
11072	6471	563	
11073	511	33	
11074	6469	25	
11075	2627	33	
11076	5266	1927	
11077	2	1926	
11078	2042	33	
11079	6472	137	
11080	6473	18	
11081	732	135	
11082	6474	29	
11083	535	29	
11084	1808	137	
11085	1804	29	
11086	1378	29	
11087	5943	1746	
11088	6582	894	
11089	6094	4	
11090	6583	186	
11091	6584	186	
11092	6585	137	
11093	6586	29	
11094	30	1928	
11095	2915	1929	
11096	6587	110	
11097	6588	1930	
11098	1489	1899	
11099	6589	33	
11100	435	29	
11101	3592	563	
11102	30	241	
11103	5280	16	
11104	1487	137	
11105	6590	182	
11106	6591	10	
11107	6592	16	
11108	6593	39	
11109	1448	1931	
11110	6475	21	
11111	6476	1932	
11112	6477	186	
11113	6478	4	
11114	6479	21	
11115	6480	858	
11116	1135	1933	
11117	6481	21	
11118	6482	137	
11119	5228	21	
11120	6483	33	
11121	6478	1934	
11122	6484	477	
11123	6485	107	
11124	6486	137	
11125	6487	33	
11126	6488	33	
11127	6489	483	
11128	6490	21	
11129	206	1817	
11130	6491	110	
11131	1508	75	
11132	3531	1935	
11133	2035	215	
11134	6492	1473	
11135	6493	137	
11136	1204	186	
11137	6494	446	
11138	1053	135	
11139	6495	1936	
11140	6496	110	
11141	1891	483	
11142	6497	186	
11143	4179	186	
11144	551	21	
11145	6498	186	
11146	6499	1780	
11147	90	483	
11148	90	913	
11149	6500	156	
11150	6501	33	
11151	6502	186	
11152	90	1937	
11153	1226	1936	
11154	6503	21	
11155	3531	1780	
11156	90	1938	
11157	6504	1036	
11158	6505	186	
11159	6506	4	
11160	6507	75	
11161	2857	1939	
11162	6508	446	
11163	6509	1036	
11164	6510	1940	
11165	2857	4	
11166	6511	186	
11167	6512	186	
11168	6513	1941	
11169	1053	1942	
11170	4639	4	
11171	6514	33	
11172	6515	1943	
11173	6516	186	
11174	6517	4	
11175	1053	287	
11176	6518	33	
11177	6519	33	
11178	4189	234	
11179	1042	846	
11180	1508	156	
11181	2978	1336	
11182	6520	1944	
11183	246	1817	
11184	6521	156	
11185	6522	33	
11186	6523	479	
11187	1123	1036	
11188	4	1945	
11189	3531	473	
11190	6524	1780	
11191	6525	324	
11192	6526	186	
11193	6527	1946	
11194	6528	477	
11195	6529	21	
11196	6530	4	
11197	6531	186	
11198	489	1945	
11199	6532	33	
11200	6533	33	
11201	6534	1817	
11202	3580	1945	
11203	6535	33	
11204	6593	26	
11205	6594	188	
11206	6594	953	
11207	6595	563	
11208	224	1963	
11209	1973	4	
11210	6596	60	
11211	6536	234	
11212	489	1947	
11213	3531	1036	
11214	3531	1948	
11215	6537	1817	
11216	6538	4	
11217	5985	33	
11218	6539	21	
11219	6529	446	
11220	6540	4	
11221	6541	110	
11222	6542	33	
11223	6543	21	
11224	6544	4	
11225	1448	1583	
11226	6545	4	
11227	251	1921	
11228	6546	186	
11229	328	1830	
11230	6547	1818	
11231	581	1949	
11232	147	566	
11233	6548	446	
11234	6549	4	
11235	6550	667	
11236	731	75	
11237	1448	33	
11238	5174	4	
11239	6551	1091	
11240	130	470	
11241	2022	186	
11242	1132	1950	
11243	130	1951	
11244	5692	186	
11245	543	1952	
11246	251	1036	
11247	6552	75	
11248	6059	4	
11249	543	21	
11250	6553	33	
11251	6554	21	
11252	1053	566	
11253	1135	1953	
11254	6555	446	
11255	184	21	
11256	489	186	
11257	6556	543	
11258	5471	1036	
11259	6557	566	
11260	6558	75	
11261	6559	156	
11262	6560	4	
11263	90	566	
11264	3029	1954	
11265	6561	4	
11266	6562	4	
11267	609	137	
11268	3318	4	
11269	1448	137	
