ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
10656	46	29	186	9	67	175	96	
10657	4	10	18	8	6	2	12	ST-35 complex
10658	9	6	9	9	58	6	706	ST-41/44 complex
10659	4	10	2	5	3	11	49	
10660	12	7	4	668	9	21	16	
10661	8	5	6	421	560	18	2	ST-103 complex
10662	4	18	15	13	5	6	8	
10663	8	3	83	17	26	10	2	
10664	8	16	9	11	6	60	7	ST-254 complex
10665	12	4	38	15	22	40	13	ST-1136 complex
10666	7	5	19	17	3	53	2	ST-60 complex
10667	6	5	173	13	5	265	17	ST-174 complex
10668	11	5	18	12	36	13	17	
10669	1	5	717	53	26	41	3	ST-162 complex
10670	16	2	6	53	17	25	22	ST-53 complex
10671	652	10	5	4	6	3	8	ST-32 complex
10672	5	4	2	15	22	40	13	ST-1136 complex
10673	6	5	18	12	36	13	17	
10674	8	4	6	17	5	18	22	ST-103 complex
10675	3	6	9	9	683	6	206	ST-41/44 complex
10676	222	3	58	261	684	5	255	ST-4821 complex
10677	6	7	4	24	26	21	8	ST-175 complex
10678	6	5	7	9	3	24	17	ST-174 complex
10679	6	7	4	669	26	18	9	ST-175 complex
10680	222	3	118	275	30	5	255	ST-4821 complex
10681	10	1	2	17	3	2	19	ST-5 complex
10682	59	113	67	78	148	154	133	
10683	420	5	173	90	459	24	21	
10684	10	3	63	5	9	695	12	
10685	9	6	9	145	58	6	9	ST-41/44 complex
10686	8	5	15	17	1	21	2	ST-865 complex
10687	2	7	151	17	1	18	8	ST-167 complex
10688	10	6	9	9	9	41	9	ST-41/44 complex
10689	289	5	18	9	11	13	17	ST-23 complex
10690	6	5	1	13	36	53	15	ST-213 complex
10691	9	6	12	9	58	6	9	ST-41/44 complex
10692	4	10	7	9	6	10	12	ST-35 complex
10693	3	6	9	11	110	6	9	ST-41/44 complex
10694	4	10	2	5	38	686	9	
10695	4	10	15	9	8	687	9	ST-269 complex
10696	3	6	4	670	3	6	9	ST-41/44 complex
10697	8	5	1	13	36	53	15	ST-213 complex
10698	3	6	159	5	9	6	9	ST-41/44 complex
10699	7	5	1	9	36	688	15	ST-213 complex
10700	4	10	5	4	6	6	17	ST-32 complex
10701	4	10	721	7	9	10	12	ST-35 complex
10702	11	6	19	5	3	689	9	
10703	4	10	19	244	38	11	9	ST-269 complex
10704	7	8	10	116	10	690	20	ST-18 complex
10705	12	5	12	17	685	22	17	ST-461 complex
10706	12	2	9	671	9	6	9	ST-41/44 complex
10707	8	10	5	672	6	3	15	ST-32 complex
10708	4	10	34	353	38	11	9	ST-269 complex
10709	4	10	34	5	38	11	15	
10710	3	5	9	5	9	6	21	ST-41/44 complex
10711	222	444	58	261	263	5	13	
10712	4	10	15	673	8	5	9	ST-269 complex
10713	6	6	470	58	58	11	9	
10714	4	10	616	5	38	24	9	
10715	4	10	34	25	38	25	49	
10716	7	2	1	13	36	53	15	ST-213 complex
10717	4	10	5	4	6	53	8	ST-32 complex
10718	3	6	722	5	9	6	9	ST-41/44 complex
10719	7	5	1	13	36	691	15	ST-213 complex
10720	663	290	15	9	8	11	9	ST-269 complex
10721	3	6	9	5	9	7	46	ST-41/44 complex
10722	7	8	723	26	58	1	16	
10723	664	5	1	13	36	6	15	ST-213 complex
10724	4	10	9	5	3	11	9	ST-269 complex
10725	3	6	724	5	9	6	9	ST-41/44 complex
10726	11	445	18	8	11	4	21	ST-22 complex
10727	2	7	1	17	1	18	8	ST-167 complex
10728	2	4	6	17	9	6	8	ST-167 complex
10729	2	16	6	17	9	18	20	ST-167 complex
10730	12	7	6	17	9	6	8	ST-167 complex
10731	7	5	1	13	36	33	15	ST-213 complex
10732	10	5	18	9	11	9	22	ST-23 complex
10733	8	5	6	13	8	31	8	
10734	9	447	9	17	9	6	12	ST-41/44 complex
10735	12	31	243	3	5	8	248	
10736	9	33	7	447	249	24	378	
10737	610	3	58	92	30	5	255	ST-4821 complex
10738	10	1	2	1	3	2	19	ST-5 complex
10739	1	1	2	17	3	2	19	ST-5 complex
10740	222	3	58	3	386	18	255	ST-4821 complex
10741	518	297	53	13	542	3	535	
10742	46	11	88	24	22	6	21	
10743	4	35	5	9	6	3	8	ST-32 complex
10744	9	6	18	4	79	6	16	
10745	142	6	9	60	9	6	18	ST-41/44 complex
10746	311	2	53	259	259	379	373	
10747	13	5	2	17	26	65	17	
10748	10	7	6	9	11	9	8	ST-23 complex
10749	10	7	4	242	26	18	28	ST-175 complex
10750	10	5	18	9	233	9	17	ST-23 complex
10751	9	5	275	17	11	8	21	
10752	2	7	6	17	8	6	8	ST-167 complex
10753	10	7	18	56	11	18	8	ST-175 complex
10754	10	7	4	9	22	18	28	
10755	667	3	58	682	30	18	4	
10756	1	1	2	1	3	5	3	ST-5 complex
10757	8	18	13	56	9	18	8	
10758	665	5	168	8	11	4	21	ST-22 complex
10759	666	6	9	9	8	6	9	ST-41/44 complex
10760	4	451	2	17	38	11	9	
10761	5	452	108	15	9	6	9	
10762	4	10	726	18	3	10	12	ST-35 complex
10763	4	10	727	4	6	3	8	ST-32 complex
10764	3	6	728	5	9	6	9	ST-41/44 complex
10765	2	5	729	9	77	18	112	
10766	8	3	5	677	8	21	2	ST-865 complex
10767	12	5	18	678	11	9	17	ST-23 complex
10768	16	2	6	679	17	25	22	ST-53 complex
10769	11	5	18	680	11	24	21	ST-22 complex
10770	16	2	6	25	689	25	22	ST-53 complex
10771	7	5	1	13	36	696	15	ST-213 complex
10772	6	6	9	9	8	6	710	ST-41/44 complex
10773	8	3	154	17	26	21	711	
10774	12	5	12	35	60	22	712	ST-461 complex
10775	5	4	17	15	14	7	713	ST-198 complex
10776	17	5	19	17	3	4	714	ST-60 complex
10777	2	7	159	92	9	6	715	
10778	8	10	5	4	6	3	10	ST-32 complex
10779	276	4	9	166	5	425	357	
10780	276	4	9	141	140	425	357	
10781	276	4	9	141	5	425	357	
10782	276	4	9	141	5	425	29	
10783	276	4	9	166	391	425	357	
10784	192	398	5	64	6	443	357	
10785	9	6	9	9	9	64	276	ST-41/44 complex
10786	226	106	4	4	245	3	8	
10787	225	10	5	15	245	259	13	
10788	12	5	12	35	60	22	365	ST-461 complex
10789	226	10	4	9	6	3	13	
10790	8	10	5	4	5	3	615	ST-32 complex
10791	2	3	4	90	8	4	6	ST-11 complex
10792	8	10	5	4	6	65	8	ST-32 complex
10793	11	5	18	17	11	25	21	ST-22 complex
10794	12	7	9	9	9	15	9	ST-41/44 complex
10795	8	105	52	11	9	11	7	ST-1572 complex
10796	7	5	1	3	661	53	17	ST-213 complex
10797	8	5	15	56	297	21	2	ST-865 complex
10798	7	120	10	19	10	1	2	ST-18 complex
10799	8	5	339	459	8	21	8	ST-865 complex
10800	8	6	18	25	3	659	7	
10801	13	3	152	9	3	11	9	ST-364 complex
10802	6	3	4	13	8	13	169	
10803	2	3	4	3	8	697	6	ST-11 complex
10804	668	10	48	4	6	3	8	ST-32 complex
10805	669	3	4	3	8	4	6	ST-11 complex
10806	3	25	19	5	3	6	9	ST-41/44 complex
10807	9	3	9	9	9	6	46	ST-41/44 complex
10808	8	288	13	11	6	2	2	ST-2057 complex
10809	670	8	185	26	10	1	16	
10810	7	10	1	3	36	53	15	ST-213 complex
10811	671	6	9	5	9	6	8	ST-41/44 complex
10812	1	5	13	53	26	41	12	ST-162 complex
10813	3	6	9	110	9	6	70	ST-41/44 complex
10814	2	8	185	26	10	1	16	
10815	4	10	2	35	6	3	8	ST-32 complex
10816	1	443	13	53	26	468	3	ST-162 complex
10817	1	5	13	53	26	41	22	ST-162 complex
10818	4	10	5	135	6	3	8	ST-32 complex
10819	4	10	5	683	6	3	6	ST-32 complex
10820	433	166	23	255	278	269	450	
10821	4	10	72	13	6	10	12	ST-35 complex
10822	9	6	9	9	376	25	47	ST-41/44 complex
10823	8	5	72	303	3	22	7	
10824	28	6	9	9	686	6	9	ST-41/44 complex
10825	2	7	6	251	9	9	8	ST-167 complex
10826	2	3	4	675	8	4	6	ST-11 complex
10827	10	92	18	9	11	9	17	ST-23 complex
10828	8	446	6	17	5	18	9	ST-103 complex
10829	4	10	5	4	6	692	8	ST-32 complex
10830	4	10	11	18	6	693	12	ST-35 complex
10831	44	6	9	9	204	694	9	ST-41/44 complex
10832	2	3	4	676	8	4	6	ST-11 complex
10833	10	5	18	9	22	9	17	ST-23 complex
10834	4	10	13	4	6	3	9	ST-32 complex
10835	4	10	13	4	6	3	6	ST-32 complex
10836	11	7	4	9	26	15	9	
10837	2	3	15	634	8	4	6	ST-11 complex
10838	10	5	627	9	11	9	17	ST-23 complex
10839	4	10	680	4	688	3	8	ST-32 complex
10840	4	10	5	4	688	3	8	ST-32 complex
10841	27	6	7	3	9	6	16	
10842	27	10	11	18	6	10	12	ST-35 complex
10843	16	2	6	25	692	25	22	ST-53 complex
10844	16	2	6	25	693	25	22	ST-53 complex
10845	2	6	9	17	9	6	8	ST-41/44 complex
10846	10	5	18	9	11	9	611	ST-23 complex
10847	4	10	6	16	687	26	20	
10848	44	5	18	9	11	4	17	ST-23 complex
10849	10	5	18	9	11	4	17	ST-23 complex
10850	2	3	9	3	34	4	6	ST-11 complex
10851	4	10	206	4	6	3	8	ST-32 complex
10852	8	4	154	17	3	21	2	ST-103 complex
10853	6	5	34	13	5	24	12	ST-174 complex
10854	10	5	18	699	11	9	17	ST-23 complex
10855	11	5	18	8	239	4	21	ST-22 complex
10856	2	448	4	3	8	4	6	ST-11 complex
10857	2	3	725	3	8	4	6	ST-11 complex
10858	2	3	4	3	8	4	709	ST-11 complex
10859	2	463	4	3	8	4	6	ST-11 complex
10860	2	5	76	125	8	3	2	
10861	98	6	72	125	14	8	2	
10862	3	3	9	25	22	87	75	
10863	2	5	76	3	6	3	2	
10864	4	10	7	9	9	11	20	ST-269 complex
10865	8	105	52	3	22	11	7	ST-1572 complex
10866	10	29	2	26	71	3	129	
10867	3	6	9	700	9	6	9	ST-41/44 complex
10868	686	6	9	5	9	21	9	ST-41/44 complex
10869	6	5	173	25	5	24	17	ST-174 complex
10870	4	10	5	4	6	712	8	ST-32 complex
10871	10	10	9	5	9	473	9	ST-41/44 complex
10872	9	6	12	5	9	22	9	ST-41/44 complex
10873	7	2	1	13	36	53	2	ST-213 complex
10874	12	6	18	17	9	6	9	ST-41/44 complex
10875	8	10	5	4	11	3	8	ST-32 complex
10876	9	6	9	20	3	6	9	ST-41/44 complex
10877	4	18	458	5	5	6	8	
10878	7	8	166	19	10	1	2	ST-18 complex
10879	4	10	5	4	6	4	8	ST-32 complex
10880	10	464	18	9	11	9	17	ST-23 complex
10881	689	18	739	701	7	6	13	
10882	350	18	405	24	21	480	18	
10883	6	18	405	8	21	480	18	
10884	109	39	170	702	148	153	65	
10885	109	39	170	111	148	714	65	
10886	690	39	170	111	148	153	65	
10887	109	39	170	111	148	715	65	
10888	109	39	170	111	148	716	65	
10889	109	39	170	111	148	717	65	
10890	109	39	170	111	148	718	65	
10891	691	39	170	111	148	153	65	
10892	109	39	170	111	148	153	730	
10893	59	39	67	157	147	719	133	
10894	109	39	740	111	148	153	65	
10895	692	39	67	703	148	153	133	
10896	109	39	170	111	148	153	731	
10897	109	39	170	111	148	720	65	
10898	109	39	170	111	148	153	732	
10899	126	39	170	158	148	153	65	
10900	7	106	446	19	10	11	2	ST-18 complex
10901	3	6	34	5	11	22	9	ST-41/44 complex
10902	7	8	10	26	17	721	22	
10903	6	41	2	359	50	68	15	
10904	9	41	5	9	47	6	20	
10905	6	5	742	17	21	24	2	
10906	6	5	53	3	74	8	21	
10907	9	10	11	18	6	10	12	ST-35 complex
10908	2	7	159	92	93	6	2	
10909	12	5	4	9	5	6	9	
10910	9	5	18	14	11	9	12	ST-23 complex
10911	10	5	18	14	11	9	7	ST-23 complex
10912	3	7	4	7	122	18	21	ST-92 complex
10913	3	6	34	5	11	7	9	ST-41/44 complex
10914	6	6	9	16	58	26	9	
10915	4	10	5	4	6	722	8	ST-32 complex
10916	2	6	34	5	11	6	9	ST-41/44 complex
10917	9	6	9	706	9	6	9	ST-41/44 complex
10918	12	2	9	9	9	54	3	
10919	9	7	179	9	9	33	8	
10920	3	16	7	5	11	6	9	ST-41/44 complex
10921	11	6	6	17	8	4	8	
10922	4	10	2	336	38	11	9	ST-269 complex
10923	4	10	25	9	8	11	13	ST-269 complex
10924	5	4	18	9	9	6	17	
10925	8	10	12	18	6	3	8	ST-32 complex
10926	10	6	9	116	9	6	225	ST-41/44 complex
10927	12	5	139	17	8	6	46	
10928	693	10	5	4	6	3	8	ST-32 complex
10929	4	35	135	114	5	11	21	
10930	4	10	5	37	6	3	8	ST-32 complex
10931	109	39	67	78	149	71	65	
10932	126	39	67	238	146	153	133	
10933	126	39	67	78	147	71	133	
10934	200	39	67	157	148	153	65	
10935	59	39	67	157	149	153	65	
10936	9	7	647	133	9	33	8	
10937	6	5	470	17	21	24	2	
10938	7	106	10	707	10	1	2	ST-18 complex
10939	10	6	9	5	9	6	10	ST-41/44 complex
10940	4	10	2	708	17	11	9	ST-269 complex
10941	17	5	19	26	3	26	2	ST-60 complex
10942	4	10	745	17	13	11	20	
10943	21	10	15	40	8	11	1	ST-269 complex
10944	687	6	9	9	9	6	9	ST-41/44 complex
10945	3	6	9	9	9	713	22	ST-41/44 complex
10946	146	106	10	17	10	13	9	
10947	11	195	18	8	11	4	21	ST-22 complex
10948	2	5	219	8	3	18	7	
10949	457	10	5	4	6	3	8	ST-32 complex
10950	2	7	2	17	26	65	53	
10951	12	106	10	19	10	1	2	ST-18 complex
10952	4	3	2	9	8	11	8	ST-269 complex
10953	16	2	746	8	5	8	17	
10954	694	10	12	4	6	3	7	ST-32 complex
10955	451	466	9	9	9	54	10	
10956	3	6	134	5	58	6	9	ST-41/44 complex
10957	9	6	9	9	16	6	2	ST-41/44 complex
10958	20	5	62	5	13	18	20	
10959	695	6	747	56	3	8	9	
10960	28	6	9	32	9	6	9	ST-41/44 complex
10961	6	3	79	7	6	20	5	
10962	180	467	2	68	217	204	17	
10963	9	6	9	710	9	6	9	ST-41/44 complex
10964	7	8	749	19	10	1	2	ST-18 complex
10965	696	3	10	19	10	1	2	ST-18 complex
10966	12	2	9	9	194	723	2	
10967	9	468	9	9	9	33	8	ST-41/44 complex
10968	3	6	219	5	9	6	8	ST-41/44 complex
10969	16	2	6	25	17	724	22	ST-53 complex
10970	17	5	19	17	3	26	141	ST-60 complex
10971	9	6	7	133	5	6	2	
10972	7	5	1	13	220	53	15	ST-213 complex
10973	7	8	750	26	10	1	16	ST-18 complex
10974	17	5	19	53	3	13	2	ST-60 complex
10975	6	35	9	17	110	24	9	
10976	12	5	18	8	11	4	21	ST-22 complex
10977	12	8	10	19	10	1	16	ST-18 complex
10978	10	4	15	7	5	9	31	ST-181 complex
10979	3	6	9	5	9	6	32	ST-41/44 complex
10980	3	6	9	5	11	6	46	ST-41/44 complex
10981	7	5	1	13	710	53	15	ST-213 complex
10982	9	3	9	9	9	56	9	ST-41/44 complex
10983	17	5	19	17	3	26	21	ST-60 complex
10984	29	469	48	50	92	46	45	ST-640 complex (lactamica)
10985	489	6	9	5	11	6	9	ST-41/44 complex
10986	699	10	2	5	3	11	9	
10987	700	5	13	53	26	41	3	ST-162 complex
10988	10	6	9	5	9	725	9	ST-41/44 complex
10989	10	6	9	5	9	19	9	ST-41/44 complex
10990	10	6	9	711	9	6	9	ST-41/44 complex
10991	2	5	6	17	11	18	8	ST-167 complex
10992	8	10	6	17	5	18	2	ST-103 complex
10993	6	5	6	7	11	13	224	
10994	8	10	2	5	3	11	74	
10995	8	10	77	412	3	3	8	
10996	3	6	9	25	14	25	9	ST-41/44 complex
10997	2	3	1	3	36	53	15	ST-213 complex
10998	6	5	105	12	17	41	17	
10999	4	10	2	5	75	26	9	
11000	8	7	12	17	9	18	8	ST-167 complex
11001	3	6	34	705	11	6	9	ST-41/44 complex
11002	4	10	2	5	3	11	7	
11003	222	3	741	275	30	6	255	ST-4821 complex
11004	2	5	2	76	6	3	16	
11005	140	5	9	173	709	34	165	
11006	140	5	9	173	175	6	165	
11007	28	5	751	9	11	9	17	ST-23 complex
11008	4	10	15	712	8	11	9	ST-269 complex
11009	17	6	9	9	58	6	16	ST-41/44 complex
11010	444	3	4	3	8	4	6	ST-11 complex
11011	17	5	19	17	5	26	9	ST-60 complex
11012	8	35	6	17	5	31	12	ST-103 complex
11013	140	5	4	173	175	34	733	
11014	9	9	9	17	9	6	9	ST-41/44 complex
11015	4	10	752	17	6	2	12	ST-35 complex
11016	155	6	349	9	5	65	9	
11017	8	5	6	17	8	18	8	ST-103 complex
11018	20	470	63	9	9	11	9	
11019	3	6	219	5	26	6	9	ST-41/44 complex
11020	3	6	65	5	9	6	12	ST-41/44 complex
11021	703	6	63	17	9	11	9	
11022	3	6	9	5	50	6	9	ST-41/44 complex
11023	6	6	63	17	14	11	9	
11024	4	10	15	9	8	11	7	ST-269 complex
11025	7	2	4	9	47	6	20	
11026	8	10	5	4	711	3	8	ST-32 complex
11027	7	5	13	53	26	41	3	ST-162 complex
11028	219	5	1	40	11	8	21	
11029	7	8	10	26	13	1	16	ST-18 complex
11030	11	5	18	143	11	24	21	ST-22 complex
11031	8	4	6	3	5	726	2	ST-103 complex
11032	27	471	17	3	9	6	16	
11033	4	5	15	9	17	11	9	ST-269 complex
11034	9	16	753	17	9	6	44	
11035	10	6	9	5	9	21	9	ST-41/44 complex
11036	4	41	15	9	8	11	13	ST-269 complex
11037	2	3	4	24	8	4	5	ST-11 complex
11038	6	6	9	13	9	6	9	ST-41/44 complex
11039	3	7	53	37	8	18	21	ST-92 complex
11040	343	2	34	25	9	5	21	
11041	20	232	34	25	365	5	21	
11042	46	11	88	76	22	6	410	
11043	46	11	88	24	286	6	410	
11044	324	232	34	8	5	5	21	
11045	222	1	58	261	263	5	255	ST-4821 complex
11046	300	3	13	375	6	41	77	
11047	9	11	88	13	6	6	410	
11048	518	297	2	13	542	3	535	
11049	9	60	6	9	9	11	16	
11050	8	4	6	714	5	18	2	ST-103 complex
11051	12	204	6	113	8	78	2	
11052	59	39	754	78	148	153	65	
11053	12	6	179	17	9	73	9	
11054	704	5	5	9	6	3	8	ST-32 complex
11055	3	6	211	9	9	18	9	ST-41/44 complex
11056	17	5	53	17	3	26	12	ST-60 complex
11057	4	4	2	9	8	124	20	
11058	10	473	9	5	9	6	9	ST-41/44 complex
11059	9	474	9	11	9	6	9	ST-41/44 complex
11060	2	5	120	9	3	8	18	ST-334 complex
11061	1	5	13	53	21	41	3	ST-162 complex
11062	2	5	12	35	3	18	344	
11063	8	10	5	4	17	3	8	ST-32 complex
11064	12	10	18	5	38	11	9	
11065	3	6	9	13	9	6	15	ST-41/44 complex
11066	4	10	5	4	712	8	8	ST-32 complex
11067	7	5	1	13	36	53	31	ST-213 complex
11068	10	381	18	59	11	9	17	ST-23 complex
11069	2	3	7	3	8	6	2	ST-8 complex
11070	8	2	6	17	5	18	15	ST-103 complex
11071	4	10	5	5	6	3	9	ST-32 complex
11072	2	29	2	26	713	65	53	
11073	200	39	67	156	188	530	65	
11074	126	39	67	157	148	71	65	
11075	109	39	67	111	228	71	65	
11076	13	5	4	40	3	8	18	ST-334 complex
11077	126	39	67	158	148	154	65	
11078	12	2	15	231	13	21	207	ST-37 complex
11079	12	5	34	17	8	38	17	
11080	8	245	12	303	3	63	118	
11081	222	3	58	261	714	5	255	ST-4821 complex
11082	2	7	6	13	16	18	8	ST-167 complex
11083	106	472	288	713	219	727	28	
11084	12	476	4	8	13	21	734	
11085	673	456	755	685	694	700	728	
11086	674	460	731	686	695	701	721	
11087	675	465	759	687	696	702	725	
11088	676	457	732	688	697	703	723	
11089	677	458	756	689	698	704	726	
11090	678	454	733	690	699	705	727	
11091	679	478	734	691	700	706	716	
11092	681	479	735	693	702	708	717	
11093	677	458	757	689	698	704	729	
11094	682	480	736	694	703	709	718	
11095	677	458	756	695	704	704	726	
11096	683	459	737	696	705	710	720	
11097	684	455	758	697	706	704	724	
11098	685	453	738	698	707	711	722	
11099	59	39	67	78	708	153	65	
11100	3	6	108	5	9	177	9	ST-41/44 complex
11101	7	5	1	277	36	53	6	ST-213 complex
11102	4	10	2	16	3	11	20	
11103	8	5	15	17	9	21	2	ST-865 complex
11104	27	6	9	5	9	6	12	ST-41/44 complex
11105	706	3	13	7	715	41	77	
11106	20	20	2	17	26	4	30	
11107	109	481	170	111	148	153	65	
11108	6	6	6	8	5	11	347	
11109	10	475	18	9	11	9	17	ST-23 complex
11110	46	3	415	7	6	18	77	
11111	10	6	72	17	5	11	347	
11112	3	6	34	5	11	6	2	ST-41/44 complex
11113	10	5	18	9	11	9	54	ST-23 complex
11114	126	39	170	111	149	153	133	
11115	109	39	67	111	149	153	65	
11116	9	16	753	17	9	11	44	
11117	8	483	7	17	21	26	49	ST-1157 complex
11118	708	5	2	9	21	11	17	
11119	10	6	153	5	9	8	191	
11120	10	484	18	9	11	9	17	ST-23 complex
11121	8	4	6	17	5	60	9	ST-103 complex
11122	4	16	5	4	6	3	8	ST-32 complex
11123	4	10	5	718	677	3	8	ST-32 complex
11124	2	3	760	3	8	4	6	ST-11 complex
11125	8	6	9	719	9	6	9	ST-41/44 complex
11126	2	325	6	9	16	9	8	ST-167 complex
11127	222	3	58	3	718	18	8	
11128	5	4	17	15	30	729	12	ST-198 complex
11129	3	6	9	5	716	6	9	ST-41/44 complex
11130	5	4	38	717	22	40	13	ST-1136 complex
11131	10	5	18	9	11	730	17	ST-23 complex
11132	707	5	18	8	11	24	257	ST-22 complex
11133	16	2	6	25	717	25	22	ST-53 complex
11134	222	2	58	205	30	2	16	
11135	6	5	19	7	26	20	2	
11136	6	5	7	474	623	24	17	ST-174 complex
11137	3	6	134	5	11	6	9	ST-41/44 complex
11138	2	3	4	39	8	4	6	ST-11 complex
11139	9	6	9	9	9	64	6	ST-41/44 complex
11140	4	25	15	9	8	11	9	ST-269 complex
11141	11	5	18	8	690	24	21	ST-22 complex
11142	6	5	63	9	9	11	9	
11143	45	49	42	52	92	44	45	
11144	2	3	4	3	8	698	6	ST-11 complex
11145	17	5	19	17	3	26	311	ST-60 complex
11146	4	5	5	4	9	3	8	ST-32 complex
11147	9	6	351	76	9	6	311	ST-41/44 complex
11148	505	16	12	11	8	60	7	ST-254 complex
11149	672	3	4	3	8	4	6	ST-11 complex
11150	8	380	5	4	6	3	8	ST-32 complex
11151	2	3	4	3	8	40	6	ST-11 complex
11152	2	3	4	3	8	699	6	ST-11 complex
11153	9	3	286	9	9	64	9	ST-41/44 complex
11154	2	3	730	3	8	4	6	ST-11 complex
11155	2	3	4	313	8	4	6	ST-11 complex
11156	12	6	50	9	35	6	9	ST-41/44 complex
11157	2	3	4	3	8	25	22	ST-11 complex
11158	2	3	4	3	8	4	5	ST-11 complex
11159	2	3	7	2	8	5	22	ST-8 complex
11160	420	5	173	90	11	24	21	ST-22 complex
11161	662	3	4	3	8	7	6	ST-11 complex
11162	306	6	9	5	9	6	9	ST-41/44 complex
11163	702	10	5	4	6	3	8	ST-32 complex
11164	5	4	17	24	30	7	12	ST-198 complex
11165	8	105	52	15	9	11	7	ST-1572 complex
11166	11	4	17	15	30	7	12	ST-198 complex
11167	16	2	6	25	17	18	22	ST-53 complex
11168	13	5	15	9	21	8	18	ST-334 complex
11169	4	10	5	4	6	18	8	ST-32 complex
11170	11	5	18	13	11	24	21	ST-22 complex
11171	2	410	6	17	9	6	8	ST-167 complex
11172	59	39	170	156	150	153	65	
11173	59	39	170	78	147	154	65	
11174	59	39	761	156	188	71	133	
11175	109	39	67	78	404	153	133	
11176	2	7	6	10	9	6	8	ST-167 complex
11177	109	39	764	237	148	153	65	
11178	109	39	67	158	148	153	133	
11179	59	39	170	78	148	154	133	
11180	709	39	67	111	149	153	65	
11181	109	39	67	78	147	153	65	
11182	59	39	67	158	150	153	65	
11183	59	39	765	157	150	153	65	
11184	109	39	67	78	148	153	133	
11185	59	39	67	157	188	153	223	
11186	59	39	67	157	149	153	223	
11187	4	487	11	18	6	10	12	ST-35 complex
11188	59	39	67	111	147	153	65	
11189	59	39	67	156	147	153	65	
11190	713	5	467	9	21	9	251	
11191	59	112	67	157	148	153	65	
11192	6	5	7	17	21	24	737	
11193	59	39	67	158	149	153	133	
11194	109	142	67	111	148	153	65	
11195	710	39	170	78	148	153	65	
11196	126	39	67	111	147	153	65	
11197	126	39	67	78	149	154	65	
11198	126	39	67	158	149	153	65	
11199	126	39	67	78	189	71	65	
11200	126	39	67	111	147	153	133	
11201	59	39	67	156	148	71	65	
11202	155	6	767	9	5	65	9	
11203	28	6	9	150	9	8	9	ST-41/44 complex
11204	59	39	67	78	149	71	133	
11205	126	39	67	78	146	71	133	
11206	6	5	173	13	5	731	17	ST-174 complex
11207	712	39	67	158	149	71	65	
11208	59	39	170	78	149	154	133	
11209	8	4	6	17	60	18	2	ST-103 complex
11210	59	39	170	190	147	153	65	
11211	10	208	18	17	317	8	16	
11212	126	112	67	237	148	71	65	
11213	714	5	18	9	11	9	17	ST-23 complex
11214	715	3	19	17	62	21	2	
11215	1	488	13	53	26	41	3	ST-162 complex
11216	12	489	12	35	192	22	17	ST-461 complex
11217	4	10	15	9	720	11	9	ST-269 complex
11218	3	6	9	700	9	6	22	ST-41/44 complex
11219	3	5	12	5	9	6	9	ST-41/44 complex
11220	7	5	1	3	36	53	2	ST-213 complex
11221	7	5	771	13	36	53	15	ST-213 complex
11222	17	5	19	17	3	26	740	ST-60 complex
11223	7	5	1	13	36	53	741	ST-213 complex
11224	7	5	1	722	36	53	15	ST-213 complex
11225	12	6	18	8	9	6	9	ST-41/44 complex
11226	2	5	1	13	36	25	15	ST-213 complex
11227	3	6	9	5	9	6	49	ST-41/44 complex
11228	126	112	67	158	148	153	65	
11229	3	6	9	17	721	6	9	ST-41/44 complex
11230	435	39	170	111	149	153	65	
11231	59	39	67	78	147	154	65	
11232	109	39	170	111	170	153	65	
11233	109	39	67	78	147	153	133	
11234	59	39	67	190	147	153	133	
11235	126	39	67	78	146	71	65	
11236	59	39	67	239	148	153	133	
11237	4	10	15	9	8	11	249	ST-269 complex
11238	4	10	6	9	21	732	9	ST-269 complex
11239	4	10	768	13	38	11	9	ST-269 complex
11240	109	39	67	78	189	153	65	
11241	109	39	170	78	189	153	65	
11242	59	39	170	78	189	153	65	
11243	7	25	1	13	9	26	49	
11244	59	39	67	157	189	153	133	
11245	6	6	63	9	9	11	5	
11246	4	10	9	9	8	11	16	ST-269 complex
11247	59	39	170	158	148	154	65	
11248	59	39	67	156	188	71	65	
11249	59	39	67	157	148	71	65	
11250	4	10	769	26	6	3	8	ST-32 complex
11251	59	39	67	78	148	71	133	
11252	200	39	67	157	148	71	65	
11253	200	39	170	190	147	153	65	
11254	2	16	6	17	9	733	8	ST-167 complex
11255	59	39	67	156	149	153	65	
11256	711	39	170	156	148	71	65	
11257	59	39	67	156	149	71	65	
11258	59	39	170	190	146	153	223	
11259	8	5	9	17	9	6	21	
11260	129	485	67	156	149	153	65	
11261	4	10	2	5	607	11	9	ST-269 complex
11262	16	5	1	13	36	53	2	ST-213 complex
11263	326	6	770	9	9	6	2	ST-41/44 complex
11264	59	39	170	111	147	153	133	
11265	2	6	9	45	9	6	156	ST-41/44 complex
11266	3	490	19	5	3	6	9	ST-41/44 complex
11267	13	23	13	13	201	197	7	
11268	688	6	9	60	9	6	9	ST-41/44 complex
11269	6	3	4	716	21	13	169	
11270	109	39	67	78	149	71	736	
11271	109	482	67	78	149	71	65	
11272	7	8	4	19	10	734	2	ST-18 complex
11273	6	5	15	17	21	24	10	
11274	2	3	748	3	8	4	6	ST-11 complex
11275	6	18	322	11	8	280	17	
11276	15	117	9	13	8	19	15	ST-4240/6688 complex
11277	15	5	9	13	8	19	15	ST-4240/6688 complex
