ST	acsA	aroE	guaA	mutL	nuoD	ppsA	trpE	clonal_complex
4736	5	54	26	31	1	33	392	
4737	25	5	17	3	3	15	19	
4738	111	30	31	26	48	59	32	
4739	17	5	12	366	14	4	393	
4740	17	5	12	366	14	4	7	
4741	6	122	5	1	73	12	166	
4742	16	24	268	11	4	13	52	
4743	6	5	6	367	2	14	1	
4744	17	22	1	30	27	4	112	
4745	17	5	10	3	52	6	2	
4746	32	8	223	6	1	6	26	
4747	11	5	4	3	3	15	10	
4748	6	5	11	368	3	12	19	
4749	23	5	11	40	196	12	7	
4750	332	5	32	3	4	265	3	
4751	16	5	11	3	1	4	23	
4752	28	5	36	180	3	13	7	
4753	1	5	32	3	4	265	3	
4754	28	5	226	3	1	4	10	
4755	16	5	269	3	1	4	394	
4756	36	5	270	7	4	10	7	
4757	11	3	1	5	1	55	61	
4758	11	5	11	11	197	6	27	
4759	11	5	11	3	73	4	14	
4760	2	4	5	3	1	6	395	
4761	336	5	11	7	1	12	7	
4762	338	5	11	7	1	12	7	
4763	17	5	12	369	14	4	7	
4764	17	5	271	3	14	4	7	
4765	6	10	36	63	4	30	2	
4766	89	30	36	26	28	24	396	
4767	11	8	6	115	4	13	397	
4768	5	61	24	6	10	7	5	
4769	11	5	12	5	3	1	18	
4770	36	5	5	11	2	29	18	
4771	17	5	1	3	4	103	7	
4772	6	5	1	1	198	12	1	
4773	6	28	4	3	3	4	314	
4774	18	130	1	4	4	4	17	
4775	89	30	272	78	30	24	55	
4776	16	5	30	72	4	13	398	
4777	6	5	11	29	15	15	1	
4778	32	4	5	3	1	6	3	
4779	16	5	1	3	4	13	14	
4780	23	422	11	7	1	12	7	
4781	6	5	11	3	199	15	1	
4782	5	5	3	3	1	1	399	
4783	11	62	17	5	2	4	7	
4784	16	5	17	2	4	4	10	
4785	6	5	11	3	4	23	400	
4786	6	5	40	3	4	23	401	
4787	134	11	57	27	12	162	3	
4788	6	5	11	3	4	23	402	
4789	11	5	6	11	4	4	3	
4790	36	27	28	370	4	13	7	
4791	17	5	1	1	1	15	1	
4792	40	344	11	5	4	38	37	
4793	40	5	36	30	3	4	7	
4794	17	5	12	143	14	4	7	
4795	89	203	12	26	126	24	143	
4796	1	5	11	200	4	10	3	
4797	17	5	1	30	1	4	112	
4798	47	263	36	61	11	115	3	
4799	11	5	11	11	3	6	403	
4800	11	5	6	3	74	13	320	
4801	13	8	9	3	1	266	9	
4802	39	5	1	371	4	46	56	
4803	39	5	1	3	200	46	56	
4804	39	423	1	154	4	46	56	
4805	39	5	1	3	4	46	404	
4806	39	5	1	3	4	46	405	
4807	157	5	1	3	4	46	406	
4808	39	5	1	3	201	46	56	
4809	39	5	273	3	4	46	56	
4810	39	5	1	372	4	46	56	
4811	17	18	52	5	31	4	21	
4812	7	5	26	5	3	4	18	
4813	22	66	5	5	11	15	7	
4814	17	5	5	3	4	12	7	
4815	17	5	221	3	1	6	10	
4816	5	16	65	373	10	20	119	
4817	22	20	11	3	3	267	261	
4818	28	5	36	3	202	13	7	
4819	13	4	5	5	12	269	15	
4820	1	5	11	5	4	15	407	
4821	16	10	30	11	4	13	7	
4822	11	5	150	3	4	4	5	
4823	5	67	26	3	1	1	5	
4824	11	5	263	3	4	4	269	
4825	107	4	3	27	12	7	128	
4826	5	4	5	3	1	6	8	
4827	6	5	7	3	73	4	52	
4828	16	5	30	11	1	13	7	
4829	198	24	5	3	1	38	19	
4830	6	129	1	3	2	6	7	
4831	16	5	6	3	4	7	5	
4832	40	10	7	3	1	10	9	
4833	28	5	91	3	3	1	10	
4834	16	52	11	85	4	15	10	
4835	16	138	1	3	74	4	7	
4836	103	11	61	5	190	6	8	
4837	19	5	12	11	11	4	19	
4838	17	5	12	4	11	4	7	
4839	17	5	12	3	3	15	7	
4840	28	358	45	28	3	20	5	
4841	11	5	12	3	1	4	61	
4842	36	5	36	3	4	13	7	
4843	36	5	7	5	3	4	7	
4844	6	24	36	11	4	15	19	
4845	17	5	5	28	1	33	5	
4846	17	5	11	5	4	15	56	
4847	51	4	65	167	15	6	7	
4848	22	3	17	5	3	10	7	
4849	1	10	37	5	1	10	25	
4850	39	5	9	11	3	4	2	
4851	11	288	11	3	4	6	10	
4852	32	4	5	3	2	25	3	
4853	11	5	11	30	13	4	7	
4854	11	10	6	11	4	15	19	
4855	26	5	11	5	4	4	2	
4856	125	5	7	3	2	28	53	
4857	23	5	1	30	3	4	7	
4858	128	106	85	86	60	73	90	
4859	17	4	3	3	4	12	2	
4860	11	5	83	11	50	3	7	
4861	25	5	1	5	3	6	10	
4862	9	8	78	3	3	20	7	
4863	17	5	5	375	4	4	3	
4864	39	5	9	11	4	5	2	
4865	17	5	12	3	3	4	7	
4866	23	5	11	7	14	12	7	
4867	307	5	12	3	14	4	7	
4868	23	425	11	7	1	12	7	
4869	11	5	98	5	3	10	408	
4870	6	5	5	3	3	6	410	
4871	344	426	274	5	10	7	5	
4872	14	427	10	7	4	13	7	
4873	11	5	275	5	4	4	2	
4874	36	5	11	3	203	4	10	
4875	17	5	12	3	14	4	413	
4876	17	5	277	11	4	4	68	
4877	28	5	4	77	3	15	412	
4878	18	4	279	3	1	17	13	
4879	13	8	9	3	204	6	9	
4880	15	424	269	3	10	33	10	
4881	10	15	79	377	205	57	281	
4882	40	5	36	153	3	270	19	
4883	6	28	276	3	3	4	7	
4884	22	20	11	3	3	271	7	
4885	5	152	12	376	1	16	10	
4886	134	11	3	378	1	86	26	
4887	11	5	1	7	9	4	411	
4888	11	5	12	11	1	4	10	
4889	2	4	5	379	1	6	11	
4890	36	27	28	3	4	255	375	
4891	6	5	11	7	3	256	19	
4892	11	6	19	11	4	15	409	
4893	36	3	6	13	81	6	26	
4894	16	5	20	3	4	4	10	
4895	164	3	7	5	3	13	3	
4896	4	4	26	380	1	4	26	
4897	5	428	79	5	1	7	47	
4898	13	8	5	3	1	6	11	
4899	17	13	109	5	1	1	47	
4900	17	3	5	30	3	10	10	
4901	39	410	25	3	64	33	47	
4902	6	5	263	3	2	4	7	
4903	23	5	11	7	1	12	82	
4904	23	5	11	7	1	12	209	
4905	5	429	54	5	10	1	47	
4906	6	5	11	3	67	23	1	
4907	322	5	4	7	3	12	19	
4908	23	5	11	382	1	12	414	
4909	16	5	1	355	4	15	7	
4910	5	430	3	3	13	4	5	
4911	6	5	6	11	184	64	19	
4912	28	3	11	11	1	15	1	
4913	16	5	11	5	2	4	9	
4914	1	5	36	7	27	10	7	
4915	17	134	11	2	1	4	2	
4916	28	5	3	3	1	15	1	
4917	28	5	1	11	4	4	18	
4918	17	3	4	13	2	6	26	
4919	6	5	5	11	3	15	19	
4920	253	431	281	28	1	20	5	
4921	346	5	36	3	4	13	7	
4922	27	8	282	383	1	20	47	
4923	11	22	1	3	27	4	7	
4924	17	268	11	77	2	4	92	
4925	152	268	11	77	2	4	92	
4926	152	196	12	34	4	13	18	
4927	17	138	1	5	4	6	7	
4928	17	432	1	3	11	12	111	
4929	6	14	12	384	1	4	20	
4930	152	5	20	5	4	4	52	
4931	11	5	1	2	206	15	2	
4932	11	5	98	5	3	1	99	
4933	6	5	65	11	3	1	99	
4934	11	433	11	3	4	4	7	
4935	5	14	25	381	1	275	5	
4936	38	5	3	3	1	2	4	
4937	140	203	64	26	28	24	32	
4938	11	423	1	4	4	4	17	
4939	337	423	11	7	1	12	7	
4940	17	268	11	11	4	15	7	
4941	11	20	1	3	4	4	2	
4942	152	8	3	11	1	15	1	
4943	28	5	46	5	1	112	61	
4944	11	5	11	3	2	3	3	
4945	11	4	11	5	4	4	9	
4946	4	4	16	386	1	276	3	
4947	4	4	16	386	1	6	415	
4948	4	4	16	386	1	6	3	
4949	4	4	283	386	1	6	3	
4950	23	5	284	7	1	12	7	
4951	28	5	11	77	3	4	416	
4952	28	5	11	387	3	4	416	
4953	11	5	285	28	3	40	7	
4954	16	3	286	5	1	55	61	
4955	1	5	1	11	207	10	10	
4956	11	5	26	390	3	40	7	
4957	28	217	11	77	3	4	92	
4958	17	3	12	388	3	1	18	
4959	17	3	12	388	208	1	18	
4960	17	3	12	389	3	1	18	
4961	11	5	26	28	3	277	7	
4962	5	12	5	5	52	162	47	
4964	18	4	5	3	1	17	118	
4965	11	423	1	1	1	12	1	
4966	22	423	12	11	11	4	14	
4967	28	22	94	3	4	4	420	
4968	9	434	11	11	1	15	25	
4969	5	4	5	392	5	20	4	
4970	28	367	5	3	13	4	418	
4971	15	66	287	34	2	12	1	
4972	1	5	7	5	4	4	419	
4973	6	5	6	391	4	6	421	
4974	28	5	11	11	4	15	417	
4975	348	5	1	7	9	4	7	
4976	36	3	6	13	3	6	422	
4977	6	5	1	3	64	7	7	
4978	15	3	3	11	1	4	1	
4979	16	8	30	11	4	13	1	
4980	39	5	11	5	4	278	286	
4981	6	69	192	77	1	20	14	
4982	1	5	7	394	4	189	2	
4983	45	148	15	35	17	8	1	
4984	349	3	11	3	4	14	3	
4985	11	5	12	72	3	1	124	
4986	27	8	5	3	93	18	26	
4987	11	22	5	393	61	14	3	
4988	15	215	5	13	1	33	19	
4989	5	4	25	3	1	20	11	
4990	32	8	5	3	1	6	26	
4991	15	215	5	13	5	33	19	
4992	32	54	26	13	1	162	175	
4993	6	5	1	395	2	7	7	
4994	17	5	146	3	14	4	7	
4995	105	5	30	3	3	7	14	
4996	84	5	26	13	4	13	53	
4997	84	5	26	13	4	4	53	
4998	43	30	64	26	48	24	156	
4999	89	30	64	26	48	24	423	
5000	39	5	26	67	4	4	7	
5001	15	5	36	396	27	4	2	
5002	16	5	5	59	1	4	7	
5003	11	76	6	5	4	4	23	
5004	9	5	12	3	4	4	18	
5005	9	8	288	3	1	6	5	
5006	350	5	6	7	4	6	7	
5007	16	22	5	77	2	15	10	
5008	89	191	9	26	133	24	32	
5009	11	5	6	5	3	4	7	
5010	19	435	26	5	3	10	85	
5011	11	5	11	11	209	193	7	
5012	22	20	11	54	3	3	7	
5013	6	436	4	18	4	13	10	
5014	6	4	26	397	1	4	26	
5015	11	5	6	398	4	4	19	
5016	17	5	40	18	4	10	3	
5017	111	30	31	26	54	119	32	
5018	173	347	6	3	3	18	2	
5019	134	8	65	5	1	6	8	
5020	20	30	64	256	210	24	32	
5021	32	4	5	5	1	6	26	
5022	17	5	26	401	4	4	26	
5023	351	5	1	11	4	4	45	
5024	1	48	36	5	14	4	7	
5025	17	5	12	11	3	15	44	
5026	28	5	46	5	1	281	61	
5027	17	5	1	3	4	4	113	
5028	38	11	119	13	1	2	4	
5029	1	19	1	31	1	28	7	
5030	28	78	94	13	1	279	10	
5031	13	8	9	405	1	17	15	
5032	16	4	26	3	4	4	1	
5033	6	22	7	11	3	15	2	
5034	6	5	196	3	1	64	19	
5035	17	5	1	3	2	4	2	
5036	23	355	11	7	1	12	209	
5037	99	435	99	94	9	96	99	
5038	84	387	243	377	91	13	52	
5039	82	91	3	9	82	2	84	
5040	67	399	7	6	14	98	7	
5041	98	438	9	324	75	5	69	
5042	39	89	9	216	98	94	85	
5043	218	286	12	3	98	94	323	
5044	99	286	94	85	99	87	94	
5045	39	107	11	3	1	6	426	
5046	4	4	16	404	1	6	415	
5047	8	5	9	10	1	4	9	
5048	11	134	11	3	4	6	7	
5049	11	5	36	7	4	7	2	
5050	5	3	95	5	1	6	47	
5051	6	5	11	5	3	15	1	
5052	16	5	30	11	4	12	7	
5053	17	10	4	5	4	92	19	
5054	6	5	1	34	4	3	10	
5055	5	4	57	67	1	1	26	
5056	19	66	26	2	1	4	9	
5057	39	5	5	11	3	15	2	
5058	18	1	11	3	1	15	2	
5059	28	24	11	3	15	4	14	
5060	11	19	19	15	4	4	3	
5061	89	30	80	141	54	24	32	
5062	11	5	11	11	1	15	1	
5063	35	5	11	11	4	29	14	
5064	20	30	12	69	90	24	156	
5065	15	5	1	3	3	12	3	
5066	27	443	21	28	1	7	427	
5067	111	30	64	78	48	24	156	
5069	1	442	32	3	4	25	3	
5070	246	431	139	28	1	20	213	
5071	17	14	3	3	96	15	1	
5072	20	30	64	402	30	24	32	
5073	28	22	94	3	1	4	420	
5074	43	30	9	69	4	24	32	
5075	40	13	30	3	1	4	14	
5076	1	3	12	3	1	135	7	
5077	17	438	6	3	4	15	10	
5078	6	439	4	3	3	4	7	
5079	355	3	7	3	2	12	3	
5080	39	5	36	72	1	42	19	
5081	16	5	19	3	4	105	7	
5082	89	30	64	26	48	24	424	
5083	11	5	77	5	3	7	68	
5084	356	5	32	3	4	25	3	
5085	178	162	26	3	4	112	5	
5086	22	3	17	5	2	10	425	
5087	111	30	9	26	48	24	32	
5088	5	8	65	124	1	1	26	
5089	16	5	6	11	3	7	18	
5090	39	441	9	11	27	5	2	
5091	17	5	12	279	14	4	7	
5092	6	5	6	33	27	4	10	
5093	40	5	65	403	3	13	7	
5094	111	440	64	26	48	24	32	
5095	6	5	11	3	3	4	14	
5096	5	54	57	400	1	6	15	
5097	28	24	17	11	4	33	7	
5098	6	5	1	30	4	282	27	
5099	11	22	11	7	44	38	7	
5100	111	30	64	72	48	24	156	
5101	6	5	1	18	2	4	3	
5102	19	5	12	61	3	4	3	
5103	16	5	30	18	3	20	7	
5104	6	28	4	3	3	7	7	
5105	11	5	1	72	4	10	2	
5106	5	8	9	124	1	1	26	
5107	16	5	11	3	4	4	10	
5108	32	59	290	13	1	7	40	
5109	28	5	289	5	1	6	14	
5110	357	5	11	3	3	10	14	
5111	11	5	11	3	4	6	7	
5112	23	5	11	7	1	7	7	
5113	17	288	6	3	4	38	3	
5114	11	71	77	3	1	4	2	
5115	72	5	20	5	1	4	3	
5116	11	5	36	11	4	4	20	
5117	11	288	6	406	4	4	3	
5118	6	135	1	3	214	42	2	
5119	15	5	45	18	3	13	3	
5120	11	5	45	18	3	13	3	
5121	28	5	5	11	3	15	428	
5122	13	4	5	5	215	7	15	
5123	111	447	64	141	54	24	32	
5124	11	446	19	3	4	4	7	
5125	359	5	11	131	3	53	1	
5126	23	5	11	7	1	12	429	
5127	39	189	9	11	27	5	430	
5128	23	5	11	407	1	12	7	
5129	23	5	11	7	1	12	150	
5130	15	5	5	11	50	4	14	
5131	41	122	7	3	1	15	7	
5132	28	5	11	3	2	6	5	
5133	11	18	17	5	4	4	21	
5134	361	8	7	6	8	11	40	
5135	1	5	11	5	4	15	10	
5136	89	30	64	26	48	24	96	
5137	16	288	12	18	3	4	9	
5138	1	22	6	72	3	283	7	
5139	111	30	64	402	28	24	432	
5140	362	448	11	3	4	4	7	
5141	28	5	5	408	3	15	44	
5142	363	5	12	3	14	4	7	
5143	5	449	11	6	1	101	139	
5144	17	10	4	5	216	3	19	
5145	41	5	11	7	1	12	7	
5146	40	331	11	5	4	38	37	
5147	4	4	16	12	1	6	433	
5148	11	5	12	34	217	13	291	
5149	16	14	11	5	1	15	434	
5150	4	4	292	12	1	6	433	
5151	4	4	293	12	1	6	3	
5152	252	22	6	3	4	7	10	
5153	18	8	65	5	1	7	8	
5154	6	5	5	3	3	15	1	
5155	16	5	17	11	3	15	19	
5156	16	76	7	61	44	6	45	
5157	4	4	16	12	1	235	340	
5158	118	104	85	92	60	54	72	
5159	32	4	57	5	1	15	25	
5160	19	5	11	7	4	6	3	
5161	17	151	5	77	4	20	7	
5162	28	22	11	3	4	4	7	
5163	11	5	98	5	4	10	85	
5164	32	8	5	3	5	20	26	
5165	5	5	11	7	3	12	19	
5166	89	30	64	26	126	24	48	
5167	25	161	6	4	4	4	172	
5168	11	37	151	3	52	15	10	
5169	96	191	9	26	60	128	32	
5170	71	451	295	93	218	285	281	
5171	14	452	10	7	4	13	7	
5172	111	30	64	141	48	24	156	
5173	111	30	64	141	48	24	32	
5174	28	5	0	18	1	4	10	
5175	11	5	11	0	1	4	7	
5176	6	5	5	3	4	6	25	
5177	16	5	58	34	1	47	1	
5178	15	5	11	3	2	0	3	
5179	17	453	37	5	3	7	25	
5180	14	5	10	412	4	13	7	
5181	4	4	3	186	5	6	80	
5182	111	30	127	26	126	24	156	
5183	89	30	26	69	48	24	187	
5184	1	131	7	6	1	17	8	
5185	28	5	6	13	2	4	26	
5186	16	5	20	5	4	4	52	
5187	15	48	20	142	4	289	7	
5188	1	11	5	13	4	6	7	
5189	17	5	45	3	1	3	7	
5190	9	5	11	3	4	290	18	
5191	1	5	26	10	1	10	3	
5192	13	8	5	3	1	291	4	
5193	111	11	64	26	54	119	32	
5194	5	26	109	54	1	1	47	
5195	11	131	6	3	2	4	440	
5196	17	5	12	3	14	4	141	
5197	13	8	5	3	1	291	436	
5198	45	34	114	414	53	160	146	
5199	23	5	7	30	1	4	7	
5200	11	289	11	3	4	4	14	
5201	89	454	64	171	28	24	32	
5202	28	5	35	3	3	13	7	
5203	16	5	11	3	4	13	164	
5204	16	20	26	3	1	158	10	
5205	17	24	1	5	3	15	441	
5206	17	3	11	11	1	15	14	
5207	13	8	5	3	221	6	4	
5208	9	5	11	3	4	40	437	
5209	17	5	26	3	4	4	438	
5210	368	5	29	7	4	10	7	
5211	18	8	5	5	1	294	4	
5212	17	5	5	4	223	4	3	
5213	18	8	5	5	11	6	4	
5214	44	5	61	13	1	6	26	
5215	9	455	11	3	4	40	18	
5216	40	5	11	3	27	15	10	
5217	32	102	24	13	1	6	25	
5218	32	8	177	18	1	123	118	
5219	6	5	1	72	1	299	27	
5220	33	424	65	385	1	33	42	
5221	38	11	3	13	1	292	4	
5222	38	11	3	13	1	2	436	
5223	6	5	11	1	3	6	1	
5224	11	5	6	11	224	4	19	
5225	367	456	297	415	222	293	439	
5226	16	5	1	18	2	4	2	
5227	13	8	5	3	1	6	436	
5228	17	3	12	3	3	1	18	
5229	39	166	41	34	4	6	7	
5230	369	5	9	12	1	15	25	
5231	111	167	64	357	48	24	32	
5232	16	5	30	3	4	13	7	
5233	11	76	5	3	15	14	3	
5234	16	5	6	418	4	6	7	
5235	28	464	5	420	3	15	44	
5236	13	8	298	3	1	291	4	
5237	13	8	5	3	221	291	436	
5238	17	457	12	3	14	4	7	
5239	5	4	5	5	5	295	4	
5240	16	6	19	11	3	15	2	
5241	370	363	118	35	53	110	129	
5242	28	5	19	7	4	1	18	
5243	15	5	30	72	3	6	442	
5244	28	10	127	3	1	296	14	
5245	16	3	11	30	1	12	10	
5246	13	458	5	5	12	7	15	
5247	16	5	1	5	4	10	10	
5248	140	30	64	26	48	24	32	
5249	38	11	3	416	1	2	4	
5250	104	4	3	186	5	6	80	
5251	17	5	11	3	4	6	1	
5252	17	3	11	5	4	7	10	
5253	6	5	1	3	1	4	61	
5254	17	5	11	5	3	6	3	
5255	373	5	11	11	3	27	7	
5256	38	11	3	417	1	2	436	
5257	17	459	11	3	4	6	37	
5258	38	11	3	13	1	297	4	
5259	11	5	11	419	3	6	27	
5260	87	460	299	123	53	109	147	
5261	17	461	11	3	3	4	53	
5262	371	30	64	26	4	24	32	
5263	16	5	300	7	27	15	7	
5264	87	403	15	123	53	298	129	
5265	5	462	9	5	1	7	42	
5266	6	5	12	11	4	4	443	
5267	11	5	1	7	9	4	444	
5268	372	5	5	3	52	4	2	
5269	17	463	5	4	4	4	3	
5270	375	8	7	6	8	11	40	
5271	38	11	3	422	1	2	4	
5272	13	4	5	5	12	301	15	
5273	16	5	12	3	1	1	3	
5274	20	30	64	26	30	24	143	
5275	30	202	11	3	4	4	7	
5276	20	30	64	402	30	24	432	
5277	89	167	64	26	48	59	32	
5278	16	288	3	72	4	4	14	
5279	11	5	26	28	225	40	7	
5280	23	5	11	7	1	302	7	
5281	23	5	11	7	1	303	7	
5282	17	8	3	11	1	15	445	
5283	23	5	302	423	1	12	7	
5284	23	5	303	424	1	12	7	
5285	17	5	304	18	4	10	3	
5286	23	5	11	7	1	304	7	
5287	23	5	11	7	1	305	7	
5288	23	5	11	7	226	12	7	
5289	6	136	4	98	2	187	18	
5290	6	134	1	3	4	6	27	
5291	28	48	78	3	7	15	5	
5292	11	130	11	7	4	12	10	
5293	35	5	5	11	4	42	7	
5294	4	1	16	12	1	6	3	
5295	98	91	223	99	93	6	98	
5296	14	5	10	7	219	13	7	
5297	36	27	301	3	4	13	7	
5298	17	5	12	421	14	4	7	
5299	17	465	12	3	14	4	7	
5300	374	5	78	3	11	6	7	
5301	11	5	36	3	1	300	2	
5302	107	8	94	3	1	6	4	
5303	15	232	195	3	227	12	7	
5304	17	467	12	3	14	4	7	
5305	16	5	36	3	4	306	3	
5306	6	468	5	3	3	13	26	
5307	148	5	1	426	1	124	181	
5308	15	5	12	11	11	4	7	
5309	32	8	57	3	1	15	446	
5310	11	5	98	427	3	10	85	
5311	5	4	109	5	5	7	8	
5312	376	469	306	428	228	307	447	
5313	369	8	9	12	1	15	25	
5314	377	470	307	429	229	308	448	
5315	6	5	11	72	1	4	3	
5316	58	106	305	86	60	54	72	
5317	89	30	64	78	48	24	156	
5318	32	4	5	5	1	288	26	
5319	6	74	5	3	3	6	26	
5320	25	134	11	3	4	38	7	
5321	89	382	64	26	48	128	140	
5322	1	143	12	72	1	135	185	
5323	38	5	6	7	4	126	7	
5324	17	5	94	3	4	4	26	
5325	16	5	3	11	4	3	7	
5326	6	473	1	3	4	4	2	
5327	13	4	308	5	230	7	15	
5328	13	4	5	430	12	7	15	
5329	27	472	25	3	1	16	46	
5330	113	4	5	5	230	7	15	
5331	13	4	5	430	230	7	15	
5332	15	5	5	11	3	4	338	
5333	13	4	9	3	1	6	345	
5334	38	8	5	67	2	40	340	
5335	15	5	12	11	3	4	338	
5336	20	30	312	78	48	24	451	
5337	41	5	26	3	1	4	18	
5338	378	5	3	3	96	15	1	
5339	11	5	10	7	3	4	10	
5340	360	4	5	3	1	6	11	
5341	8	6	19	11	3	15	2	
5342	17	169	309	3	1	4	2	
5343	6	5	36	63	4	311	449	
5344	28	474	11	432	3	4	77	
5345	58	106	311	86	60	73	90	
5346	28	134	77	5	1	6	2	
5347	33	8	115	3	233	7	5	
5348	1	5	36	7	27	1	7	
5349	11	5	36	29	4	1	10	
5350	5	58	21	17	231	16	22	
5351	140	203	42	26	48	128	156	
5352	11	107	11	3	1	6	7	
5353	6	5	6	433	27	4	10	
5354	20	30	310	431	54	24	156	
5355	40	5	11	5	4	28	37	
5356	5	8	3	6	12	6	4	
5357	6	138	12	77	48	4	18	
5358	6	288	36	29	51	15	1	
5359	163	434	11	5	4	38	9	
5360	17	5	36	7	27	6	7	
5361	28	358	11	28	3	20	5	
5362	16	20	127	72	4	13	10	
5363	28	5	313	11	4	4	18	
5364	16	5	11	3	3	42	45	
5365	39	5	45	5	1	3	7	
5366	111	30	64	78	30	24	55	
5367	89	30	80	141	30	24	55	
5368	89	30	64	58	28	24	366	
5369	84	3	26	71	1	4	53	
5370	168	5	36	61	2	12	7	
5371	11	5	59	11	1	20	7	
5372	19	5	11	5	3	4	1	
5373	16	5	1	143	4	15	7	
5374	17	13	5	77	1	15	1	
5375	39	30	64	78	30	24	55	
5376	22	20	11	405	3	3	7	
5377	84	5	30	11	4	31	41	
5378	89	30	64	141	54	24	55	
5379	89	167	64	26	48	24	156	
5380	6	5	6	31	13	60	2	
5381	11	5	12	3	3	314	45	
5382	15	5	36	72	1	42	314	
5383	15	271	314	3	2	4	220	
5384	5	67	76	435	1	7	62	
5385	87	460	114	436	53	109	129	
5386	18	11	11	3	8	312	8	
5387	38	4	5	33	1	6	452	
5388	11	5	36	3	234	88	2	
5389	6	6	4	3	3	4	453	
5390	28	3	94	13	235	4	10	
5391	15	475	11	11	4	313	7	
5392	17	5	12	437	14	4	7	
5393	17	476	37	3	1	4	2	
5394	1	74	11	438	4	12	7	
5395	39	5	9	11	27	5	454	
5396	89	30	64	439	48	24	455	
5397	6	5	315	11	3	4	37	
5398	6	5	4	3	4	6	456	
5399	16	5	12	440	2	15	12	
5400	119	477	11	28	1	20	213	
5401	23	5	11	7	236	12	7	
5402	40	5	5	3	4	13	457	
5403	28	5	5	441	3	15	44	
5404	16	5	11	442	4	12	3	
5405	23	5	11	443	1	12	7	
5406	39	478	64	141	54	24	55	
5407	39	5	9	444	27	5	2	
5408	1	254	11	3	2	4	10	
5409	1	271	175	3	1	135	4	
5410	1	5	36	7	3	38	7	
5411	1	74	5	7	4	6	7	
5412	11	122	36	11	3	7	27	
5413	11	22	57	11	1	91	8	
5414	11	404	26	3	4	4	10	
5415	11	5	36	3	27	4	14	
5416	11	5	4	3	2	15	34	
5417	11	8	6	5	1	20	7	
5418	111	30	64	26	30	24	325	
5419	140	30	31	270	48	24	32	
5420	141	30	64	26	48	24	32	
5421	142	152	57	6	1	16	198	
5422	15	10	11	7	1	12	7	
5423	15	5	1	3	4	4	113	
5424	15	5	12	61	3	4	3	
5425	15	52	11	31	4	76	10	
5426	16	5	11	11	1	15	1	
5427	16	5	11	72	4	7	52	
5428	16	5	12	3	3	4	18	
5429	17	10	30	3	4	12	7	
5430	17	112	11	11	1	4	14	
5431	17	2	7	77	3	13	10	
5432	17	24	1	5	3	15	14	
5433	17	3	6	157	4	92	1	
5434	17	5	11	18	145	10	3	
5435	17	5	91	3	4	13	20	
5436	19	29	1	3	1	4	7	
5437	19	5	30	3	4	4	118	
5438	22	5	127	2	4	13	7	
5439	22	5	91	29	4	4	7	
5440	23	10	1	3	2	6	7	
5441	23	5	57	13	1	74	3	
5442	25	5	83	2	4	13	7	
5443	253	273	5	120	1	4	290	
5444	28	122	6	11	1	12	166	
5445	28	14	3	13	2	15	1	
5446	28	3	5	2	1	55	5	
5447	28	3	5	4	3	4	3	
5448	28	5	1	3	4	15	19	
5449	28	5	11	98	4	4	3	
5450	28	5	4	11	27	15	44	
5451	280	6	12	34	4	15	112	
5452	3	5	11	3	4	4	68	
5453	35	4	5	12	12	33	158	
5454	36	5	36	61	4	4	10	
5455	39	2	7	3	4	6	14	
5456	39	5	55	3	4	15	107	
5457	39	5	9	11	3	15	2	
5458	40	134	11	4	3	6	27	
5459	40	24	11	3	220	47	9	
5460	40	5	30	28	1	4	14	
5461	40	5	37	3	1	4	182	
5462	42	5	6	7	4	6	7	
5463	47	4	5	33	91	6	40	
5464	5	20	26	5	2	42	220	
5465	5	5	95	3	1	7	47	
5466	5	8	12	11	1	20	5	
5467	6	5	11	5	3	15	26	
5468	6	5	11	63	4	15	2	
5469	89	191	9	69	78	24	32	
5470	89	303	64	26	48	128	156	
5471	11	4	322	18	2	10	68	
5472	11	487	1	65	4	4	10	
5473	11	5	1	2	2	15	470	
5474	11	5	1	456	9	4	7	
5475	11	5	11	11	241	37	464	
5476	11	5	11	31	3	322	14	
5477	111	483	64	26	48	128	143	
5478	113	4	223	447	1	17	26	
5479	113	4	5	447	1	17	26	
5480	119	58	25	5	1	7	471	
5481	15	3	3	11	1	321	1	
5482	16	3	1	450	1	55	61	
5483	16	3	1	5	242	55	61	
5484	16	480	7	3	27	15	5	
5485	16	5	1	446	187	15	1	
5486	16	5	323	72	4	7	52	
5487	17	5	11	18	4	10	460	
5488	17	5	11	18	4	10	461	
5489	17	5	11	18	4	10	463	
5490	17	5	11	18	4	319	3	
5491	17	5	11	454	4	10	3	
5492	17	5	11	457	4	4	7	
5493	17	5	318	18	4	10	3	
5494	17	5	319	18	4	10	3	
5495	17	5	319	3	4	10	3	
5496	17	5	325	18	4	10	3	
5497	17	5	326	18	4	10	352	
5498	17	5	328	7	73	4	7	
5499	17	5	5	4	4	4	469	
5500	17	5	5	452	4	12	83	
5501	2	4	5	3	1	6	468	
5502	206	8	26	3	1	20	474	
5503	22	489	11	3	3	3	7	
5504	22	5	91	33	4	4	465	
5505	26	488	1	3	4	4	10	
5506	28	150	11	7	27	6	472	
5507	28	23	5	455	4	1	11	
5508	28	3	94	451	1	4	10	
5509	28	479	11	11	4	12	3	
5510	28	485	11	11	4	12	3	
5511	28	5	11	11	238	12	3	
5512	28	5	11	11	4	12	458	
